Longitude,Latitude,GrainMassFlow,GPSTime,CycleDuration,TravelSpeed,SwathWidth,GrainMoisture,Header,Pass,Field,Load,LoadNumber,Crop,GPSStatus,PDOP,Altitude
-85.166440,40.269250,12.03,139270,1,0,15,16.9,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166425,40.269238,8.82,139271,1,0,15,16.3,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166405,40.269235,6.87,139272,1,0,15,16.9,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166383,40.269237,4.77,139273,1,0,15,17.6,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166367,40.269240,3.82,139274,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166353,40.269252,3.01,139275,1,0,15,17.1,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166338,40.269263,1.95,139276,1,0,15,17.0,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166337,40.269278,1.08,139277,1,0,15,17.4,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166337,40.269292,0.51,139278,1,0,15,17.4,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166338,40.269305,0.51,139279,1,0,15,17.4,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166340,40.269320,0.38,139280,1,0,15,17.4,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166337,40.269328,0.00,139281,1,0,15,17.4,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166337,40.269343,0.00,139282,1,52,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166338,40.269355,0.00,139283,1,48,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166338,40.269365,0.00,139284,1,48,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166338,40.269377,0.00,139285,1,49,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166338,40.269388,0.00,139286,1,48,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166340,40.269400,0.00,139287,1,48,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166338,40.269408,0.00,139288,1,49,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166340,40.269422,0.00,139289,1,48,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166340,40.269432,0.00,139290,1,48,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166340,40.269443,0.00,139291,1,50,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166342,40.269453,0.00,139292,1,50,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166340,40.269465,0.00,139293,1,50,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166340,40.269477,1.66,139294,1,51,15,17.3,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166342,40.269487,3.52,139295,1,48,15,17.3,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166342,40.269498,4.46,139296,1,49,15,16.8,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166342,40.269510,6.51,139297,1,49,15,16.6,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166343,40.269522,7.97,139298,1,51,15,16.5,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166343,40.269532,8.86,139299,1,49,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166343,40.269543,8.48,139300,1,49,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166343,40.269555,10.32,139301,1,50,15,16.2,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166343,40.269567,10.20,139302,1,48,15,16.6,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166347,40.269578,10.70,139303,1,49,15,16.6,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166345,40.269588,10.18,139304,1,50,15,16.5,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166347,40.269602,11.18,139305,1,50,15,16.7,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166347,40.269612,11.32,139306,1,49,15,16.3,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166347,40.269623,10.84,139307,1,49,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166348,40.269633,11.91,139308,1,49,15,16.5,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166348,40.269645,11.68,139309,1,49,15,16.3,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166348,40.269655,10.76,139310,1,49,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166350,40.269665,9.97,139311,1,50,15,16.6,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166350,40.269677,11.26,139312,1,49,15,16.6,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166350,40.269688,12.54,139313,1,51,15,16.8,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166350,40.269700,12.60,139314,1,51,15,17.1,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166348,40.269710,11.97,139315,1,52,15,17.2,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166348,40.269723,11.72,139316,1,53,15,17.3,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166348,40.269735,12.85,139317,1,55,15,17.5,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166348,40.269748,12.24,139318,1,56,15,17.3,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166347,40.269763,11.90,139319,1,58,15,17.7,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166345,40.269775,11.98,139320,1,57,15,17.2,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166347,40.269790,12.25,139321,1,59,15,17.6,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166345,40.269802,11.21,139322,1,59,15,17.6,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166347,40.269818,11.45,139323,1,60,15,17.2,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166345,40.269830,12.15,139324,1,60,15,17.7,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166345,40.269845,11.42,139325,1,60,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166345,40.269858,12.29,139326,1,60,15,18.1,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166347,40.269872,11.69,139327,1,60,15,17.7,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166348,40.269887,12.28,139328,1,59,15,17.7,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166347,40.269902,12.33,139329,1,60,15,18.2,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166348,40.269917,12.10,139330,1,61,15,17.8,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166348,40.269930,12.33,139331,1,60,15,17.9,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166350,40.269945,12.31,139332,1,60,15,17.7,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166348,40.269958,12.82,139333,1,60,15,18.0,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166350,40.269972,12.68,139334,1,60,15,17.8,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166352,40.269987,13.11,139335,1,60,15,18.4,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166352,40.270000,12.36,139336,1,60,15,17.9,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166352,40.270013,11.98,139337,1,59,15,18.4,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166350,40.270027,12.22,139338,1,59,15,17.8,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166350,40.270040,12.10,139339,1,59,15,17.7,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166350,40.270055,12.70,139340,1,60,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166348,40.270068,12.28,139341,1,60,15,17.5,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166352,40.270082,12.90,139342,1,59,15,17.5,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166350,40.270095,13.43,139343,1,60,15,17.6,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166350,40.270108,13.61,139344,1,59,15,17.7,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166350,40.270122,13.34,139345,1,59,15,17.7,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166350,40.270135,13.45,139346,1,60,15,17.7,Down,1,0,Bulk,1,Corn,2,2.5,295
-85.166352,40.270148,14.10,139347,1,59,15,17.5,Down,1,0,Bulk,1,Corn,2,3.7,295
-85.166352,40.270162,12.98,139348,1,59,15,17.5,Down,1,0,Bulk,1,Corn,2,3.7,296
-85.166353,40.270175,12.15,139349,1,59,15,17.7,Down,1,0,Bulk,1,Corn,2,3.7,295
-85.166352,40.270188,12.62,139350,1,59,15,17.7,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166353,40.270202,12.97,139351,1,59,15,17.3,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166353,40.270215,12.01,139352,1,59,15,17.2,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166355,40.270228,12.39,139353,1,59,15,17.4,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166355,40.270242,11.82,139354,1,60,15,17.5,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166357,40.270255,12.06,139355,1,59,15,17.2,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166358,40.270268,11.71,139356,1,58,15,17.0,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166358,40.270282,11.85,139357,1,60,15,17.2,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166360,40.270295,12.22,139358,1,60,15,16.8,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166360,40.270308,11.87,139359,1,58,15,17.0,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166360,40.270322,10.23,139360,1,60,15,16.6,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166362,40.270333,10.48,139361,1,59,15,16.5,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166362,40.270347,11.46,139362,1,59,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166360,40.270360,11.39,139363,1,59,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166360,40.270373,12.27,139364,1,58,15,16.2,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270388,11.71,139365,1,60,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166362,40.270403,12.37,139366,1,59,15,16.2,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270415,12.94,139367,1,59,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270428,13.49,139368,1,59,15,16.3,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166365,40.270442,15.48,139369,1,60,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270455,13.61,139370,1,59,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166362,40.270470,12.57,139371,1,59,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270483,12.02,139372,1,59,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270497,12.23,139373,1,58,15,16.3,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166365,40.270510,12.10,139374,1,60,15,15.8,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166365,40.270523,12.97,139375,1,60,15,16.2,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270537,13.05,139376,1,58,15,16.6,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270552,13.46,139377,1,59,15,16.6,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166360,40.270565,12.78,139378,1,58,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166363,40.270578,12.79,139379,1,61,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166362,40.270592,13.20,139380,1,59,15,16.5,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166362,40.270607,13.67,139381,1,59,15,17.2,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166362,40.270620,13.44,139382,1,58,15,16.7,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270633,15.66,139383,1,61,15,16.8,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270647,18.71,139384,1,60,15,16.8,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166362,40.270660,15.82,139385,1,59,15,16.5,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166362,40.270672,13.60,139386,1,60,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166362,40.270687,13.45,139387,1,60,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270698,12.97,139388,1,60,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270712,12.93,139389,1,60,15,16.5,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270727,11.79,139390,1,60,15,16.3,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166365,40.270738,11.85,139391,1,59,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.270752,11.51,139392,1,59,15,16.6,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166365,40.270767,12.08,139393,1,60,15,16.3,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166365,40.270778,12.96,139394,1,59,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166365,40.270793,12.73,139395,1,59,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166365,40.270807,11.88,139396,1,60,15,16.3,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166365,40.270820,10.41,139397,1,59,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166365,40.270833,8.33,139398,1,59,15,16.5,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.270847,9.10,139399,1,60,15,16.8,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.270860,8.92,139400,1,59,15,16.5,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.270873,8.47,139401,1,59,15,16.2,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166365,40.270887,8.85,139402,1,59,15,16.3,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.270900,8.60,139403,1,59,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.270913,9.40,139404,1,66,15,16.2,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.270927,8.89,139405,1,59,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.270940,8.24,139406,1,59,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.270953,8.79,139407,1,59,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.270965,11.05,139408,1,59,15,15.9,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166368,40.270978,10.70,139409,1,60,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.270992,9.95,139410,1,60,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.271007,10.61,139411,1,60,15,15.8,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.271018,10.49,139412,1,58,15,16.2,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166365,40.271033,11.36,139413,1,59,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.271047,11.63,139414,1,59,15,15.6,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.271058,11.68,139415,1,60,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166368,40.271073,11.69,139416,1,60,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166367,40.271087,12.36,139417,1,59,15,15.9,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166368,40.271102,12.89,139418,1,59,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166367,40.271115,11.99,139419,1,59,15,15.8,Down,1,0,Bulk,1,Corn,2,2.5,296
-85.166368,40.271127,11.27,139420,1,59,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166368,40.271142,11.53,139421,1,59,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166370,40.271153,11.50,139422,1,59,15,16.2,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166370,40.271167,11.71,139423,1,60,15,16.4,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166372,40.271182,12.05,139424,1,59,15,16.3,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166370,40.271195,12.26,139425,1,59,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166370,40.271208,12.05,139426,1,60,15,15.9,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166370,40.271222,12.27,139427,1,59,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166372,40.271237,11.55,139428,1,61,15,16.2,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166370,40.271250,12.12,139429,1,59,15,15.9,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166370,40.271263,12.89,139430,1,59,15,15.7,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166372,40.271277,13.45,139431,1,59,15,15.5,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166372,40.271290,13.45,139432,1,60,15,16.1,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166372,40.271303,12.54,139433,1,59,15,16.0,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166373,40.271317,12.70,139434,1,61,15,15.9,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166372,40.271332,12.84,139435,1,59,15,15.8,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166372,40.271345,12.66,139436,1,58,15,15.8,Down,1,0,Bulk,1,Corn,2,2.5,297
-85.166372,40.271357,12.44,139437,1,0,15,15.9,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166372,40.271372,12.92,139438,1,0,15,16.3,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166372,40.271385,11.59,139439,1,0,15,16.3,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166367,40.271398,11.47,139440,1,0,15,16.2,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166363,40.271413,12.13,139441,1,0,15,16.1,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166353,40.271423,12.45,139442,1,0,15,16.4,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166337,40.271427,13.16,139443,1,0,15,16.3,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166323,40.271438,14.05,139444,1,0,15,16.4,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166307,40.271443,12.90,139445,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166297,40.271443,12.76,139446,1,0,15,16.7,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166293,40.271443,9.36,139447,1,0,15,16.7,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166288,40.271442,6.21,139448,1,0,15,17.1,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166293,40.271443,3.98,139449,1,0,15,17.2,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166293,40.271442,2.36,139450,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166292,40.271443,0.97,139451,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166292,40.271442,0.00,139452,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166293,40.271442,0.00,139453,1,0,15,0.0,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166292,40.271442,0.00,139454,1,0,15,0.0,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166292,40.271442,0.00,139455,1,0,15,0.0,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166292,40.271442,0.00,139456,1,0,15,0.0,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166293,40.271443,0.00,139457,1,0,15,0.0,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166292,40.271442,0.00,139458,1,0,15,0.0,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166293,40.271443,0.00,139459,1,0,15,0.0,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166293,40.271442,0.00,139460,1,0,15,0.0,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166293,40.271442,0.00,139461,1,0,15,0.0,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166292,40.271440,0.00,139462,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166292,40.271440,0.00,139463,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166293,40.271440,0.00,139464,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166293,40.271440,0.00,139465,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,297
-85.166293,40.271440,0.00,139466,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166293,40.271440,0.00,139467,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166293,40.271440,0.00,139468,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166293,40.271438,0.00,139469,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166293,40.271438,0.00,139470,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166293,40.271438,0.00,139471,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166293,40.271438,0.00,139472,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271437,0.00,139473,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271437,0.00,139474,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166293,40.271437,0.00,139475,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271437,0.00,139476,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271435,0.00,139477,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271435,0.00,139478,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271435,0.00,139479,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271435,0.00,139480,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271435,0.00,139481,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271435,0.00,139482,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271435,0.00,139483,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.5,298
-85.166295,40.271435,0.00,139484,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166295,40.271435,0.00,139485,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166295,40.271435,0.00,139486,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166295,40.271435,0.00,139487,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166295,40.271435,0.00,139488,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166295,40.271435,0.00,139489,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166295,40.271435,0.00,139490,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166293,40.271437,0.00,139491,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166293,40.271437,0.00,139492,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166293,40.271438,0.00,139493,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166293,40.271438,0.00,139494,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166293,40.271438,0.00,139495,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166293,40.271438,0.00,139496,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166293,40.271438,0.00,139497,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166293,40.271438,0.00,139498,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271438,0.00,139499,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271438,0.00,139500,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139501,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139502,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139503,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139504,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139505,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271442,0.00,139506,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139507,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139508,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139509,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139510,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139511,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139512,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139513,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139514,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139515,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139516,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139517,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166292,40.271440,0.00,139518,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139519,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271438,0.00,139520,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139521,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139522,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139523,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271440,0.00,139524,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166290,40.271442,0.00,139525,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
-85.166288,40.271442,0.00,139526,1,0,15,16.8,Up,1,0,Bulk,1,Corn,2,2.4,298
