#Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Swth Wdth(ft),Yld Vol(Dry)(bu/ac),Obj. Id,Yld Mass(Wet)(lb/ac),Moisture(%),Hding Veh(deg)
Longitude,Latitude,Field,Dataset,Product,ObjId,Distance,Swath,Yield,ObjId,YldMass,Moisture,Hding
-97.59265826,44.09886962,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3005,6.919,5.000,116.25,3005,6612.1,16.32,271.61
-97.59265740,44.09888332,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3006,6.919,5.000,116.25,3006,6612.1,16.32,271.61
-97.59265654,44.09889703,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3007,6.919,5.000,116.25,3007,6612.1,16.32,271.61
-97.59268596,44.09884248,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3008,6.919,5.000,134.79,3008,7667.0,16.32,271.11
-97.59268527,44.09885619,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3009,6.919,5.000,134.79,3009,7667.0,16.32,271.11
-97.59268457,44.09886990,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3010,6.919,5.000,134.79,3010,7667.0,16.32,271.11
-97.59268388,44.09888361,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3011,6.919,5.000,134.79,3011,7667.0,16.32,271.11
-97.59268318,44.09889732,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3012,6.919,5.000,134.79,3012,7667.0,16.32,271.11
-97.59271234,44.09884262,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3013,6.919,5.000,140.35,3013,7983.4,16.32,271.11
-97.59271165,44.09885633,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3014,6.919,5.000,140.35,3014,7983.4,16.32,271.11
-97.59271095,44.09887004,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3015,6.919,5.000,140.35,3015,7983.4,16.32,271.11
-97.59271026,44.09888375,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3016,6.919,5.000,140.35,3016,7983.4,16.32,271.11
-97.59270956,44.09889746,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3017,6.919,5.000,140.35,3017,7983.4,16.32,271.11
-97.59273894,44.09884304,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3018,6.985,5.000,139.32,3018,7924.9,16.32,271.14
-97.59273824,44.09885675,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3019,6.985,5.000,139.32,3019,7924.9,16.32,271.14
-97.59273753,44.09887046,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3020,6.985,5.000,139.32,3020,7924.9,16.32,271.14
-97.59273683,44.09888417,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3021,6.985,5.000,139.32,3021,7924.9,16.32,271.14
-97.59273612,44.09889788,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3022,6.985,5.000,139.32,3022,7924.9,16.32,271.14
-97.59276574,44.09884318,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3023,7.116,5.000,133.53,3023,7595.2,16.32,270.84
-97.59276513,44.09885690,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3024,7.116,5.000,133.53,3024,7595.2,16.32,270.84
-97.59276453,44.09887061,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3025,7.116,5.000,133.53,3025,7595.2,16.32,270.84
-97.59276392,44.09888432,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3026,7.116,5.000,133.53,3026,7595.2,16.32,270.84
-97.59276332,44.09889803,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3027,7.116,5.000,133.53,3027,7595.2,16.32,270.84
-97.59279261,44.09884357,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3028,7.050,5.000,125.29,3028,7126.5,16.32,270.90
-97.59279199,44.09885728,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3029,7.050,5.000,125.29,3029,7126.5,16.32,270.90
-97.59279136,44.09887099,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3030,7.050,5.000,125.29,3030,7126.5,16.32,270.90
-97.59279074,44.09888470,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3031,7.050,5.000,125.29,3031,7126.5,16.32,270.90
-97.59279011,44.09889841,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3032,7.050,5.000,125.29,3032,7126.5,16.32,270.90
-97.59281915,44.09884383,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3033,7.018,5.000,125.87,3033,7159.8,16.32,270.73
-97.59281858,44.09885754,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3034,7.018,5.000,125.87,3034,7159.8,16.32,270.73
-97.59281801,44.09887125,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3035,7.018,5.000,125.87,3035,7159.8,16.32,270.73
-97.59281744,44.09888497,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3036,7.018,5.000,125.87,3036,7159.8,16.32,270.73
-97.59281687,44.09889868,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3037,7.018,5.000,125.87,3037,7159.8,16.32,270.73
-97.59284558,44.09884398,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3038,7.018,5.000,135.40,3038,7701.7,16.32,270.41
-97.59284512,44.09885769,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3039,7.018,5.000,135.40,3039,7701.7,16.32,270.41
-97.59284466,44.09887140,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3040,7.018,5.000,135.40,3040,7701.7,16.32,270.41
-97.59284420,44.09888512,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3041,7.018,5.000,135.40,3041,7701.7,16.32,270.41
-97.59284373,44.09889883,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3042,7.018,5.000,135.40,3042,7701.7,16.32,270.41
-97.59287230,44.09884422,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3043,6.985,5.000,136.04,3043,7737.9,16.32,270.54
-97.59287179,44.09885793,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3044,6.985,5.000,136.04,3044,7737.9,16.32,270.54
-97.59287128,44.09887165,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3045,6.985,5.000,136.04,3045,7737.9,16.32,270.54
-97.59287078,44.09888536,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3046,6.985,5.000,136.04,3046,7737.9,16.32,270.54
-97.59287027,44.09889907,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3047,6.985,5.000,136.04,3047,7737.9,16.32,270.54
-97.59289917,44.09884456,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3048,7.018,5.000,132.01,3048,7460.9,15.78,270.75
-97.59289859,44.09885827,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3049,7.018,5.000,132.01,3049,7460.9,15.78,270.75
-97.59289802,44.09887198,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3050,7.018,5.000,132.01,3050,7460.9,15.78,270.75
-97.59289744,44.09888569,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3051,7.018,5.000,132.01,3051,7460.9,15.78,270.75
-97.59289687,44.09889941,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3052,7.018,5.000,132.01,3052,7460.9,15.78,270.75
-97.59292661,44.09884487,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3053,7.149,5.000,129.59,3053,7323.9,15.78,271.09
-97.59292592,44.09885858,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3054,7.149,5.000,129.59,3054,7323.9,15.78,271.09
-97.59292523,44.09887229,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3055,7.149,5.000,129.59,3055,7323.9,15.78,271.09
-97.59292454,44.09888600,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3056,7.149,5.000,129.59,3056,7323.9,15.78,271.09
-97.59292385,44.09889971,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3057,7.149,5.000,129.59,3057,7323.9,15.78,271.09
-97.59295426,44.09884537,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3058,7.247,5.000,119.11,3058,6731.5,15.78,271.16
-97.59295355,44.09885908,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3059,7.247,5.000,119.11,3059,6731.5,15.78,271.16
-97.59295284,44.09887279,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3060,7.247,5.000,119.11,3060,6731.5,15.78,271.16
-97.59295212,44.09888650,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3061,7.247,5.000,119.11,3061,6731.5,15.78,271.16
-97.59295141,44.09890021,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3062,7.247,5.000,119.11,3062,6731.5,15.78,271.16
-97.59298145,44.09884559,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3063,7.214,5.000,119.65,3063,6762.1,15.78,270.87
-97.59298083,44.09885931,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3064,7.214,5.000,119.65,3064,6762.1,15.78,270.87
-97.59298022,44.09887302,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3065,7.214,5.000,119.65,3065,6762.1,15.78,270.87
-97.59297960,44.09888673,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3066,7.214,5.000,119.65,3066,6762.1,15.78,270.87
-97.59297899,44.09890044,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3067,7.214,5.000,119.65,3067,6762.1,15.78,270.87
-97.59300897,44.09884579,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3068,7.247,5.000,135.71,3068,7669.7,15.78,270.79
-97.59300839,44.09885950,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3069,7.247,5.000,135.71,3069,7669.7,15.78,270.79
-97.59300780,44.09887321,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3070,7.247,5.000,135.71,3070,7669.7,15.78,270.79
-97.59300721,44.09888692,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3071,7.247,5.000,135.71,3071,7669.7,15.78,270.79
-97.59300662,44.09890064,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3072,7.247,5.000,135.71,3072,7669.7,15.78,270.79
-97.59303637,44.09884597,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3073,7.214,5.000,166.85,3073,9429.7,15.78,270.65
-97.59303583,44.09885968,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3074,7.214,5.000,166.85,3074,9429.7,15.78,270.65
-97.59303528,44.09887340,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3075,7.214,5.000,166.85,3075,9429.7,15.78,270.65
-97.59303474,44.09888711,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3076,7.214,5.000,166.85,3076,9429.7,15.78,270.65
-97.59303420,44.09890082,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3077,7.214,5.000,166.85,3077,9429.7,15.78,270.65
-97.59306331,44.09884611,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3078,7.149,5.000,168.38,3078,9516.3,15.78,270.31
-97.59306288,44.09885983,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3079,7.149,5.000,168.38,3079,9516.3,15.78,270.31
-97.59306245,44.09887354,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3080,7.149,5.000,168.38,3080,9516.3,15.78,270.31
-97.59306202,44.09888726,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3081,7.149,5.000,168.38,3081,9516.3,15.78,270.31
-97.59306159,44.09890098,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3082,7.149,5.000,168.38,3082,9516.3,15.78,270.31
-97.59309062,44.09884632,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3083,7.116,5.000,169.64,3083,9587.1,15.78,270.54
-97.59309011,44.09886003,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3084,7.116,5.000,169.64,3084,9587.1,15.78,270.54
-97.59308960,44.09887375,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3085,7.116,5.000,169.64,3085,9587.1,15.78,270.54
-97.59308910,44.09888746,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3086,7.116,5.000,169.64,3086,9587.1,15.78,270.54
-97.59308859,44.09890118,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3087,7.116,5.000,169.64,3087,9587.1,15.78,270.54
-97.59311779,44.09884650,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3088,7.149,5.000,168.86,3088,9543.1,15.78,270.43
-97.59311732,44.09886022,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3089,7.149,5.000,168.86,3089,9543.1,15.78,270.43
-97.59311685,44.09887393,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3090,7.149,5.000,168.86,3090,9543.1,15.78,270.43
-97.59311638,44.09888765,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3091,7.149,5.000,168.86,3091,9543.1,15.78,270.43
-97.59311591,44.09890136,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3092,7.149,5.000,168.86,3092,9543.1,15.78,270.43
-97.59314484,44.09884681,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3093,7.116,5.000,164.38,3093,9290.2,15.78,270.45
-97.59314437,44.09886052,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3094,7.116,5.000,164.38,3094,9290.2,15.78,270.45
-97.59314389,44.09887424,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3095,7.116,5.000,164.38,3095,9290.2,15.78,270.45
-97.59314341,44.09888795,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3096,7.116,5.000,164.38,3096,9290.2,15.78,270.45
-97.59314294,44.09890166,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3097,7.116,5.000,164.38,3097,9290.2,15.78,270.45
-97.59317214,44.09884722,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3098,7.083,5.000,165.14,3098,9333.3,15.78,270.90
-97.59317152,44.09886093,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3099,7.083,5.000,165.14,3099,9333.3,15.78,270.90
-97.59317089,44.09887464,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3100,7.083,5.000,165.14,3100,9333.3,15.78,270.90
-97.59317027,44.09888835,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3101,7.083,5.000,165.14,3101,9333.3,15.78,270.90
-97.59316964,44.09890207,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3102,7.083,5.000,165.14,3102,9333.3,15.78,270.90
-97.59319982,44.09884761,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3103,7.247,5.000,178.29,3103,10076,15.78,271.04
-97.59319915,44.09886132,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3104,7.247,5.000,178.29,3104,10076,15.78,271.04
-97.59319848,44.09887503,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3105,7.247,5.000,178.29,3105,10076,15.78,271.04
-97.59319781,44.09888874,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3106,7.247,5.000,178.29,3106,10076,15.78,271.04
-97.59319713,44.09890245,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3107,7.247,5.000,178.29,3107,10076,15.78,271.04
-97.59322742,44.09884805,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3108,7.214,5.000,181.08,3108,10234,15.78,271.20
-97.59322670,44.09886176,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3109,7.214,5.000,181.08,3109,10234,15.78,271.20
-97.59322597,44.09887547,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3110,7.214,5.000,181.08,3110,10234,15.78,271.20
-97.59322525,44.09888918,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3111,7.214,5.000,181.08,3111,10234,15.78,271.20
-97.59322452,44.09890288,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3112,7.214,5.000,181.08,3112,10234,15.78,271.20
-97.59325483,44.09884849,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3113,7.149,5.000,182.74,3113,10328,15.78,271.38
-97.59325404,44.09886220,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3114,7.149,5.000,182.74,3114,10328,15.78,271.38
-97.59325326,44.09887591,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3115,7.149,5.000,182.74,3115,10328,15.78,271.38
-97.59325247,44.09888961,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3116,7.149,5.000,182.74,3116,10328,15.78,271.38
-97.59325169,44.09890332,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3117,7.149,5.000,182.74,3117,10328,15.78,271.38
-97.59328149,44.09884892,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3118,7.050,5.000,160.98,3118,9147.9,16.24,271.14
-97.59328079,44.09886263,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3119,7.050,5.000,160.98,3119,9147.9,16.24,271.14
-97.59328008,44.09887634,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3120,7.050,5.000,160.98,3120,9147.9,16.24,271.14
-97.59327938,44.09889005,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3121,7.050,5.000,160.98,3121,9147.9,16.24,271.14
-97.59327867,44.09890376,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3122,7.050,5.000,160.98,3122,9147.9,16.24,271.14
-97.59330843,44.09884931,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3123,7.050,5.000,167.29,3123,9506.6,16.24,271.22
-97.59330769,44.09886302,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3124,7.050,5.000,167.29,3124,9506.6,16.24,271.22
-97.59330696,44.09887672,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3125,7.050,5.000,167.29,3125,9506.6,16.24,271.22
-97.59330623,44.09889043,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3126,7.050,5.000,167.29,3126,9506.6,16.24,271.22
-97.59330550,44.09890414,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3127,7.050,5.000,167.29,3127,9506.6,16.24,271.22
-97.59333555,44.09884976,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3128,7.116,5.000,121.32,3128,6894.0,16.24,271.29
-97.59333480,44.09886347,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3129,7.116,5.000,121.32,3129,6894.0,16.24,271.29
-97.59333404,44.09887717,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3130,7.116,5.000,121.32,3130,6894.0,16.24,271.29
-97.59333329,44.09889088,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3131,7.116,5.000,121.32,3131,6894.0,16.24,271.29
-97.59333254,44.09890459,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3132,7.116,5.000,121.32,3132,6894.0,16.24,271.29
-97.59336087,44.09885009,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3133,6.689,5.000,126.73,3133,7201.4,16.24,271.19
-97.59336015,44.09886380,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3134,6.689,5.000,126.73,3134,7201.4,16.24,271.19
-97.59335943,44.09887751,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3135,6.689,5.000,126.73,3135,7201.4,16.24,271.19
-97.59335871,44.09889122,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3136,6.689,5.000,126.73,3136,7201.4,16.24,271.19
-97.59335799,44.09890493,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3137,6.689,5.000,126.73,3137,7201.4,16.24,271.19
-97.59338607,44.09885055,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3138,6.558,5.000,111.05,3138,6310.4,16.24,271.47
-97.59338526,44.09886425,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3139,6.558,5.000,111.05,3139,6310.4,16.24,271.47
-97.59338444,44.09887796,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3140,6.558,5.000,111.05,3140,6310.4,16.24,271.47
-97.59338363,44.09889167,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3141,6.558,5.000,111.05,3141,6310.4,16.24,271.47
-97.59338282,44.09890537,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3142,6.558,5.000,111.05,3142,6310.4,16.24,271.47
-97.59341104,44.09885085,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3143,6.624,5.000,109.60,3143,6228.3,16.24,271.24
-97.59341030,44.09886456,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3144,6.624,5.000,109.60,3144,6228.3,16.24,271.24
-97.59340956,44.09887827,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3145,6.624,5.000,109.60,3145,6228.3,16.24,271.24
-97.59340883,44.09889197,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3146,6.624,5.000,109.60,3146,6228.3,16.24,271.24
-97.59340809,44.09890568,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3147,6.624,5.000,109.60,3147,6228.3,16.24,271.24
-97.59343559,44.09885093,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3148,6.591,5.000,113.80,3148,6466.8,16.24,270.62
-97.59343506,44.09886464,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3149,6.591,5.000,113.80,3149,6466.8,16.24,270.62
-97.59343452,44.09887835,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3150,6.591,5.000,113.80,3150,6466.8,16.24,270.62
-97.59343399,44.09889207,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3151,6.591,5.000,113.80,3151,6466.8,16.24,270.62
-97.59343346,44.09890578,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3152,6.591,5.000,113.80,3152,6466.8,16.24,270.62
-97.59346010,44.09885093,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3153,6.460,5.000,132.59,3153,7534.6,16.24,270.53
-97.59345959,44.09886465,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3154,6.460,5.000,132.59,3154,7534.6,16.24,270.53
-97.59345909,44.09887836,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3155,6.460,5.000,132.59,3155,7534.6,16.24,270.53
-97.59345859,44.09889207,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3156,6.460,5.000,132.59,3156,7534.6,16.24,270.53
-97.59345809,44.09890579,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3157,6.460,5.000,132.59,3157,7534.6,16.24,270.53
-97.59348028,44.09885112,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3158,5.279,5.000,160.52,3158,9122.0,16.24,270.65
-97.59347974,44.09886483,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3159,5.279,5.000,160.52,3159,9122.0,16.24,270.65
-97.59347920,44.09887854,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3160,5.279,5.000,160.52,3160,9122.0,16.24,270.65
-97.59347866,44.09889226,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3161,5.279,5.000,160.52,3161,9122.0,16.24,270.65
-97.59347811,44.09890597,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3162,5.279,5.000,160.52,3162,9122.0,16.24,270.65
-97.59349761,44.09885107,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3163,4.655,5.000,131.59,3163,7477.7,16.24,270.22
-97.59349721,44.09886479,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3164,4.655,5.000,131.59,3164,7477.7,16.24,270.22
-97.59349681,44.09887850,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3165,4.655,5.000,131.59,3165,7477.7,16.24,270.22
-97.59349641,44.09889222,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3166,4.655,5.000,131.59,3166,7477.7,16.24,270.22
-97.59349602,44.09890593,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3167,4.655,5.000,131.59,3167,7477.7,16.24,270.22
-97.59351442,44.09885095,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3168,4.491,5.000,135.70,3168,7711.2,16.24,269.92
-97.59351412,44.09886467,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,3169,4.491,5.000,135.70,3169,7711.2,16.24,269.92
