#Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Swth Wdth(ft),Yld Vol(Dry)(bu/ac),Obj. Id,Yld Mass(Wet)(lb/ac),Moisture(%),Hding Veh(deg)
Longitude,Latitude,Field,Dataset,Product,ObjId,Distance,Swath,Yield,ObjId,YldMass,Moisture,Hding
-97.59231896,44.09779381,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13725,7.703,5.000,197.03,13725,11179,16.11,359.25
-97.59241447,44.09781532,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13726,7.703,5.000,190.29,13726,10797,16.11,359.39
-97.59239544,44.09781523,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13727,7.703,5.000,190.29,13727,10797,16.11,359.39
-97.59237640,44.09781515,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13728,7.703,5.000,190.29,13728,10797,16.11,359.39
-97.59235736,44.09781506,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13729,7.703,5.000,190.29,13729,10797,16.11,359.39
-97.59233833,44.09781497,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13730,7.703,5.000,190.29,13730,10797,16.11,359.39
-97.59231929,44.09781488,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13731,7.703,5.000,190.29,13731,10797,16.11,359.39
-97.59241440,44.09783677,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13732,7.768,5.000,184.04,13732,10442,16.11,359.69
-97.59239536,44.09783661,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13733,7.768,5.000,184.04,13733,10442,16.11,359.69
-97.59237633,44.09783645,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13734,7.768,5.000,184.04,13734,10442,16.11,359.69
-97.59235729,44.09783629,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13735,7.768,5.000,184.04,13735,10442,16.11,359.69
-97.59233826,44.09783613,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13736,7.768,5.000,184.04,13736,10442,16.11,359.69
-97.59231922,44.09783597,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13737,7.768,5.000,184.04,13737,10442,16.11,359.69
-97.59241464,44.09785809,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13738,7.735,5.000,178.40,13738,10122,16.11,359.86
-97.59239561,44.09785789,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13739,7.735,5.000,178.40,13739,10122,16.11,359.86
-97.59237657,44.09785769,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13740,7.735,5.000,178.40,13740,10122,16.11,359.86
-97.59235754,44.09785749,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13741,7.735,5.000,178.40,13741,10122,16.11,359.86
-97.59233850,44.09785729,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13742,7.735,5.000,178.40,13742,10122,16.11,359.86
-97.59231947,44.09785709,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13743,7.735,5.000,178.40,13743,10122,16.11,359.86
-97.59241470,44.09787928,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13744,7.735,5.000,195.05,13744,11033,15.85,359.83
-97.59239567,44.09787908,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13745,7.735,5.000,195.05,13745,11033,15.85,359.83
-97.59237663,44.09787889,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13746,7.735,5.000,195.05,13746,11033,15.85,359.83
-97.59235760,44.09787870,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13747,7.735,5.000,195.05,13747,11033,15.85,359.83
-97.59233856,44.09787851,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13748,7.735,5.000,195.05,13748,11033,15.85,359.83
-97.59231953,44.09787831,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13749,7.735,5.000,195.05,13749,11033,15.85,359.83
-97.59241533,44.09790009,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13750,7.735,5.000,177.12,13750,10019,15.85,359.11
-97.59239629,44.09790007,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13751,7.735,5.000,177.12,13751,10019,15.85,359.11
-97.59237725,44.09790005,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13752,7.735,5.000,177.12,13752,10019,15.85,359.11
-97.59235822,44.09790003,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13753,7.735,5.000,177.12,13753,10019,15.85,359.11
-97.59233918,44.09790001,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13754,7.735,5.000,177.12,13754,10019,15.85,359.11
-97.59232014,44.09789999,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13755,7.735,5.000,177.12,13755,10019,15.85,359.11
-97.59241590,44.09792107,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13756,7.703,5.000,187.87,13756,10627,15.85,358.93
-97.59239687,44.09792110,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13757,7.703,5.000,187.87,13757,10627,15.85,358.93
-97.59237783,44.09792112,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13758,7.703,5.000,187.87,13758,10627,15.85,358.93
-97.59235879,44.09792114,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13759,7.703,5.000,187.87,13759,10627,15.85,358.93
-97.59233975,44.09792116,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13760,7.703,5.000,187.87,13760,10627,15.85,358.93
-97.59232072,44.09792119,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13761,7.703,5.000,187.87,13761,10627,15.85,358.93
-97.59241634,44.09794226,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13762,7.703,5.000,167.44,13762,9471.2,15.85,359.09
-97.59239730,44.09794225,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13763,7.703,5.000,167.44,13763,9471.2,15.85,359.09
-97.59237827,44.09794223,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13764,7.703,5.000,167.44,13764,9471.2,15.85,359.09
-97.59235923,44.09794222,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13765,7.703,5.000,167.44,13765,9471.2,15.85,359.09
-97.59234019,44.09794220,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13766,7.703,5.000,167.44,13766,9471.2,15.85,359.09
-97.59232116,44.09794218,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13767,7.703,5.000,167.44,13767,9471.2,15.85,359.09
-97.59241599,44.09796417,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13768,7.735,5.000,176.25,13768,9969.0,15.85,0.289
-97.59239696,44.09796387,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13769,7.735,5.000,176.25,13769,9969.0,15.85,0.289
-97.59237793,44.09796357,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13770,7.735,5.000,176.25,13770,9969.0,15.85,0.289
-97.59235889,44.09796326,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13771,7.735,5.000,176.25,13771,9969.0,15.85,0.289
-97.59233986,44.09796296,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13772,7.735,5.000,176.25,13772,9969.0,15.85,0.289
-97.59232083,44.09796265,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13773,7.735,5.000,176.25,13773,9969.0,15.85,0.289
-97.59241611,44.09798519,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13774,7.703,5.000,159.00,13774,8993.3,15.85,0.069
-97.59239708,44.09798494,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13775,7.703,5.000,159.00,13775,8993.3,15.85,0.069
-97.59237805,44.09798468,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13776,7.703,5.000,159.00,13776,8993.3,15.85,0.069
-97.59235901,44.09798443,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13777,7.703,5.000,159.00,13777,8993.3,15.85,0.069
-97.59233998,44.09798418,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13778,7.703,5.000,159.00,13778,8993.3,15.85,0.069
-97.59232094,44.09798393,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13779,7.703,5.000,159.00,13779,8993.3,15.85,0.069
-97.59241615,44.09800645,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13780,7.801,5.000,174.91,13780,9893.3,15.85,359.82
-97.59239711,44.09800626,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13781,7.801,5.000,174.91,13781,9893.3,15.85,359.82
-97.59237808,44.09800607,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13782,7.801,5.000,174.91,13782,9893.3,15.85,359.82
-97.59235904,44.09800588,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13783,7.801,5.000,174.91,13783,9893.3,15.85,359.82
-97.59234001,44.09800569,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13784,7.801,5.000,174.91,13784,9893.3,15.85,359.82
-97.59232097,44.09800549,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13785,7.801,5.000,174.91,13785,9893.3,15.85,359.82
-97.59241618,44.09802763,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13786,7.735,5.000,164.47,13786,9302.7,15.85,359.70
-97.59239715,44.09802746,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13787,7.735,5.000,164.47,13787,9302.7,15.85,359.70
-97.59237811,44.09802730,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13788,7.735,5.000,164.47,13788,9302.7,15.85,359.70
-97.59235907,44.09802714,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13789,7.735,5.000,164.47,13789,9302.7,15.85,359.70
-97.59234004,44.09802697,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13790,7.735,5.000,164.47,13790,9302.7,15.85,359.70
-97.59232100,44.09802681,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13791,7.735,5.000,164.47,13791,9302.7,15.85,359.70
-97.59241632,44.09804886,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13792,7.735,5.000,167.54,13792,9476.5,15.85,359.75
-97.59239729,44.09804868,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13793,7.735,5.000,167.54,13793,9476.5,15.85,359.75
-97.59237825,44.09804851,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13794,7.735,5.000,167.54,13794,9476.5,15.85,359.75
-97.59235921,44.09804833,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13795,7.735,5.000,167.54,13795,9476.5,15.85,359.75
-97.59234018,44.09804816,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13796,7.735,5.000,167.54,13796,9476.5,15.85,359.75
-97.59232114,44.09804799,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13797,7.735,5.000,167.54,13797,9476.5,15.85,359.75
-97.59241651,44.09807000,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13798,7.735,5.000,173.17,13798,9795.2,15.85,359.59
-97.59239747,44.09806986,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13799,7.735,5.000,173.17,13799,9795.2,15.85,359.59
-97.59237843,44.09806972,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13800,7.735,5.000,173.17,13800,9795.2,15.85,359.59
-97.59235940,44.09806959,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13801,7.735,5.000,173.17,13801,9795.2,15.85,359.59
-97.59234036,44.09806945,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13802,7.735,5.000,173.17,13802,9795.2,15.85,359.59
-97.59232133,44.09806931,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13803,7.735,5.000,173.17,13803,9795.2,15.85,359.59
-97.59241661,44.09809115,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13804,7.670,5.000,163.07,13804,9223.7,15.85,359.75
-97.59239758,44.09809097,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13805,7.670,5.000,163.07,13805,9223.7,15.85,359.75
-97.59237854,44.09809080,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13806,7.670,5.000,163.07,13806,9223.7,15.85,359.75
-97.59235951,44.09809062,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13807,7.670,5.000,163.07,13807,9223.7,15.85,359.75
-97.59234047,44.09809045,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13808,7.670,5.000,163.07,13808,9223.7,15.85,359.75
-97.59232143,44.09809028,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13809,7.670,5.000,163.07,13809,9223.7,15.85,359.75
-97.59241652,44.09811267,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13810,7.768,5.000,167.41,13810,9469.5,15.85,0.180
-97.59239749,44.09811240,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13811,7.768,5.000,167.41,13811,9469.5,15.85,0.180
-97.59237845,44.09811212,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13812,7.768,5.000,167.41,13812,9469.5,15.85,0.180
-97.59235942,44.09811184,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13813,7.768,5.000,167.41,13813,9469.5,15.85,0.180
-97.59234039,44.09811156,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13814,7.768,5.000,167.41,13814,9469.5,15.85,0.180
-97.59232135,44.09811129,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13815,7.768,5.000,167.41,13815,9469.5,15.85,0.180
-97.59241637,44.09813371,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13816,7.703,5.000,165.83,13816,9379.8,15.85,0.070
-97.59239733,44.09813346,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13817,7.703,5.000,165.83,13817,9379.8,15.85,0.070
-97.59237830,44.09813321,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13818,7.703,5.000,165.83,13818,9379.8,15.85,0.070
-97.59235927,44.09813296,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13819,7.703,5.000,165.83,13819,9379.8,15.85,0.070
-97.59234023,44.09813271,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13820,7.703,5.000,165.83,13820,9379.8,15.85,0.070
-97.59232120,44.09813245,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13821,7.703,5.000,165.83,13821,9379.8,15.85,0.070
-97.59241670,44.09815445,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13822,7.703,5.000,169.87,13822,9608.3,15.85,359.48
-97.59239766,44.09815433,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13823,7.703,5.000,169.87,13823,9608.3,15.85,359.48
-97.59237862,44.09815422,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13824,7.703,5.000,169.87,13824,9608.3,15.85,359.48
-97.59235959,44.09815411,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13825,7.703,5.000,169.87,13825,9608.3,15.85,359.48
-97.59234055,44.09815400,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13826,7.703,5.000,169.87,13826,9608.3,15.85,359.48
-97.59232151,44.09815389,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13827,7.703,5.000,169.87,13827,9608.3,15.85,359.48
-97.59241724,44.09817545,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13828,7.735,5.000,182.54,13828,10325,15.85,359.16
-97.59239821,44.09817542,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13829,7.735,5.000,182.54,13829,10325,15.85,359.16
-97.59237917,44.09817538,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13830,7.735,5.000,182.54,13830,10325,15.85,359.16
-97.59236013,44.09817535,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13831,7.735,5.000,182.54,13831,10325,15.85,359.16
-97.59234110,44.09817531,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13832,7.735,5.000,182.54,13832,10325,15.85,359.16
-97.59232206,44.09817528,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13833,7.735,5.000,182.54,13833,10325,15.85,359.16
-97.59241757,44.09819672,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13834,7.735,5.000,176.31,13834,9952.4,15.68,359.23
-97.59239853,44.09819667,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13835,7.735,5.000,176.31,13835,9952.4,15.68,359.23
-97.59237949,44.09819662,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13836,7.735,5.000,176.31,13836,9952.4,15.68,359.23
-97.59236046,44.09819657,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13837,7.735,5.000,176.31,13837,9952.4,15.68,359.23
-97.59234142,44.09819652,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13838,7.735,5.000,176.31,13838,9952.4,15.68,359.23
-97.59232238,44.09819647,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13839,7.735,5.000,176.31,13839,9952.4,15.68,359.23
-97.59241775,44.09821794,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13840,7.735,5.000,175.94,13840,9931.7,15.68,359.21
-97.59239871,44.09821790,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13841,7.735,5.000,175.94,13841,9931.7,15.68,359.21
-97.59237967,44.09821785,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13842,7.735,5.000,175.94,13842,9931.7,15.68,359.21
-97.59236064,44.09821780,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13843,7.735,5.000,175.94,13843,9931.7,15.68,359.21
-97.59234160,44.09821776,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13844,7.735,5.000,175.94,13844,9931.7,15.68,359.21
-97.59232256,44.09821771,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13845,7.735,5.000,175.94,13845,9931.7,15.68,359.21
-97.59241804,44.09823943,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13846,7.735,5.000,182.10,13846,10279,15.68,359.73
-97.59239901,44.09823926,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13847,7.735,5.000,182.10,13847,10279,15.68,359.73
-97.59237997,44.09823909,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13848,7.735,5.000,182.10,13848,10279,15.68,359.73
-97.59236094,44.09823892,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13849,7.735,5.000,182.10,13849,10279,15.68,359.73
-97.59234190,44.09823875,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13850,7.735,5.000,182.10,13850,10279,15.68,359.73
-97.59232286,44.09823858,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13851,7.735,5.000,182.10,13851,10279,15.68,359.73
-97.59241830,44.09826051,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13852,7.735,5.000,173.38,13852,9786.9,15.68,359.53
-97.59239927,44.09826039,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13853,7.735,5.000,173.38,13853,9786.9,15.68,359.53
-97.59238023,44.09826026,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13854,7.735,5.000,173.38,13854,9786.9,15.68,359.53
-97.59236119,44.09826014,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13855,7.735,5.000,173.38,13855,9786.9,15.68,359.53
-97.59234216,44.09826002,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13856,7.735,5.000,173.38,13856,9786.9,15.68,359.53
-97.59232312,44.09825989,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13857,7.735,5.000,173.38,13857,9786.9,15.68,359.53
-97.59241866,44.09828200,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13858,7.867,5.000,142.23,13858,8028.5,15.68,359.42
-97.59239963,44.09828191,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13859,7.867,5.000,142.23,13859,8028.5,15.68,359.42
-97.59238059,44.09828181,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13860,7.867,5.000,142.23,13860,8028.5,15.68,359.42
-97.59236155,44.09828171,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13861,7.867,5.000,142.23,13861,8028.5,15.68,359.42
-97.59234252,44.09828162,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13862,7.867,5.000,142.23,13862,8028.5,15.68,359.42
-97.59232348,44.09828152,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13863,7.867,5.000,142.23,13863,8028.5,15.68,359.42
-97.59241845,44.09830389,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13864,7.867,5.000,122.69,13864,6925.8,15.68,359.99
-97.59239941,44.09830365,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13865,7.867,5.000,122.69,13865,6925.8,15.68,359.99
-97.59238038,44.09830342,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13866,7.867,5.000,122.69,13866,6925.8,15.68,359.99
-97.59236134,44.09830319,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13867,7.867,5.000,122.69,13867,6925.8,15.68,359.99
-97.59234231,44.09830296,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13868,7.867,5.000,122.69,13868,6925.8,15.68,359.99
-97.59232328,44.09830272,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13869,7.867,5.000,122.69,13869,6925.8,15.68,359.99
-97.59241808,44.09832573,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13870,7.900,5.000,115.36,13870,6512.0,15.68,0.289
-97.59239905,44.09832543,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13871,7.900,5.000,115.36,13871,6512.0,15.68,0.289
-97.59238001,44.09832513,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13872,7.900,5.000,115.36,13872,6512.0,15.68,0.289
-97.59236098,44.09832482,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13873,7.900,5.000,115.36,13873,6512.0,15.68,0.289
-97.59234195,44.09832452,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13874,7.900,5.000,115.36,13874,6512.0,15.68,0.289
-97.59232292,44.09832422,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13875,7.900,5.000,115.36,13875,6512.0,15.68,0.289
-97.59241810,44.09834754,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13876,7.900,5.000,107.97,13876,6094.6,15.68,0.589
-97.59239907,44.09834716,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13877,7.900,5.000,107.97,13877,6094.6,15.68,0.589
-97.59238004,44.09834679,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13878,7.900,5.000,107.97,13878,6094.6,15.68,0.589
-97.59236101,44.09834641,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13879,7.900,5.000,107.97,13879,6094.6,15.68,0.589
-97.59234198,44.09834604,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13880,7.900,5.000,107.97,13880,6094.6,15.68,0.589
-97.59232295,44.09834566,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13881,7.900,5.000,107.97,13881,6094.6,15.68,0.589
-97.59241819,44.09836881,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13882,7.900,5.000,115.22,13882,6503.9,15.68,359.91
-97.59239915,44.09836860,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13883,7.900,5.000,115.22,13883,6503.9,15.68,359.91
-97.59238012,44.09836839,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13884,7.900,5.000,115.22,13884,6503.9,15.68,359.91
-97.59236108,44.09836818,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13885,7.900,5.000,115.22,13885,6503.9,15.68,359.91
-97.59234205,44.09836797,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13886,7.900,5.000,115.22,13886,6503.9,15.68,359.91
-97.59232301,44.09836775,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13887,7.900,5.000,115.22,13887,6503.9,15.68,359.91
-97.59241871,44.09838936,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13888,7.637,5.000,125.56,13888,7087.9,15.68,359.28
-97.59239967,44.09838930,Stevens East,Dave Claussen-Stevens-cash-Stevens East-Corn.shp,NO Product,13889,7.637,5.000,125.56,13889,7087.9,15.68,359.28
