X,Y,fid,MEAN_X,MEAN_Y,Time,mean,Block,Sample,Balanced,Rectangle,Square
-97.5991871579063,44.0892768636455,"26735",-97.5991871579063,44.0892768636455,10/19/2019 8:18:00 PM,39.06596689,"0","0","0","0","0"
-97.5995470175172,44.0911848203557,"26736",-97.5995470175172,44.0911848203557,10/19/2019 7:05:16 PM,28.06401973,"0","0","0","0","0"
-97.6007213795123,44.0940054863506,"26737",-97.6007213795123,44.0940054863506,10/19/2019 6:31:48 PM,46.38781861,"0","0","0","0","0"
-97.5970700329045,44.0885894836517,"26738",-97.5970700329045,44.0885894836517,10/19/2019 9:50:46 PM,0,"0","0","0","0","0"
-97.5961692869054,44.0912028126461,"26739",-97.5961692869054,44.0912028126461,10/19/2019 10:25:39 PM,45.99750612,"2","1","0","0","1"
-97.5930608189052,44.0927037406462,"26740",-97.5930608189052,44.0927037406462,10/20/2019 2:15:28 AM,43.29668449,"8","1","0","1","1"
-97.5987884929051,44.0890140916453,"26741",-97.5987884929051,44.0890140916453,10/19/2019 8:12:17 PM,0,"0","0","0","0","0"
-97.5968136439054,44.0904883686458,"26742",-97.5968136439054,44.0904883686458,10/19/2019 10:05:22 PM,48.09638344,"0","0","0","0","0"
-97.5955281509056,44.0920170786461,"26743",-97.5955281509056,44.0920170786461,10/20/2019 12:28:07 AM,0,"3","2","0","1","1"
-97.5954073779055,44.0930684836463,"26744",-97.5954073779055,44.0930684836463,10/20/2019 12:30:52 AM,59.26771322,"3","3","1","1","1"
-97.5921677469043,44.0910246256459,"26745",-97.5921677469043,44.0910246256459,10/20/2019 12:43:51 AM,42.77311036,"9","4","0","0","0"
