"Natric"|"Noncemented"|13|20|28|36|55|89|23|35|61|"15420658"|"4160614"
"Natric"|"Noncemented"|3|8|13|10|31|42|7|23|29|"15420659"|"4160615"
"Natric"|"Noncemented"|5|10|15|64|109|132|59|99|117|"15420660"|"4160616"
"Natric"|"Noncemented"|13|20|28|36|55|89|23|35|61|"15420666"|"4160617"
"Natric"|"Noncemented"|3|8|13|10|31|42|7|23|29|"15420668"|"4160618"
"Natric"|"Noncemented"|5|10|15|64|109|132|59|99|117|"15420669"|"4160619"
"Natric"|"Noncemented"|5|10|15|64|109|132|59|99|117|"15420638"|"4160610"
"Natric"|"Noncemented"|5|10|15|64|109|132|59|99|117|"15420647"|"4160612"
