10|10|20|65|65|95|"Moist"|"161879136"|"100094450"
30|30|50|100|100|130|"Moist"|"161879137"|"100094451"
100|100|130|200|200|200|"Wet"|"161879137"|"100094452"
0|0|0|30|30|50|"Dry"|"161879137"|"100094453"
0|0|45|200|200|200|"Wet"|"161879138"|"100094454"
30|30|50|110|110|140|"Moist"|"161879139"|"100094455"
110|110|140|200|200|200|"Wet"|"161879139"|"100094456"
0|0|0|30|30|50|"Dry"|"161879139"|"100094457"
170|170|200|200|200|200|"Wet"|"161879752"|"100094977"
50|50|70|170|170|200|"Moist"|"161879752"|"100094978"
0|0|0|50|50|70|"Dry"|"161879752"|"100094979"
50|50|70|155|155|185|"Moist"|"161879753"|"100094980"
155|155|185|200|200|200|"Wet"|"161879753"|"100094981"
0|0|0|50|50|70|"Dry"|"161879753"|"100094982"
60|60|90|200|200|200|"Wet"|"161879754"|"100094983"
0|0|0|60|60|90|"Moist"|"161879754"|"100094984"
120|120|150|200|200|200|"Wet"|"161879755"|"100094985"
20|20|40|120|120|150|"Moist"|"161879755"|"100094986"
0|0|0|20|20|40|"Dry"|"161879755"|"100094987"
0|0|0|160|160|190|"Moist"|"161879756"|"100094988"
160|160|190|200|200|200|"Wet"|"161879756"|"100094989"
0|0|0|165|165|195|"Moist"|"161879757"|"100094990"
165|165|195|200|200|200|"Wet"|"161879757"|"100094991"
45|45|75|200|200|200|"Wet"|"161879758"|"100094992"
0|0|0|45|45|75|"Moist"|"161879758"|"100094993"
20|20|40|135|135|165|"Moist"|"161879759"|"100094994"
0|0|0|20|20|40|"Dry"|"161879759"|"100094995"
135|135|165|200|200|200|"Wet"|"161879759"|"100094996"
50|50|80|200|200|200|"Wet"|"161879760"|"100094997"
0|0|0|50|50|80|"Moist"|"161879760"|"100094998"
60|60|90|200|200|200|"Wet"|"161879761"|"100094999"
0|0|0|60|60|90|"Moist"|"161879761"|"100095000"
170|170|200|200|200|200|"Wet"|"161879762"|"100095001"
0|0|0|170|170|200|"Moist"|"161879762"|"100095002"
0|0|0|165|165|195|"Moist"|"161879763"|"100095003"
165|165|195|200|200|200|"Wet"|"161879763"|"100095004"
0|0|45|200|200|200|"Wet"|"161879788"|"100095005"
125|125|155|200|200|200|"Wet"|"161879789"|"100095006"
0|0|0|125|125|155|"Moist"|"161879789"|"100095007"
0|0|45|200|200|200|"Wet"|"161879790"|"100095008"
0|0|0|120|120|150|"Moist"|"161879791"|"100095009"
120|120|150|200|200|200|"Wet"|"161879791"|"100095010"
0|0|45|200|200|200|"Wet"|"161879792"|"100095011"
30|30|50|100|100|130|"Moist"|"161879793"|"100095012"
100|100|130|200|200|200|"Wet"|"161879793"|"100095013"
0|0|0|30|30|50|"Dry"|"161879793"|"100095014"
30|30|60|200|200|200|"Wet"|"161879794"|"100095015"
0|0|0|30|30|60|"Moist"|"161879794"|"100095016"
0|0|0|30|30|50|"Dry"|"161879795"|"100095017"
30|30|50|110|110|140|"Moist"|"161879795"|"100095018"
110|110|140|200|200|200|"Wet"|"161879795"|"100095019"
65|65|95|200|200|200|"Wet"|"161879796"|"100095020"
0|0|0|10|10|20|"Dry"|"161879796"|"100095021"
10|10|20|65|65|95|"Moist"|"161879796"|"100095022"
0|0|0|130|130|160|"Moist"|"161879797"|"100095023"
130|130|160|200|200|200|"Wet"|"161879797"|"100095024"
135|135|165|200|200|200|"Wet"|"161879798"|"100095025"
0|0|0|135|135|165|"Moist"|"161879798"|"100095026"
130|130|160|200|200|200|"Wet"|"161879799"|"100095027"
0|0|0|130|130|160|"Moist"|"161879799"|"100095028"
45|45|75|200|200|200|"Wet"|"161879272"|"100094510"
0|0|0|45|45|75|"Moist"|"161879272"|"100094511"
0|0|0|50|50|80|"Moist"|"161879273"|"100094512"
50|50|80|200|200|200|"Wet"|"161879273"|"100094513"
135|135|165|200|200|200|"Wet"|"161879274"|"100094514"
20|20|40|135|135|165|"Moist"|"161879274"|"100094515"
0|0|0|20|20|40|"Dry"|"161879274"|"100094516"
0|0|0|170|170|200|"Moist"|"161879275"|"100094517"
170|170|200|200|200|200|"Wet"|"161879275"|"100094518"
50|50|70|155|155|185|"Moist"|"161879276"|"100094519"
0|0|0|50|50|70|"Dry"|"161879276"|"100094520"
155|155|185|200|200|200|"Wet"|"161879276"|"100094521"
170|170|200|200|200|200|"Wet"|"161879277"|"100094522"
50|50|70|170|170|200|"Moist"|"161879277"|"100094523"
0|0|0|50|50|70|"Dry"|"161879277"|"100094524"
0|0|0|165|165|195|"Moist"|"161879278"|"100094525"
165|165|195|200|200|200|"Wet"|"161879278"|"100094526"
0|0|0|165|165|195|"Moist"|"161879279"|"100094527"
165|165|195|200|200|200|"Wet"|"161879279"|"100094528"
20|20|40|120|120|150|"Moist"|"161879280"|"100094529"
120|120|150|200|200|200|"Wet"|"161879280"|"100094530"
0|0|0|20|20|40|"Dry"|"161879280"|"100094531"
0|0|0|60|60|90|"Moist"|"161879281"|"100094532"
60|60|90|200|200|200|"Wet"|"161879281"|"100094533"
0|0|0|160|160|190|"Moist"|"161879282"|"100094534"
160|160|190|200|200|200|"Wet"|"161879282"|"100094535"
0|0|0|60|60|90|"Moist"|"161879283"|"100094536"
60|60|90|200|200|200|"Wet"|"161879283"|"100094537"
0|0|0|120|120|150|"Moist"|"161879308"|"100094538"
120|120|150|200|200|200|"Wet"|"161879308"|"100094539"
0|0|0|130|130|160|"Moist"|"161879309"|"100094540"
130|130|160|200|200|200|"Wet"|"161879309"|"100094541"
0|0|0|125|125|155|"Moist"|"161879310"|"100094542"
125|125|155|200|200|200|"Wet"|"161879310"|"100094543"
135|135|165|200|200|200|"Wet"|"161879311"|"100094544"
0|0|0|135|135|165|"Moist"|"161879311"|"100094545"
0|0|45|200|200|200|"Wet"|"161879312"|"100094546"
130|130|160|200|200|200|"Wet"|"161879313"|"100094547"
0|0|0|130|130|160|"Moist"|"161879313"|"100094548"
0|0|45|200|200|200|"Wet"|"161879314"|"100094549"
30|30|60|200|200|200|"Wet"|"161879315"|"100094550"
0|0|0|30|30|60|"Moist"|"161879315"|"100094551"
65|65|95|200|200|200|"Wet"|"161879316"|"100094552"
0|0|0|10|10|20|"Dry"|"161879316"|"100094553"
10|10|20|65|65|95|"Moist"|"161879316"|"100094554"
30|30|50|100|100|130|"Moist"|"161879317"|"100094555"
100|100|130|200|200|200|"Wet"|"161879317"|"100094556"
0|0|0|30|30|50|"Dry"|"161879317"|"100094557"
0|0|45|200|200|200|"Wet"|"161879318"|"100094558"
30|30|50|110|110|140|"Moist"|"161879319"|"100094559"
110|110|140|200|200|200|"Wet"|"161879319"|"100094560"
0|0|0|30|30|50|"Dry"|"161879319"|"100094561"
0|0|0|183|183|183|"Wet"|"161878108"|"100093580"
0|0|0|183|183|183|"Wet"|"161878109"|"100093581"
0|0|0|183|183|183|"Wet"|"161878110"|"100093582"
0|0|0|183|183|183|"Wet"|"161878111"|"100093583"
0|0|0|183|183|183|"Wet"|"161878112"|"100093584"
0|0|0|183|183|183|"Wet"|"161878113"|"100093585"
0|0|0|183|183|183|"Wet"|"161878114"|"100093586"
0|0|0|183|183|183|"Wet"|"161878115"|"100093587"
0|0|0|183|183|183|"Wet"|"161878116"|"100093588"
0|0|0|183|183|183|"Wet"|"161878117"|"100093589"
0|0|0|183|183|183|"Wet"|"161878118"|"100093590"
0|0|0|183|183|183|"Wet"|"161878119"|"100093591"
30|46|91|183|183|183||"161878120"|"100093592"
0|0|0|0|31|61||"161878120"|"100093593"
0|31|61|30|46|91|"Wet"|"161878120"|"100093594"
30|46|91|183|183|183||"161878126"|"100093595"
0|0|0|0|31|61||"161878126"|"100093596"
0|31|61|30|46|91|"Wet"|"161878126"|"100093597"
30|46|91|183|183|183||"161878127"|"100093598"
0|0|0|0|31|61||"161878127"|"100093599"
0|31|61|30|46|91|"Wet"|"161878127"|"100093600"
30|46|91|183|183|183||"161878128"|"100093601"
0|0|0|0|31|61||"161878128"|"100093602"
0|31|61|30|46|91|"Wet"|"161878128"|"100093603"
122|152|183|183|183|183||"161878132"|"100093604"
0|0|0|107|130|152||"161878132"|"100093605"
107|130|152|122|152|183|"Wet"|"161878132"|"100093606"
122|152|183|183|183|183||"161878138"|"100093607"
0|0|0|107|130|152||"161878138"|"100093608"
107|130|152|122|152|183|"Wet"|"161878138"|"100093609"
122|152|183|183|183|183||"161878139"|"100093610"
0|0|0|107|130|152||"161878139"|"100093611"
107|130|152|122|152|183|"Wet"|"161878139"|"100093612"
122|152|183|183|183|183||"161878140"|"100093613"
0|0|0|107|130|152||"161878140"|"100093614"
107|130|152|122|152|183|"Wet"|"161878140"|"100093615"
0|0|0|183|183|183|"Wet"|"161878360"|"100093726"
0|0|0|183|183|183|"Wet"|"161878361"|"100093727"
0|0|0|183|183|183|"Wet"|"161878362"|"100093728"
0|0|0|183|183|183|"Wet"|"161878363"|"100093729"
0|0|0|183|183|183|"Wet"|"161878364"|"100093730"
0|0|0|183|183|183|"Wet"|"161878365"|"100093731"
0|0|0|183|183|183|"Wet"|"161878366"|"100093732"
0|0|0|183|183|183|"Wet"|"161878367"|"100093733"
0|0|0|183|183|183|"Wet"|"161878368"|"100093734"
0|0|0|183|183|183|"Wet"|"161878369"|"100093735"
0|0|0|183|183|183|"Wet"|"161878370"|"100093736"
0|0|0|183|183|183|"Wet"|"161878371"|"100093737"
122|152|183|183|183|183||"161878372"|"100093738"
0|0|0|107|130|152||"161878372"|"100093739"
107|130|152|122|152|183|"Wet"|"161878372"|"100093740"
122|152|183|183|183|183||"161878378"|"100093741"
0|0|0|107|130|152||"161878378"|"100093742"
107|130|152|122|152|183|"Wet"|"161878378"|"100093743"
122|152|183|183|183|183||"161878380"|"100093744"
0|0|0|107|130|152||"161878380"|"100093745"
107|130|152|122|152|183|"Wet"|"161878380"|"100093746"
65|65|95|200|200|200|"Wet"|"161878948"|"100094306"
20|20|50|65|65|95|"Moist"|"161878948"|"100094307"
0|0|0|20|20|50|"Dry"|"161878948"|"100094308"
30|30|70|100|100|130|"Moist"|"161878949"|"100094309"
0|0|0|30|30|70|"Dry"|"161878949"|"100094310"
100|100|130|200|200|200|"Wet"|"161878949"|"100094311"
30|30|70|110|110|140|"Moist"|"161878950"|"100094312"
0|0|0|30|30|70|"Dry"|"161878950"|"100094313"
110|110|140|200|200|200|"Wet"|"161878950"|"100094314"
120|120|150|200|200|200|"Wet"|"161878951"|"100094315"
0|0|0|20|20|50|"Dry"|"161878951"|"100094316"
20|20|50|120|120|150|"Moist"|"161878951"|"100094317"
0|0|0|125|125|155|"Moist"|"161878952"|"100094318"
125|125|155|200|200|200|"Wet"|"161878952"|"100094319"
130|130|160|200|200|200|"Wet"|"161878953"|"100094320"
0|0|0|130|130|160|"Moist"|"161878953"|"100094321"
130|130|160|200|200|200|"Wet"|"161878954"|"100094322"
0|0|0|130|130|160|"Moist"|"161878954"|"100094323"
0|0|0|135|135|165|"Moist"|"161878955"|"100094324"
135|135|165|200|200|200|"Wet"|"161878955"|"100094325"
0|0|45|200|200|200|"Wet"|"161878956"|"100094326"
0|0|45|200|200|200|"Wet"|"161878957"|"100094327"
0|0|45|200|200|200|"Wet"|"161878958"|"100094328"
0|10|20|30|30|60|"Moist"|"161878959"|"100094329"
0|0|0|0|10|20|"Dry"|"161878959"|"100094330"
30|30|60|200|200|200|"Wet"|"161878959"|"100094331"
65|65|95|200|200|200|"Wet"|"161878960"|"100094332"
0|0|0|10|10|20|"Dry"|"161878960"|"100094333"
10|10|20|65|65|95|"Moist"|"161878960"|"100094334"
30|30|50|100|100|130|"Moist"|"161878961"|"100094335"
100|100|130|200|200|200|"Wet"|"161878961"|"100094336"
0|0|0|30|30|50|"Dry"|"161878961"|"100094337"
30|30|50|110|110|140|"Moist"|"161878962"|"100094338"
110|110|140|200|200|200|"Wet"|"161878962"|"100094339"
0|0|0|30|30|50|"Dry"|"161878962"|"100094340"
0|0|0|120|120|150|"Moist"|"161878963"|"100094341"
120|120|150|200|200|200|"Wet"|"161878963"|"100094342"
0|0|0|125|125|155|"Moist"|"161878964"|"100094343"
125|125|155|200|200|200|"Wet"|"161878964"|"100094344"
130|130|160|200|200|200|"Wet"|"161878965"|"100094345"
0|0|0|130|130|160|"Moist"|"161878965"|"100094346"
0|0|0|130|130|160|"Moist"|"161878966"|"100094347"
130|130|160|200|200|200|"Wet"|"161878966"|"100094348"
135|135|165|200|200|200|"Wet"|"161878967"|"100094349"
0|0|0|135|135|165|"Moist"|"161878967"|"100094350"
0|0|45|200|200|200|"Wet"|"161878968"|"100094351"
0|0|45|200|200|200|"Wet"|"161878969"|"100094352"
0|0|45|200|200|200|"Wet"|"161878970"|"100094353"
30|30|60|200|200|200|"Wet"|"161878971"|"100094354"
0|0|0|30|30|60|"Moist"|"161878971"|"100094355"
65|65|95|200|200|200|"Wet"|"161879056"|"100094356"
20|20|50|65|65|95|"Moist"|"161879056"|"100094357"
0|0|0|20|20|50|"Dry"|"161879056"|"100094358"
30|30|70|100|100|130|"Moist"|"161879057"|"100094359"
0|0|0|30|30|70|"Dry"|"161879057"|"100094360"
100|100|130|200|200|200|"Wet"|"161879057"|"100094361"
30|30|70|110|110|140|"Moist"|"161879058"|"100094362"
0|0|0|30|30|70|"Dry"|"161879058"|"100094363"
110|110|140|200|200|200|"Wet"|"161879058"|"100094364"
120|120|150|200|200|200|"Wet"|"161879059"|"100094365"
0|0|0|20|20|50|"Dry"|"161879059"|"100094366"
20|20|50|120|120|150|"Moist"|"161879059"|"100094367"
0|0|0|125|125|155|"Moist"|"161879060"|"100094368"
125|125|155|200|200|200|"Wet"|"161879060"|"100094369"
130|130|160|200|200|200|"Wet"|"161879061"|"100094370"
0|0|0|130|130|160|"Moist"|"161879061"|"100094371"
130|130|160|200|200|200|"Wet"|"161879062"|"100094372"
0|0|0|130|130|160|"Moist"|"161879062"|"100094373"
0|0|0|135|135|165|"Moist"|"161879063"|"100094374"
135|135|165|200|200|200|"Wet"|"161879063"|"100094375"
0|0|45|200|200|200|"Wet"|"161879064"|"100094376"
0|0|45|200|200|200|"Wet"|"161879065"|"100094377"
0|0|45|200|200|200|"Wet"|"161879066"|"100094378"
0|10|20|30|30|60|"Moist"|"161879067"|"100094379"
0|0|0|0|10|20|"Dry"|"161879067"|"100094380"
30|30|60|200|200|200|"Wet"|"161879067"|"100094381"
65|65|95|200|200|200|"Wet"|"161879068"|"100094382"
0|0|0|10|10|20|"Dry"|"161879068"|"100094383"
10|10|20|65|65|95|"Moist"|"161879068"|"100094384"
30|30|50|100|100|130|"Moist"|"161879069"|"100094385"
100|100|130|200|200|200|"Wet"|"161879069"|"100094386"
0|0|0|30|30|50|"Dry"|"161879069"|"100094387"
30|30|50|110|110|140|"Moist"|"161879070"|"100094388"
110|110|140|200|200|200|"Wet"|"161879070"|"100094389"
0|0|0|30|30|50|"Dry"|"161879070"|"100094390"
0|0|0|120|120|150|"Moist"|"161879071"|"100094391"
120|120|150|200|200|200|"Wet"|"161879071"|"100094392"
0|0|0|125|125|155|"Moist"|"161879072"|"100094393"
125|125|155|200|200|200|"Wet"|"161879072"|"100094394"
130|130|160|200|200|200|"Wet"|"161879073"|"100094395"
0|0|0|130|130|160|"Moist"|"161879073"|"100094396"
0|0|0|130|130|160|"Moist"|"161879074"|"100094397"
130|130|160|200|200|200|"Wet"|"161879074"|"100094398"
135|135|165|200|200|200|"Wet"|"161879075"|"100094399"
0|0|0|135|135|165|"Moist"|"161879075"|"100094400"
0|0|45|200|200|200|"Wet"|"161879076"|"100094401"
0|0|45|200|200|200|"Wet"|"161879077"|"100094402"
0|0|45|200|200|200|"Wet"|"161879078"|"100094403"
30|30|60|200|200|200|"Wet"|"161879079"|"100094404"
0|0|0|30|30|60|"Moist"|"161879079"|"100094405"
0|0|45|200|200|200|"Wet"|"161878684"|"100093919"
0|0|0|30|30|70|"Dry"|"161878685"|"100093920"
30|30|70|100|100|130|"Moist"|"161878685"|"100093921"
100|100|130|200|200|200|"Wet"|"161878685"|"100093922"
130|130|160|200|200|200|"Wet"|"161878686"|"100093923"
0|0|0|130|130|160|"Moist"|"161878686"|"100093924"
0|0|0|135|135|165|"Moist"|"161878687"|"100093925"
135|135|165|200|200|200|"Wet"|"161878687"|"100093926"
130|130|160|200|200|200|"Wet"|"161878688"|"100093927"
0|0|0|130|130|160|"Moist"|"161878688"|"100093928"
0|0|0|20|20|50|"Dry"|"161878689"|"100093929"
20|20|50|65|65|95|"Moist"|"161878689"|"100093930"
65|65|95|200|200|200|"Wet"|"161878689"|"100093931"
0|0|0|0|10|20|"Dry"|"161878690"|"100093932"
0|10|20|30|30|60|"Moist"|"161878690"|"100093933"
30|30|60|200|200|200|"Wet"|"161878690"|"100093934"
0|0|45|200|200|200|"Wet"|"161878691"|"100093935"
0|0|45|200|200|200|"Wet"|"161878692"|"100093936"
0|0|0|125|125|155|"Moist"|"161878693"|"100093937"
125|125|155|200|200|200|"Wet"|"161878693"|"100093938"
20|20|50|120|120|150|"Moist"|"161878694"|"100093939"
120|120|150|200|200|200|"Wet"|"161878694"|"100093940"
0|0|0|20|20|50|"Dry"|"161878694"|"100093941"
0|0|0|30|30|70|"Dry"|"161878695"|"100093942"
30|30|70|110|110|140|"Moist"|"161878695"|"100093943"
110|110|140|200|200|200|"Wet"|"161878695"|"100093944"
0|0|45|152|152|152|"Wet"|"161878696"|"100093945"
0|0|0|10|10|20|"Dry"|"161878697"|"100093946"
10|10|20|65|65|95|"Moist"|"161878697"|"100093947"
65|65|95|152|152|152|"Wet"|"161878697"|"100093948"
30|30|50|110|110|140|"Moist"|"161878698"|"100093949"
110|110|140|152|152|152|"Wet"|"161878698"|"100093950"
0|0|0|30|30|50|"Dry"|"161878698"|"100093951"
0|0|0|30|30|50|"Dry"|"161878699"|"100093952"
30|30|50|100|100|130|"Moist"|"161878699"|"100093953"
100|100|130|152|152|152|"Wet"|"161878699"|"100093954"
30|30|60|152|152|152|"Wet"|"161878700"|"100093955"
0|0|0|30|30|60|"Moist"|"161878700"|"100093956"
0|0|0|135|135|152|"Moist"|"161878701"|"100093957"
135|135|152|152|152|152|"Wet"|"161878701"|"100093958"
130|130|152|152|152|152|"Wet"|"161878702"|"100093959"
0|0|0|130|130|152|"Moist"|"161878702"|"100093960"
0|0|45|152|152|152|"Wet"|"161878703"|"100093961"
0|0|0|130|130|152|"Moist"|"161878704"|"100093962"
130|130|152|152|152|152|"Wet"|"161878704"|"100093963"
0|0|0|125|125|152|"Moist"|"161878705"|"100093964"
125|125|152|152|152|152|"Wet"|"161878705"|"100093965"
0|0|0|120|120|150|"Moist"|"161878706"|"100093966"
120|120|150|152|152|152|"Wet"|"161878706"|"100093967"
0|0|45|152|152|152|"Wet"|"161878707"|"100093968"
0|0|0|80|80|110|"Moist"|"161878768"|"100094067"
80|80|110|200|200|200|"Wet"|"161878768"|"100094068"
95|95|125|200|200|200|"Wet"|"161878769"|"100094069"
0|0|0|95|95|125|"Moist"|"161878769"|"100094070"
0|0|0|70|70|100|"Moist"|"161878770"|"100094071"
70|70|100|200|200|200|"Wet"|"161878770"|"100094072"
0|0|30|200|200|200|"Wet"|"161878771"|"100094073"
0|0|0|85|85|115|"Moist"|"161878772"|"100094074"
85|85|115|200|200|200|"Wet"|"161878772"|"100094075"
0|0|30|200|200|200|"Wet"|"161878773"|"100094076"
90|90|120|200|200|200|"Wet"|"161878774"|"100094077"
0|0|0|90|90|120|"Moist"|"161878774"|"100094078"
75|75|105|200|200|200|"Wet"|"161878775"|"100094079"
0|0|0|75|75|105|"Moist"|"161878775"|"100094080"
0|0|30|200|200|200|"Wet"|"161878776"|"100094081"
0|0|30|200|200|200|"Wet"|"161878777"|"100094082"
0|0|0|20|20|50|"Moist"|"161878778"|"100094083"
20|20|50|200|200|200|"Wet"|"161878778"|"100094084"
0|0|0|90|90|120|"Moist"|"161878779"|"100094085"
90|90|120|200|200|200|"Wet"|"161878779"|"100094086"
0|0|45|200|200|200|"Wet"|"161878792"|"100094087"
120|120|150|200|200|200|"Wet"|"161878793"|"100094088"
0|0|0|20|20|50|"Dry"|"161878793"|"100094089"
20|20|50|120|120|150|"Moist"|"161878793"|"100094090"
30|30|70|110|110|140|"Moist"|"161878794"|"100094091"
0|0|0|30|30|70|"Dry"|"161878794"|"100094092"
110|110|140|200|200|200|"Wet"|"161878794"|"100094093"
65|65|95|200|200|200|"Wet"|"161878795"|"100094094"
20|20|50|65|65|95|"Moist"|"161878795"|"100094095"
0|0|0|20|20|50|"Dry"|"161878795"|"100094096"
0|0|45|200|200|200|"Wet"|"161878796"|"100094097"
130|130|160|200|200|200|"Wet"|"161878797"|"100094098"
0|0|0|130|130|160|"Moist"|"161878797"|"100094099"
0|0|0|125|125|155|"Moist"|"161878798"|"100094100"
125|125|155|200|200|200|"Wet"|"161878798"|"100094101"
0|0|0|135|135|165|"Moist"|"161878799"|"100094102"
135|135|165|200|200|200|"Wet"|"161878799"|"100094103"
0|0|45|200|200|200|"Wet"|"161878800"|"100094104"
0|10|20|30|30|60|"Moist"|"161878801"|"100094105"
0|0|0|0|10|20|"Dry"|"161878801"|"100094106"
30|30|60|200|200|200|"Wet"|"161878801"|"100094107"
30|30|70|100|100|130|"Moist"|"161878802"|"100094108"
0|0|0|30|30|70|"Dry"|"161878802"|"100094109"
100|100|130|200|200|200|"Wet"|"161878802"|"100094110"
130|130|160|200|200|200|"Wet"|"161878803"|"100094111"
0|0|0|130|130|160|"Moist"|"161878803"|"100094112"
0|0|0|120|120|150|"Moist"|"161878804"|"100094113"
120|120|150|200|200|200|"Wet"|"161878804"|"100094114"
0|0|0|130|130|160|"Moist"|"161878805"|"100094115"
130|130|160|200|200|200|"Wet"|"161878805"|"100094116"
0|0|0|125|125|155|"Moist"|"161878806"|"100094117"
125|125|155|200|200|200|"Wet"|"161878806"|"100094118"
135|135|165|200|200|200|"Wet"|"161878807"|"100094119"
0|0|0|135|135|165|"Moist"|"161878807"|"100094120"
0|0|45|200|200|200|"Wet"|"161878808"|"100094121"
130|130|160|200|200|200|"Wet"|"161878809"|"100094122"
0|0|0|130|130|160|"Moist"|"161878809"|"100094123"
0|0|45|200|200|200|"Wet"|"161878810"|"100094124"
30|30|60|200|200|200|"Wet"|"161878811"|"100094125"
0|0|0|30|30|60|"Moist"|"161878811"|"100094126"
65|65|95|200|200|200|"Wet"|"161878812"|"100094127"
0|0|0|10|10|20|"Dry"|"161878812"|"100094128"
10|10|20|65|65|95|"Moist"|"161878812"|"100094129"
30|30|50|100|100|130|"Moist"|"161878813"|"100094130"
100|100|130|200|200|200|"Wet"|"161878813"|"100094131"
0|0|0|30|30|50|"Dry"|"161878813"|"100094132"
0|0|45|200|200|200|"Wet"|"161878814"|"100094133"
30|30|50|110|110|140|"Moist"|"161878815"|"100094134"
110|110|140|200|200|200|"Wet"|"161878815"|"100094135"
0|0|0|30|30|50|"Dry"|"161878815"|"100094136"
