"Ap"||"A"|||0|0|0|13|15|20||15||0|0|0|0|0|5|94|96|100|89|93|100|79|86|97|58|64|73|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|35|40|45|18|20|23|17|20|22|18|22|26|0|0|0|2|3|4||||1.35|1.4|1.45||||1.47|1.52|1.56||4.23|9.17|14.11|0.18|0.2|0.22||||25.6|29.4|32.7|11.6|15.5|19.6|37|41|45|1.8|2.7|3.6|32|38|44|12|15|18|4|7|13|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|15.5|18.9|22.2||||13.7|18|24.7|6.1|6.7|7.3||||||||||2.4|4.7|7.1|||||||||||||||||||||"15420678"|"44677030"
"Bw"||"B"|||13|15|20|31|38|52||23||0|0|0|0|0|3|95|96|100|89|93|100|81|88|100|58|64|77|34|38|47|1|1|1|2|3|3|4|5|8|15|16|19|12|13|16|29|40|45|17|20|23|12|20|22|18|22|30|0|0|0|1|2|3||||1.35|1.4|1.45||||1.47|1.52|1.6||1.41|9.17|14.11|0.15|0.18|0.19||||24.9|28.5|33.2|10.5|14.3|20.5|38|42|45|1.8|2.7|4.4|30|36|46|12|15|21|4|7|16|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|15.1|18.6|25||||13|20.4|33|6.1|7.2|7.8||||||||||0.6|3|7.1|||||||||||||||||||||"15420678"|"44677031"
"Bk"||"B"|||31|38|52|71|110|148||72||0|0|0|0|0|3|95|96|100|89|93|100|77|86|98|55|64|74|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|29|37|40|17|20|22|12|17|18|18|25|30|2|4|6|0.5|0.75|1||||1.4|1.45|1.5||||1.51|1.56|1.61||1.41|9.17|14.11|0.15|0.18|0.19||||24.6|28.9|32.1|10.2|14.9|18.7|37|41|44|1.3|2.4|3.5|27|35|41|9|15|20|2|7|13|".32"|".32"|5|20|30|0|0|0|0|0|0|0|1|2|13.2|17.1|19.6||||18.6|46.5|58.6|7.4|7.9|8.4||||||||||0|0.5|2.2|||||||||||||||||||||"15420678"|"44677032"
"C"||"C"|||71|110|148|200|200|200||90||0|0|0|0|0|1|93|96|100|86|91|100|77|85|95|57|63|71|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|29|34|40|17|20|22|12|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.59||1.41|2.82|14.11|0.14|0.15|0.16||||27.3|29.7|32.3|13.9|16.5|18.9|37|41|45|1.8|2.5|3|32|36|39|13|16|19|4|7|12|".32"|".32"|1|10|15|0|0|0|0|0|0|0|1|2|14.8|17.1|17.6||||18.6|24|56.6|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420678"|"44677033"
"Bw"||"B"|||13|15|20|31|38|52||23||0|0|0|0|0|3|95|96|100|89|93|100|81|88|100|58|64|77|34|38|47|1|1|1|2|3|3|4|5|8|15|16|19|12|13|16|29|40|45|17|20|23|12|20|22|18|22|30|0|0|0|1|2|3||||1.35|1.4|1.45||||1.47|1.52|1.62||1.41|9.17|14.11|0.15|0.18|0.19||||24.9|28.5|33.2|10.5|14.3|20.5|38|42|45|1.8|2.7|4.7|30|36|46|12|15|21|4|7|16|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|15.1|18.6|25||||13|20.4|33|6.1|7.2|7.8||||||||||0.6|3|7.1|||||||||||||||||||||"15420726"|"44677227"
"Bk"||"B"|||31|38|52|71|110|148||72||0|0|0|0|0|3|95|96|100|89|93|100|77|86|98|55|64|74|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|29|37|40|17|20|22|12|17|18|18|25|30|2|4|6|0.5|0.75|1||||1.4|1.45|1.5||||1.51|1.56|1.63||1.41|9.17|14.11|0.15|0.18|0.19||||24.6|28.9|32.1|10.2|14.9|18.7|37|41|44|1.3|2.4|3.8|27|35|41|9|15|20|2|7|13|".32"|".32"|5|20|30|0|0|0|0|0|0|0|1|2|13.2|17.1|19.6||||18.6|46.5|58.6|7.4|7.9|8.4||||||||||0|0.5|2.2|||||||||||||||||||||"15420726"|"44677228"
"Ap"||"A"|||0|0|0|13|15|20||15||0|0|0|0|0|5|94|96|100|89|93|100|79|86|97|58|64|73|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|35|40|45|18|20|23|17|20|22|18|22|26|0|0|0|2|3|4||||1.35|1.4|1.45||||1.47|1.52|1.57||4.23|9.17|14.11|0.18|0.2|0.22||||25.6|29.4|32.7|11.6|15.5|19.6|37|41|45|1.8|2.7|3.8|32|38|45|12|15|18|4|7|13|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|15.5|18.9|22.2||||13.7|18|24.7|6.1|6.7|7.3||||||||||2.4|4.7|7.1|||||||||||||||||||||"15420726"|"44677229"
"C"||"C"|||71|110|148|200|200|200||90||0|0|0|0|0|1|93|96|100|86|91|100|77|85|95|57|63|71|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|29|34|40|17|20|22|12|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.6||1.41|2.82|14.11|0.14|0.15|0.16||||27.3|29.7|32.3|13.9|16.5|18.9|37|41|45|1.5|2.5|3.2|32|36|39|13|16|19|4|7|12|".32"|".32"|1|10|15|0|0|0|0|0|0|0|1|2|14.8|17.1|17.6||||18.6|24|56.6|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420726"|"44677230"
"Ap"||"A"|||0|0|0|15|18|20||18||0|0|0|0|0|0|100|100|100|100|100|100|92|94|96|67|70|73|32|37|43|1|2|3|2|3|5|4|5|6|14|15|16|11|12|13|29|34|40|17|20|22|12|14|18|28|29|32|0|0|0|4|5|8||||1.25|1.35|1.45||||1.43|1.53|1.55||1.41|2.82|4.23|0.17|0.18|0.19||||33.3|34.3|36.8|20.6|22.4|27.5|40|43|47|4|4.2|4.8|46|49|59|19|20|22|4|7|13|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|23.2|24.1|26.6||||19.7|22.5|26.1|6.1|6.7|7.3||||||||||3.9|6|9|||||||||||||||||||||"15420727"|"44677231"
"2Cg"|2|"C"|||80|144|192|200|200|200||56||0|0|0|0|0|1|95|96|100|88|93|100|79|86|95|58|64|71|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|29|34|40|17|20|22|12|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.6||1.41|2.82|14.11|0.14|0.15|0.16||||27.7|30.1|32.3|14.1|16.7|18.9|38|41|45|1.7|2.6|3.3|32|36|39|13|16|19|4|7|12|".32"|".32"|1|10|15|0|1|3|0|0|0|0|1|4|15.1|17.2|17.6||||24.3|102.7|108.2|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420727"|"44677232"
"Bt"||"B"|||27|41|51|57|91|127||50||0|0|0|0|0|0|100|100|100|100|100|100|91|95|100|71|77|82|22|28|40|1|1|3|2|3|4|3|4|6|11|12|17|7|8|8|22|30|43|18|19|29|11|11|27|35|42|45|0|0|0|1|1.5|3||||1.35|1.4|1.45||||1.72|1.77|1.82||0.42|0.92|4.23|0.09|0.11|0.19||||29.5|37.3|38|20.1|24.4|27.8|42|44|46|6.2|8.2|9.2|47|56|62|25|30|33|28|37|48|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|26.8|31.8|34.5||||24.8|29.8|34.4|6.1|7|7.3||||||||||3.3|4.8|8.1|||||||||||||||||||||"15420727"|"44677233"
"Bk"||"B"|||57|91|127|80|144|192||53||0|0|0|0|0|0|100|100|100|100|100|100|91|93|95|66|69|72|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|29|34|40|17|20|22|12|14|18|25|28|30|2|4|6|0.5|0.75|1||||1.35|1.4|1.45||||1.48|1.53|1.56||1.41|2.82|14.11|0.15|0.18|0.19||||30|31.3|32.3|15.3|17.4|18.9|42|44|46|2.4|3.1|3.7|34|38|41|14|17|20|2|7|13|".32"|".32"|5|20|30|0|0|0|0|0|0|0|1|2|18.3|19.2|19.4||||20.7|51.6|58.4|6.6|7.9|8.4||||||||||0|0.7|4.4|||||||||||||||||||||"15420727"|"44677234"
"A"||"A"|||15|18|20|27|41|51||23||0|0|0|0|0|0|100|100|100|100|100|100|91|93|95|66|69|72|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|29|34|40|17|20|22|12|14|18|25|28|32|0|0|0|4|5|8||||1.2|1.25|1.3||||1.36|1.41|1.44||1.41|2.82|14.11|0.17|0.18|0.22||||31.5|33.1|35.9|17.6|20.2|25.5|45|47|49|3.4|4|4.8|44|48|59|17|18|22|4|7|13|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|21|23.3|26.6||||18.1|21.7|26.1|6.1|6.7|7.3||||||||||3.7|5.9|9|||||||||||||||||||||"15420727"|"44677235"
"C"||"C"|||43|65|138|200|200|200||135||0|0|0|0|0|1|93|96|100|86|91|100|77|85|95|57|63|71|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|28|34|40|17|20|22|11|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.6||1.41|2.82|14.11|0.14|0.15|0.16||||27.3|29.7|32.3|13.9|16.5|18.9|37|41|45|1.5|2.5|3.2|32|36|39|13|16|19|4|7|12|".32"|".32"|1|10|15|0|1|3|0|2|8|0|3|8|14.8|17.1|17.6||||24|102.6|108.2|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420728"|"44677236"
"Ap"||"A"|||0|0|0|18|20|38||20||0|0|0|0|0|5|94|96|100|89|93|100|79|86|97|58|64|73|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|35|40|45|18|20|23|17|20|22|18|22|26|0|1|3|3|4|5||||1.35|1.4|1.45||||1.46|1.51|1.56||4.23|9.17|14.11|0.2|0.21|0.22||||26.5|30.2|33.4|12.7|16.8|20.8|37|41|44|1.6|2.5|3.5|34|40|47|10|14|18|3|7|13|".24"|".24"|1|5|10|0|0|0|0|1|2|0|1|2|15.8|18.3|20||||19.8|25|59|6.6|7.7|8.4||||||||||0|2.3|5.8|||||||||||||||||||||"15420728"|"44677237"
"Bk"||"B"|||18|20|38|43|65|138||45||0|0|0|0|0|3|95|96|100|89|93|100|80|86|95|59|64|71|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|28|34|40|17|20|22|11|14|18|25|28|30|2|4|6|0.5|1|2||||1.4|1.45|1.5||||1.54|1.59|1.63||1.41|2.82|14.11|0.15|0.17|0.19||||27.9|30.7|33.4|14.6|17.6|20.8|37|41|44|2.2|3.1|3.8|34|38|43|14|17|20|5|8|13|".32"|".32"|15|20|30|0|0|0|0|1|2|0|2|4|18.3|19.6|20.1||||57|58.6|67.5|7.4|7.9|9||||||||||0|0.8|2.6|||||||||||||||||||||"15420728"|"44677238"
"Bw"||"B"|||28|30|38|61|71|109||41||0|0|0|0|0|3|95|96|100|89|93|100|81|88|100|58|64|77|34|38|47|1|1|1|2|3|3|4|5|8|15|16|19|12|13|16|29|40|45|17|20|23|12|20|22|18|22|30|0|0|0|1|2|3||||1.35|1.4|1.45||||1.47|1.52|1.62||1.41|9.17|14.11|0.15|0.18|0.19||||24.9|28.5|33.2|10.5|14.3|20.5|38|42|45|1.8|2.7|4.7|30|36|46|12|15|21|4|7|16|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|15.1|18.6|25||||13|20.4|33|6.1|7.2|7.8||||||||||0.6|3|7.1|||||||||||||||||||||"15420729"|"44677239"
"Ap"||"A"|||0|0|0|13|15|20||15||0|0|0|0|0|5|94|96|100|89|93|100|79|86|97|58|64|73|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|35|40|45|18|20|23|17|20|22|18|22|26|0|0|0|2|3|4||||1.35|1.4|1.45||||1.47|1.52|1.57||4.23|9.17|14.11|0.18|0.2|0.22||||25.6|29.4|32.7|11.6|15.5|19.6|37|41|45|1.8|2.7|3.8|32|38|45|12|15|18|4|7|13|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|15.5|18.9|22.2||||13.7|18|24.7|6.1|6.7|7.3||||||||||2.4|4.7|7.1|||||||||||||||||||||"15420729"|"44677240"
