"A"||"A"|||13|15|20|28|30|38||15||0|0|0|0|0|5|94|96|100|89|92|100|79|86|97|57|64|73|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|35|40|45|18|20|23|17|20|22|18|22|26|0|0|0|2|3|4||||1.25|1.35|1.45||||1.37|1.47|1.52||4.23|9.17|14.11|0.18|0.2|0.22||||25.3|28.9|32.3|11.2|14.9|18.9|37|43|48|1.8|2.7|3.8|32|38|45|12|15|18|4|7|13|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|15.5|18.9|22.2||||13.7|18|24.7|6.1|6.7|7.3||||||||||2.4|4.7|7.1|||||||||||||||||||||"15420729"|"44677241"
"Bk"||"B"|||61|71|109|71|122|195||51||0|0|0|0|0|3|95|96|100|89|93|100|77|86|98|55|64|74|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|29|37|40|17|20|22|12|17|18|18|25|30|2|4|6|0.5|0.75|1||||1.4|1.45|1.5||||1.51|1.56|1.63||1.41|9.17|14.11|0.15|0.18|0.19||||24.6|28.9|32.1|10.2|14.9|18.7|37|41|44|1.3|2.4|3.8|27|35|41|9|15|20|2|7|13|".32"|".32"|5|20|30|0|0|0|0|0|0|0|1|2|13.2|17.1|19.6||||18.6|46.5|58.6|7.4|7.9|8.4||||||||||0|0.5|2.2|||||||||||||||||||||"15420729"|"44677242"
"C"||"C"|||71|122|195|200|200|200||78||0|0|0|0|0|1|93|96|100|86|91|100|77|85|95|57|63|71|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|29|34|40|17|20|22|12|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.6||1.41|2.82|14.11|0.14|0.15|0.16||||27.3|29.7|32.3|13.9|16.5|18.9|37|41|45|1.5|2.5|3.2|32|36|39|13|16|19|4|7|12|".32"|".32"|1|10|15|0|0|0|0|0|0|0|1|2|14.8|17.1|17.6||||18.6|24|56.6|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420729"|"44677243"
"E"||"E"|||18|20|25|35|40|48||20||0|0|0|0|0|0|100|100|100|100|100|100|92|99|100|81|92|97|5|11|35|0|0|2|1|1|3|1|1|7|1|4|12|2|5|11|45|64|70|25|35|40|20|29|30|15|25|30|0|0|0|1|2|3||||1.35|1.4|1.45||||1.5|1.55|1.59||1.41|9.17|14.11|0.18|0.2|0.22||||25.5|30.8|33.2|9.7|16.5|20.5|42|43|45|1.4|3.4|4.4|27|39|46|9|17|21|5|16|23|".49"|".49"|0|0|0|0|0|0|0|0|0|0|1|2|12.9|20.5|24.4||||10.3|19.8|24.4|5.6|6.8|7.3||||||||||1.7|4.3|8.4|||||||||||||||||||||"15420730"|"44677244"
"Cg1"||"C"||1|84|98|135|102|117|155||19||0|0|0|0|0|0|100|100|100|95|98|100|88|97|100|77|89|97|5|12|35|0|0|2|1|1|3|1|1|7|1|5|12|2|5|11|42|54|60|22|30|35|20|24|25|22|34|42|2|4|6|0|0.25|0.5||||1.35|1.45|1.5||||1.54|1.64|1.78||0.42|2.82|14.11|0.18|0.19|0.2||||27.3|32.6|35.6|12.4|19.8|25|40|42|46|1.7|4.2|7|30|43|52|12|22|29|7|20|31|".37"|".37"|2|5|10|0|0|0|0|0|0|0|1|2|14.5|22.4|26.9||||23.9|35.1|65.9|6.6|7.2|8.4||||||||||0|2.8|5|||||||||||||||||||||"15420730"|"44677245"
"2Cg2"|2|"C"||2|102|117|155|200|200|200||83||0|0|0|0|0|1|93|97|100|87|91|100|78|85|96|57|63|72|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|28|34|40|17|20|22|11|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.61||1.41|2.82|14.11|0.14|0.15|0.16||||27.5|29.7|32.3|14|16.5|18.9|38|41|45|1.7|2.6|3.3|32|36|39|13|16|19|4|7|12|".32"|".32"|1|10|15|0|0|0|0|0|0|0|1|2|14.8|17.1|17.6||||18.6|24|56.6|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420730"|"44677246"
"Bt"||"B"|||35|40|48|84|98|135||58||0|0|0|0|0|0|100|100|100|100|100|100|92|99|100|81|91|98|5|12|35|0|0|2|1|1|3|1|1|7|1|5|12|2|5|11|27|46|55|16|24|30|11|22|25|35|42|48|0|0|0|1|1.5|3||||1.35|1.4|1.5||||1.72|1.77|1.86||0.42|0.92|4.23|0.11|0.13|0.2||||29.5|32|34.5|20.1|24.4|29.3|40|44|46|6.2|8.2|10|47|56|65|25|30|35|20|30|40|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|26.8|31.8|36.5||||24.1|29.8|44.5|5.6|7|7.8||||||||||1.9|4.8|9.7|||||||||||||||||||||"15420730"|"44677247"
"Ap"||"A"|||0|0|0|18|20|25||20||0|0|0|0|0|0|100|100|100|100|100|100|95|97|100|86|90|93|5|13|16|0|0|1|1|2|2|1|2|2|2|4|5|2|5|6|59|64|70|29|35|38|26|29|30|20|23|26|0|0|0|4|5|8||||1.2|1.25|1.35||||1.32|1.37|1.39||4.23|9.17|14.11|0.22|0.23|0.24||||29.5|31.2|34|14.6|17.2|22|43|47|49|2.5|3.1|3.7|39|44|53|13|14|17|12|15|20|".37"|".37"|0|0|0|0|0|0|0|0|0|0|1|2|17.3|19.7|22.2||||13.8|18.5|30.2|5.6|6.5|7.8||||||||||1.9|6.1|9.8|||||||||||||||||||||"15420730"|"44677248"
"Cyz"||"C"|||45|102|152|200|200|200||98||0|0|0|0|0|1|93|96|100|86|91|100|77|85|95|57|63|71|34|38|42|2|2|3|3|4|5|4|5|6|14|15|16|11|12|12|28|34|41|17|20|23|11|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.61||1.41|2.82|14.11|0.14|0.15|0.19||||27.3|29.7|32.3|13.9|16.5|18.9|37|40|44|1.7|2.6|3.3|32|36|39|13|16|19|4|7|12|".32"|".32"|1|10|15|1|3|5|5|10|12|2|6|8|15.1|17.2|17.6||||100.6|107.8|118.3|7.4|8|9||||||||||0|0|1.8|||||||||||||||||||||"15420731"|"44677249"
"E"||"E"|||10|15|20|15|25|35||10||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|88|93|98|8|13|19|0|0|0|0|0|0|1|1|1|1|1|2|6|11|16|55|63|71|30|35|39|25|28|32|21|24|26|0|0|0|1|2|3||||1.35|1.4|1.45||||1.49|1.54|1.56||4.23|9.17|14.11|0.2|0.22|0.24||||28.3|30.4|31.9|13|16|18.3|42|43|45|2.6|3.2|3.6|33|38|42|14|16|18|11|15|19|".43"|".43"|0|0|0|0|0|0|0|1|2|0|1|2|17.3|19.8|21.5||||16.1|19|21.3|6.1|7|7.3||||||||||2.2|3.7|6.7|||||||||||||||||||||"15420731"|"44677250"
"Btn"||"B"|||20|32|45|35|72|95||40||0|0|0|0|0|0|100|100|100|94|96|100|91|95|100|76|79|94|15|27|36|0|0|1|0|1|4|1|2|4|3|8|8|11|16|21|28|35|49|15|19|28|13|16|21|36|38|50|0|0|0|1|1.5|2||||1.35|1.4|1.5||||1.67|1.72|1.9||0.01|0.21|0.42|0.09|0.17|0.2||||33.1|34.4|38.7|21.6|23.6|31.6|39|43|46|6.3|7|10.5|48|51|65|26|28|37|19|22|40|".37"|".37"|0|0|0|0|0|0|2|4|8|2|3|4|27.5|29.2|37.3||||25.5|28.6|49.4|6.1|7.2|7.8||||||||||2|4|8.1|||||||||||||||||||||"15420731"|"44677251"
"B/E"||"B/E"|||15|25|35|20|32|45||7||0|0|0|0|0|0|100|100|100|100|100|100|95|100|100|85|92|99|8|15|30|0|0|0|0|0|0|1|1|1|1|1|8|6|13|21|42|53|60|24|28|32|18|25|30|28|32|38|0|0|0|1|1.5|2||||1.35|1.4|1.45||||1.56|1.61|1.72||1.41|2.82|4.23|0.15|0.19|0.2||||31|32.8|34.9|16.9|19.8|23.7|42|44|46|3.9|4.7|7.2|40|45|53|19|22|27|16|22|31|".49"|".49"|0|0|0|0|0|0|0|1|2|0|1|2|22.1|25.2|29.5||||21.1|24.5|29.4|6.1|7|7.3||||||||||2.7|4.1|7.2|||||||||||||||||||||"15420731"|"44677252"
"Ap"||"A"|||0|0|0|10|15|20||15||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|88|93|98|8|13|19|0|0|0|0|0|0|1|1|1|1|1|2|6|11|16|55|63|71|30|35|39|25|28|32|21|24|26|0|0|0|2|3.5|5||||1.3|1.4|1.45||||1.44|1.54|1.56||4.23|9.17|14.11|0.2|0.22|0.24||||29.3|31.6|33.4|14.3|17.9|20.8|41|42|46|2.6|3.2|3.6|35|42|47|14|16|18|12|16|21|".37"|".37"|0|0|0|0|0|0|0|1|2|0|1|2|17.7|20.2|21.9||||14.9|19.8|21.4|5.6|7|7.3||||||||||2.6|4.2|8.8|||||||||||||||||||||"15420731"|"44677253"
"Bkyz"||"B"|||35|72|95|45|102|152||30||0|0|0|0|0|0|95|96|100|85|91|100|80|90|100|65|73|93|15|30|36|0|0|1|0|1|4|1|3|4|3|8|8|11|18|21|28|38|49|15|20|28|13|18|21|28|32|45|2|4|6|0.5|0.75|1||||1.4|1.45|1.5||||1.58|1.63|1.85||0.42|2.82|4.23|0.1|0.16|0.2||||28.8|31.5|37.3|16.1|19.4|28.6|37|40|44|2.8|3.7|8|37|42|56|17|21|32|9|14|33|".37"|".37"|5|20|30|1|3|5|5|10|12|8|10|16|20.3|21.9|29.4||||105.8|112.5|130.1|7.4|8|9||||||||||0|0.7|3.3|||||||||||||||||||||"15420731"|"44677254"
"C"||"C"|||71|110|148|200|200|200||90||0|0|0|0|0|1|93|96|100|86|91|100|77|85|95|57|63|71|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|29|34|40|17|20|22|12|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.59||1.41|2.82|14.11|0.14|0.15|0.16||||27.3|29.7|32.3|13.9|16.5|18.9|37|41|45|1.8|2.5|3|32|36|39|13|16|19|4|7|12|".32"|".32"|1|10|15|0|0|0|0|0|0|0|1|2|14.8|17.1|17.6||||18.6|24|56.6|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420685"|"44677058"
"Ap"||"A"|||0|0|0|13|15|20||15||0|0|0|0|0|5|94|96|100|89|93|100|79|86|97|58|64|73|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|35|40|45|18|20|23|17|20|22|18|22|26|0|0|0|2|3|4||||1.35|1.4|1.45||||1.47|1.52|1.56||4.23|9.17|14.11|0.18|0.2|0.22||||25.6|29.4|32.7|11.6|15.5|19.6|37|41|45|1.8|2.7|3.6|32|38|44|12|15|18|4|7|13|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|15.5|18.9|22.2||||13.7|18|24.7|6.1|6.7|7.3||||||||||2.4|4.7|7.1|||||||||||||||||||||"15420685"|"44677059"
"Bw"||"B"|||13|15|20|31|38|52||23||0|0|0|0|0|3|95|96|100|89|93|100|81|88|100|58|64|77|34|38|47|1|1|1|2|3|3|4|5|8|15|16|19|12|13|16|29|40|45|17|20|23|12|20|22|18|22|30|0|0|0|1|2|3||||1.35|1.4|1.45||||1.47|1.52|1.6||1.41|9.17|14.11|0.15|0.18|0.19||||24.9|28.5|33.2|10.5|14.3|20.5|38|42|45|1.8|2.7|4.4|30|36|46|12|15|21|4|7|16|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|15.1|18.6|25||||13|20.4|33|6.1|7.2|7.8||||||||||0.6|3|7.1|||||||||||||||||||||"15420685"|"44677060"
"Bk"||"B"|||31|38|52|71|110|148||72||0|0|0|0|0|3|95|96|100|89|93|100|77|86|98|55|64|74|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|29|37|40|17|20|22|12|17|18|18|25|30|2|4|6|0.5|0.75|1||||1.4|1.45|1.5||||1.51|1.56|1.61||1.41|9.17|14.11|0.15|0.18|0.19||||24.6|28.9|32.1|10.2|14.9|18.7|37|41|44|1.3|2.4|3.5|27|35|41|9|15|20|2|7|13|".32"|".32"|5|20|30|0|0|0|0|0|0|0|1|2|13.2|17.1|19.6||||18.6|46.5|58.6|7.4|7.9|8.4||||||||||0|0.5|2.2|||||||||||||||||||||"15420685"|"44677061"
"Bw"||"B"|||28|30|38|61|71|109||41||0|0|0|0|0|3|95|96|100|89|93|100|81|88|100|58|64|77|34|38|47|1|1|1|2|3|3|4|5|8|15|16|19|12|13|16|29|40|45|17|20|23|12|20|22|18|22|30|0|0|0|1|2|3||||1.35|1.4|1.45||||1.47|1.52|1.6||1.41|9.17|14.11|0.15|0.18|0.19||||24.9|28.5|33.2|10.5|14.3|20.5|38|42|45|1.8|2.7|4.4|30|36|46|12|15|21|4|7|16|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|15.1|18.6|25||||13|20.4|33|6.1|7.2|7.8||||||||||0.6|3|7.1|||||||||||||||||||||"15420686"|"44677062"
"Bk"||"B"|||61|71|109|71|122|195||51||0|0|0|0|0|3|95|96|100|89|93|100|77|86|98|55|64|74|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|29|37|40|17|20|22|12|17|18|18|25|30|2|4|6|0.5|0.75|1||||1.4|1.45|1.5||||1.51|1.56|1.61||1.41|9.17|14.11|0.15|0.18|0.19||||24.6|28.9|32.1|10.2|14.9|18.7|37|41|44|1.3|2.4|3.5|27|35|41|9|15|20|2|7|13|".32"|".32"|5|20|30|0|0|0|0|0|0|0|1|2|13.2|17.1|19.6||||18.6|46.5|58.6|7.4|7.9|8.4||||||||||0|0.5|2.2|||||||||||||||||||||"15420686"|"44677063"
"C"||"C"|||71|122|195|200|200|200||78||0|0|0|0|0|1|93|96|100|86|91|100|77|85|95|57|63|71|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|29|34|40|17|20|22|12|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.59||1.41|2.82|14.11|0.14|0.15|0.16||||27.3|29.7|32.3|13.9|16.5|18.9|37|41|45|1.8|2.5|3|32|36|39|13|16|19|4|7|12|".32"|".32"|1|10|15|0|0|0|0|0|0|0|1|2|14.8|17.1|17.6||||18.6|24|56.6|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420686"|"44677064"
"A"||"A"|||13|15|20|28|30|38||15||0|0|0|0|0|5|94|96|100|89|92|100|79|86|97|57|64|73|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|35|40|45|18|20|23|17|20|22|18|22|26|0|0|0|2|3|4||||1.25|1.35|1.45||||1.37|1.47|1.51||4.23|9.17|14.11|0.18|0.2|0.22||||25.3|28.9|32.3|11.2|14.9|18.9|37|43|48|1.8|2.7|3.6|32|38|44|12|15|18|4|7|13|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|15.5|18.9|22.2||||13.7|18|24.7|6.1|6.7|7.3||||||||||2.4|4.7|7.1|||||||||||||||||||||"15420686"|"44677065"
"Ap"||"A"|||0|0|0|13|15|20||15||0|0|0|0|0|5|94|96|100|89|93|100|79|86|97|58|64|73|34|38|43|2|2|3|3|4|5|4|5|6|14|15|16|11|12|13|35|40|45|18|20|23|17|20|22|18|22|26|0|0|0|2|3|4||||1.35|1.4|1.45||||1.47|1.52|1.56||4.23|9.17|14.11|0.18|0.2|0.22||||25.6|29.4|32.7|11.6|15.5|19.6|37|41|45|1.8|2.7|3.6|32|38|44|12|15|18|4|7|13|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|15.5|18.9|22.2||||13.7|18|24.7|6.1|6.7|7.3||||||||||2.4|4.7|7.1|||||||||||||||||||||"15420686"|"44677066"
"Bt"||"B"||||38|||76|||||0|0|0|0|0|0|100|100|100|95|97.5|100|90|95|100|70|80|90||31.1|||2.7|||3.2|||6|||10.6|||8.6|||30.9||||||||35|38|45||||1|2|3||||1.25|1.35|1.45|||||1.68|||0.42|2|4|0.11|0.14|0.17|||||34.6|||23.5|||45||6|7.5|8.9|40|47.5|55|15|22.5|30|9|18|30|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|20|25|30|||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"15420687"|"44677067"
"Bk"||"B"||||76|||150|||||0|0|0|0|0|0|95|97.5|100|95|97.5|100|85|92.5|100|60|70|80||33.5|||3|||4.2|||5.8|||10.5|||10|||36.5||||||||25|30|35||||0.5|0.75|1||||1.5|1.6|1.7|||||1.83|||0.42|2|4|0.16|0.18|0.2|||||33.1|||20.9|||37||3|4.5|5.9|30|37.5|45|10|17.5|25|3|10|19|".32"|".32"|1|11|20|0|1|2|0|1|1|0|2|4|15|17.5|20|||||||6.6|7.5|8.4|||||||||||||||||||||||||||||||||"15420687"|"44677068"
"A"||"A"||||0|||38|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|60|72.5|85||38.5|||3.4|||4.9|||6.7|||12.1|||11.4|||36.5||||||||23|25|27||||3|4.5|6||||1.15|1.2|1.25|||||1.37|||4|9|14|0.18|0.19|0.2|||||31|||16.9|||50||3|4.5|5.9|30|40|50|10|15|20|3|10|19|".20"|".20"|0|0|0|0|0|0|0|0|0|0|1|2|15|22.5|30|||||||6.1|6.7|7.3|||||||||||||||||||||||||||||||||"15420687"|"44677069"
"2C"|2|"C"||||150|||200|||||0|0|0|0|3|5|95|97.5|100|95|97.5|100|85|92.5|100|60|70|80||33.5|||3|||4.2|||5.8|||10.5|||10|||36.5||||||||25|30|35||||0|0.25|0.5||||1.5|1.6|1.7|||||1.83|||0.42|2|4|0.16|0.18|0.2|||||32.1|||19.8|||36||3|4.5|5.9|30|37.5|45|10|17.5|25|3|10|19|".32"|".32"|1|6|10|1|3|5|0|1|2|2|5|8|10|15|20|||||||7.4|7.9|8.4|||||||||||||||||||||||||||||||||"15420687"|"44677070"
"C"||"C"|||43|84|112|200|200|200||116||0|0|0|0|0|1|93|97|100|87|91|100|78|85|96|57|63|72|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|28|34|40|17|20|22|11|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.59||1.41|2.82|14.11|0.14|0.15|0.16||||27.5|29.7|32.3|14|16.5|18.9|38|41|45|1.8|2.5|3|32|36|39|13|16|19|4|8|12|".32"|".32"|1|10|15|0|0|0|0|0|0|0|1|2|14.8|17.1|17.6||||18.6|24|56.6|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420688"|"44677071"
"Ap"||"A"|||0|0|0|13|19|20||19||0|0|0|0|0|5|94|96|100|88|92|100|80|85|96|58|63|73|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|35|40|45|18|20|23|17|20|22|18|22|26|0|1|3|1|2.5|4||||1.4|1.45|1.5||||1.52|1.57|1.59||4.23|9.17|14.11|0.18|0.2|0.22||||24.7|29.1|33.1|10.6|15.3|20.3|36|39|43|1.6|2.5|3.3|29|37|44|10|14|18|3|7|13|".28"|".28"|1|5|10|0|0|0|0|0|0|0|1|2|15.1|18|19.9||||19.5|24.3|58.9|6.6|7.7|8.4||||||||||0|1.7|5.5|||||||||||||||||||||"15420688"|"44677072"
"Bk"||"B"|||13|19|20|43|84|112||65||0|0|0|0|0|3|95|97|100|90|93|100|81|86|96|59|64|72|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|28|34|40|17|20|22|11|14|18|25|28|30|2|4|6|0.5|0.75|1||||1.4|1.45|1.5||||1.54|1.59|1.59||1.41|2.82|14.11|0.15|0.17|0.19||||28.1|30.5|32.7|14.7|17.3|19.5|38|41|44|2.3|2.9|3.5|34|38|41|14|17|20|5|8|13|".32"|".32"|15|20|30|0|0|0|0|0|0|0|1|2|18.3|19.3|19.6||||20.8|57|58.6|7.4|7.9|8.4||||||||||0|0.7|2.2|||||||||||||||||||||"15420688"|"44677073"
"A"||"A"|||0|0|0|13|19|20||19||0|0|0|0|0|5|94|96|100|88|92|100|80|85|96|58|63|73|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|35|40|45|18|20|23|17|20|22|18|22|26|0|1|3|1|2.5|4||||1.4|1.45|1.5||||1.52|1.57|1.59||4.23|9.17|14.11|0.18|0.2|0.22||||24.7|29.1|33.1|10.6|15.3|20.3|36|39|43|0|2.5|2.9|28|37|44|10|14|18|3|7|13|".28"|".28"|1|5|10|0|0|0|0|0|0|0|1|2|15.1|18|19.9||||19.5|24.3|58.9|6.6|7.7|8.4||||||||||0|1.7|5.5|||||||||||||||||||||"15420689"|"44677074"
"Bk"||"B"|||13|19|20|43|84|112||65||0|0|0|0|0|3|95|97|100|90|93|100|81|86|96|59|64|72|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|28|34|40|17|20|22|11|14|18|25|28|30|2|4|6|0.5|0.75|1||||1.4|1.45|1.5||||1.54|1.59|1.59||1.41|2.82|14.11|0.15|0.17|0.19||||28.1|30.5|32.7|14.7|17.3|19.5|38|41|44|0|2.9|2.9|33|38|41|14|17|20|5|8|13|".32"|".32"|15|20|30|0|0|0|0|0|0|0|1|2|18.3|19.3|19.6||||20.8|57|58.6|7.4|7.9|8.4||||||||||0|0.7|2.2|||||||||||||||||||||"15420689"|"44677075"
"C"||"C"|||43|84|112|200|200|200||116||0|0|0|0|0|1|93|97|100|87|91|100|78|85|96|57|63|72|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|28|34|40|17|20|22|11|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.52|1.57|1.59||1.41|2.82|14.11|0.14|0.15|0.16||||27.5|29.7|32.3|14|16.5|18.9|38|41|45|0|2.5|2.9|31|36|39|13|17|19|4|8|12|".32"|".32"|1|10|15|0|0|0|0|0|0|0|1|2|14.8|17.1|17.6||||18.6|24|56.6|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420689"|"44677076"
"Cg1"||"C"||1|84|98|135|102|117|155||19||0|0|0|0|0|0|100|100|100|95|98|100|88|97|100|77|89|97|5|12|35|0|0|2|1|1|3|1|1|7|1|5|12|2|5|11|42|54|60|22|30|35|20|24|25|22|34|42|2|4|6|0|0.25|0.5||||1.35|1.45|1.5||||1.53|1.63|1.77||0.42|2.82|14.11|0.18|0.19|0.2||||27.3|32.6|35.6|12.4|19.8|25|40|42|46|1.6|3.9|6.7|30|43|52|12|22|29|7|20|31|".37"|".37"|2|5|10|0|0|0|0|0|0|0|1|2|14.5|22.4|26.9||||23.9|35.1|65.9|6.6|7.2|8.4||||||||||0|2.8|5|||||||||||||||||||||"15420690"|"44677077"
"2Cg2"|2|"C"||2|102|117|155|200|200|200||83||0|0|0|0|0|1|93|97|100|87|91|100|78|85|96|57|63|72|34|38|42|2|2|3|3|4|5|4|5|7|14|15|18|11|12|15|28|34|40|17|20|22|11|14|18|25|28|30|4|6|8|0|0.25|0.5||||1.4|1.45|1.5||||1.51|1.56|1.59||1.41|2.82|14.11|0.14|0.15|0.16||||27.5|29.7|32.3|14|16.5|18.9|38|41|45|1.6|2.3|2.9|32|36|39|13|16|19|4|7|12|".32"|".32"|1|10|15|0|0|0|0|0|0|0|1|2|14.8|17.1|17.6||||18.6|24|56.6|7.4|7.9|8.4||||||||||0|0.3|1.8|||||||||||||||||||||"15420690"|"44677078"
"E"||"E"|||18|20|25|35|40|48||20||0|0|0|0|0|0|100|100|100|100|100|100|92|99|100|81|92|97|5|11|35|0|0|2|1|1|3|1|1|7|1|4|12|2|5|11|45|64|70|25|35|40|20|29|30|15|25|30|0|0|0|1|2|3||||1.35|1.4|1.45||||1.47|1.52|1.58||1.41|9.17|14.11|0.18|0.2|0.22||||25.5|30.8|33.2|9.7|16.5|20.5|42|43|45|1.4|2.7|4.2|27|39|46|9|17|21|5|16|23|".49"|".49"|0|0|0|0|0|0|0|0|0|0|1|2|12.9|20.5|24.4||||10.3|19.8|24.4|5.6|6.8|7.3||||||||||1.7|4.3|8.4|||||||||||||||||||||"15420690"|"44677079"
"Bt"||"B"|||35|40|48|84|98|135||58||0|0|0|0|0|0|100|100|100|100|100|100|92|99|100|81|91|98|5|12|35|0|0|2|1|1|3|1|1|7|1|5|12|2|5|11|27|46|55|16|24|30|11|22|25|35|42|48|0|0|0|1|1.5|3||||1.35|1.4|1.5||||1.7|1.75|1.84||0.42|0.92|4.23|0.11|0.13|0.2||||29.5|32|34.5|20.1|24.4|29.3|40|44|46|5.2|7.8|9.6|47|55|64|25|30|35|20|30|40|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|26.8|31.8|36.5||||24.1|29.8|44.5|5.6|7|7.8||||||||||1.9|4.8|9.7|||||||||||||||||||||"15420690"|"44677080"
"Ap"||"A"|||0|0|0|18|20|25||20||0|0|0|0|0|0|100|100|100|100|100|100|95|97|100|86|90|93|5|13|16|0|0|1|1|2|2|1|2|2|2|4|5|2|5|6|59|64|70|29|35|38|26|29|30|20|23|26|0|0|0|4|5|8||||1.2|1.25|1.35||||1.31|1.36|1.38||4.23|9.17|14.11|0.22|0.23|0.24||||29.5|31.2|34|14.6|17.2|22|43|47|49|2.3|2.8|3.4|39|44|53|13|14|17|12|15|20|".37"|".37"|0|0|0|0|0|0|0|0|0|0|1|2|17.3|19.7|22.2||||13.8|18.5|30.2|5.6|6.5|7.8||||||||||1.9|6.1|9.8|||||||||||||||||||||"15420690"|"44677081"
"H1"||"H"||1||0|||41|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|80|90|100||24.5|||1.9|||2.8|||3.9|||7.7|||8.2|||52||||||||20|23.5|27||||4|6|8||||1.1|1.18|1.25|||||1.35|||4|9|14|0.19|0.21|0.22|||||31.4|||17.5|||50||3|4.5|5.9|27|38.5|50|8|14|20|4|13|24|".28"|".28"|0|0|0|0|0|0|0|0|0|0|1|2|17|23.5|30|||||||5.6|6.5|7.3|||||||||||||||||||||||||||||||||"15420589"|"44676672"
"H2"||"H"||2||41|||58|||||0|0|0|0|0|0|95|97.5|100|95|97.5|100|90|95|100|80|90|100||19.7|||1.1|||1.9|||1.8|||6.3|||8.6|||54.3||||||||25|26|35||||1|2|3||||1.15|1.2|1.25|||||1.37|||1.4|3|4|0.19|0.21|0.22|||||29.1|||14.5|||51||3|4.5|5.9|30|40|50|10|17.5|25|6|16|29|".43"|".43"|0|0|0|0|0|0|0|0|0|0|1|2|14|19|24|||||||5.6|6.5|7.3|||||||||||||||||||||||||||||||||"15420589"|"44676673"
"H3"||"H"||3||58|||130|||||0|0|0|0|0|0|95|97.5|100|95|97.5|100|85|92.5|100|65|82.5|100||5.5|||0.2|||0.3|||0.6|||1.7|||2.7|||47||||||||35|47.5|60||||1|2|3||||1.2|1.28|1.35|||||1.59|||0.42|1|1.4|0.13|0.16|0.19|||||32.8|||26.5|||48||6|7.5|8.9|40|55|70|15|25|35|8|23|44|".28"|".28"|0|3|5|0|0|0|0|0|0|0|1|2|21|28|35|||||||6.1|7|7.8|||||||||||||||||||||||||||||||||"15420589"|"44676674"
