X,Y,fid,MEAN_X,MEAN_Y,Time,mean,Keep,Strip
-97.5984774028316,44.0958586278907,2091.00000,-97.59848,44.09586,10/12/2015 9:03:25 PM,171.50154,"1","12"
-97.5973967078317,44.0960914508906,2094.00000,-97.59740,44.09609,10/12/2015 9:23:08 PM,178.66230,"1","9"
-97.5960339008312,44.0959055278907,2095.00000,-97.59603,44.09591,10/12/2015 8:59:46 PM,164.52673,"1","11"
-97.5980408808317,44.0964305808907,2098.00000,-97.59804,44.09643,10/12/2015 9:36:28 PM,159.52154,"1","5"
-97.5974273778316,44.0964210988907,2099.00000,-97.59743,44.09642,10/12/2015 9:36:51 PM,170.39596,"1","5"
-97.5992777698318,44.0961191438906,2106.00000,-97.59928,44.09612,10/12/2015 9:21:59 PM,163.28635,"1","9"
-97.5962361118315,44.0964856858908,2107.00000,-97.59624,44.09649,10/12/2015 9:38:39 PM,202.07327,"1","4"
-97.5965834658315,44.0966556698908,2112.00000,-97.59658,44.09666,10/12/2015 9:43:42 PM,167.33847,"1","2"
-97.5972870578317,44.0960895498906,2113.00000,-97.59729,44.09609,10/12/2015 9:23:12 PM,203.38796,"1","9"
-97.5962461518312,44.0962391158907,2114.00000,-97.59625,44.09624,10/12/2015 9:32:18 PM,164.81064,"1","7"
-97.5965879048314,44.0967387858908,1.00000,-97.59659,44.09674,10/12/2015 9:47:32 PM,151.09745,"1","1"
-97.5963196458317,44.0958282208906,1.00000,-97.59632,44.09583,10/12/2015 9:04:43 PM,163.30179,"1","12"
-97.5967520458315,44.0963284948907,2118.00000,-97.59675,44.09633,10/12/2015 9:33:36 PM,168.80430,"1","6"
-97.5967640478316,44.0960819928906,2121.00000,-97.59676,44.09608,10/12/2015 9:23:31 PM,194.33496,"1","9"
-97.5970641828317,44.0961687758906,2122.00000,-97.59706,44.09617,10/12/2015 9:28:19 PM,148.67639,"1","8"
-97.5960368568313,44.0964834818907,2125.00000,-97.59604,44.09648,10/12/2015 9:38:32 PM,141.48701,"1","4"
-97.5972777808317,44.0960077148906,2126.00000,-97.59728,44.09601,10/12/2015 9:20:15 PM,170.92166,"1","10"
-97.5990473358318,44.0963619258907,2127.00000,-97.59905,44.09636,10/12/2015 9:34:53 PM,197.68076,"1","6"
-97.5974245138316,44.0962569728907,2128.00000,-97.59742,44.09626,10/12/2015 9:31:33 PM,203.41900,"1","7"
-97.5990030458318,44.0958666478907,2129.00000,-97.59900,44.09587,10/12/2015 9:03:06 PM,167.80918,"1","12"
-97.5986742958317,44.0966045038908,2131.00000,-97.59867,44.09660,10/12/2015 9:41:22 PM,176.48396,"1","3"
-97.5994062448318,44.0962042668907,2132.00000,-97.59941,44.09620,10/12/2015 9:29:43 PM,128.21010,"1","8"
-97.5971048178316,44.0967472848908,1.00000,-97.59710,44.09675,10/12/2015 9:47:13 PM,178.10692,"1","1"
-97.5992017488319,44.0966111268908,1.00000,-97.59920,44.09661,10/12/2015 9:41:03 PM,155.98044,"1","3"
-97.5970352528315,44.0960046048906,2138.00000,-97.59704,44.09600,10/12/2015 9:20:07 PM,147.48198,"1","10"
-97.5982257458318,44.0962691938907,2140.00000,-97.59823,44.09627,10/12/2015 9:31:02 PM,171.85868,"1","7"
-97.5993173938319,44.0964487538908,2141.00000,-97.59932,44.09645,10/12/2015 9:35:41 PM,164.40873,"1","5"
-97.5968066658316,44.0964120558907,2143.00000,-97.59681,44.09641,10/12/2015 9:37:14 PM,154.11002,"1","5"
-97.5990639808319,44.0960337888906,2145.00000,-97.59906,44.09603,10/12/2015 9:21:18 PM,183.60354,"1","10"
-97.5972842658317,44.0961721228907,2148.00000,-97.59728,44.09617,10/12/2015 9:28:27 PM,173.30756,"1","8"
-97.5969393058315,44.0965787598908,2149.00000,-97.59694,44.09658,10/12/2015 9:42:24 PM,165.50266,"1","3"
-97.5968830318314,44.0959177628907,2150.00000,-97.59688,44.09592,10/12/2015 9:00:15 PM,168.31103,"1","11"
-97.5975534118316,44.0965876668908,2152.00000,-97.59755,44.09659,10/12/2015 9:42:02 PM,165.67558,"1","3"
-97.5975145048316,44.0958448548906,2153.00000,-97.59751,44.09584,10/12/2015 9:03:59 PM,209.20803,"1","12"
-97.5978382758318,44.0962640768907,2154.00000,-97.59784,44.09626,10/12/2015 9:31:17 PM,175.94663,"1","7"
-97.5993609238318,44.0961210928906,2155.00000,-97.59936,44.09612,10/12/2015 9:21:56 PM,160.40379,"1","9"
-97.5965365028314,44.0959971058906,2156.00000,-97.59654,44.09600,10/12/2015 9:19:50 PM,170.57908,"1","10"
-97.5958429568314,44.0961507448906,2158.00000,-97.59584,44.09615,10/12/2015 9:24:51 PM,176.90614,"1","8"
-97.5973471668317,44.0962561018907,2160.00000,-97.59735,44.09626,10/12/2015 9:31:36 PM,183.44395,"1","7"
-97.5987823058318,44.0958630948907,2161.00000,-97.59878,44.09586,10/12/2015 9:03:14 PM,186.03995,"1","12"
-97.5970233908316,44.0965799968908,2162.00000,-97.59702,44.09658,10/12/2015 9:42:21 PM,173.30289,"1","3"
-97.5977606098317,44.0966732008908,2163.00000,-97.59776,44.09667,10/12/2015 9:44:22 PM,174.66845,"1","2"
-97.5981093108318,44.0965137178908,2168.00000,-97.59811,44.09651,10/12/2015 9:39:43 PM,184.47926,"1","4"
-97.5971856488316,44.0965000578907,2169.00000,-97.59719,44.09650,10/12/2015 9:39:12 PM,182.46732,"1","4"
-97.5979165378318,44.0962652838907,2171.00000,-97.59792,44.09627,10/12/2015 9:31:14 PM,174.46510,"1","7"
-97.5968876318316,44.0964132608907,2173.00000,-97.59689,44.09641,10/12/2015 9:37:11 PM,148.63155,"1","5"
-97.5964783048314,44.0966536658908,2174.00000,-97.59648,44.09665,10/12/2015 9:43:38 PM,177.58006,"1","2"
-97.5960289478314,44.0959884338906,2175.00000,-97.59603,44.09599,10/12/2015 9:19:31 PM,166.71573,"1","10"
-97.5989718958318,44.0962790568907,2176.00000,-97.59897,44.09628,10/12/2015 9:30:33 PM,159.38773,"1","7"
-97.5963500118314,44.0960757648907,2179.00000,-97.59635,44.09608,10/12/2015 9:23:46 PM,111.67376,"1","9"
-97.5992781178318,44.0958704058907,2181.00000,-97.59928,44.09587,10/12/2015 9:02:55 PM,158.95061,"1","12"
-97.5990498648318,44.0962805188907,2183.00000,-97.59905,44.09628,10/12/2015 9:30:30 PM,186.51515,"1","7"
-97.5989834248318,44.0965272418908,2184.00000,-97.59898,44.09653,10/12/2015 9:40:12 PM,171.91156,"1","4"
-97.5974709028317,44.0965866538908,2185.00000,-97.59747,44.09659,10/12/2015 9:42:05 PM,171.40283,"1","3"
-97.599003614832,44.0961147308906,2186.00000,-97.59900,44.09611,10/12/2015 9:22:09 PM,160.45028,"1","9"
-97.5977180698316,44.0965903488908,2187.00000,-97.59772,44.09659,10/12/2015 9:41:56 PM,172.24414,"1","3"
-97.5957486518299,44.0958998438906,2188.00000,-97.59575,44.09590,10/12/2015 8:59:35 PM,151.16728,"1","11"
-97.5982330558318,44.0960224298906,2189.00000,-97.59823,44.09602,10/12/2015 9:20:49 PM,166.82791,"1","10"
-97.5967590488315,44.0961642538906,2191.00000,-97.59676,44.09616,10/12/2015 9:28:08 PM,177.61423,"1","8"
-97.5982545838317,44.0965984648908,2193.00000,-97.59825,44.09660,10/12/2015 9:41:37 PM,142.39113,"1","3"
-97.5977176508317,44.0964260748908,2194.00000,-97.59772,44.09643,10/12/2015 9:36:40 PM,172.03004,"1","5"
-97.5972176658316,44.0967490138908,1.00000,-97.59722,44.09675,10/12/2015 9:47:09 PM,182.29139,"1","1"
-97.5965590358314,44.0964903518907,1.00000,-97.59656,44.09649,10/12/2015 9:38:51 PM,192.48921,"1","4"
-97.5986992388318,44.0966871738908,2198.00000,-97.59870,44.09669,10/12/2015 9:44:53 PM,174.06693,"1","2"
-97.5962753918312,44.0959096908907,2201.00000,-97.59628,44.09591,10/12/2015 8:59:54 PM,175.58584,"1","11"
-97.5992881338317,44.0959520238907,2203.00000,-97.59929,44.09595,10/12/2015 9:01:41 PM,174.49371,"1","11"
-97.5968857468316,44.0967437518908,1.00000,-97.59689,44.09674,10/12/2015 9:47:21 PM,182.57141,"1","1"
-97.5959602528313,44.0963988498907,1.00000,-97.59596,44.09640,10/12/2015 9:37:45 PM,180.34554,"1","5"
-97.5970657778316,44.0960864918906,2209.00000,-97.59707,44.09609,10/12/2015 9:23:20 PM,123.26682,"1","9"
-97.5976552148314,44.0959291718907,2210.00000,-97.59766,44.09593,10/12/2015 9:00:42 PM,195.18608,"1","11"
-97.5970283468316,44.0958378058906,2211.00000,-97.59703,44.09584,10/12/2015 9:04:17 PM,166.15042,"1","12"
-97.5980439108318,44.0961840018907,2212.00000,-97.59804,44.09618,10/12/2015 9:28:54 PM,163.83320,"1","8"
-97.5967730028314,44.0959164108907,2217.00000,-97.59677,44.09592,10/12/2015 9:00:11 PM,193.25824,"1","11"
-97.599130880832,44.0967757198908,1.00000,-97.59913,44.09678,10/12/2015 9:46:00 PM,161.66568,"1","1"
-97.5970356058316,44.0962509588907,1.00000,-97.59704,44.09625,10/12/2015 9:31:48 PM,163.92487,"1","7"
-97.5978294538317,44.0958493858907,2224.00000,-97.59783,44.09585,10/12/2015 9:03:48 PM,197.45656,"1","12"
-97.5987866458319,44.0966883548908,2225.00000,-97.59879,44.09669,10/12/2015 9:44:56 PM,199.45010,"1","2"
-97.5974140968317,44.0967516648908,1.00000,-97.59741,44.09675,10/12/2015 9:47:02 PM,148.27264,"1","1"
-97.5981998808318,44.0965148968908,1.00000,-97.59820,44.09651,10/12/2015 9:39:46 PM,189.98392,"1","4"
-97.5959033848315,44.0962339858907,2231.00000,-97.59590,44.09623,10/12/2015 9:32:30 PM,177.80624,"1","7"
-97.5987959518315,44.0959452798907,2232.00000,-97.59880,44.09595,10/12/2015 9:01:22 PM,179.84386,"1","11"
-97.5963920028314,44.0964045788907,2233.00000,-97.59639,44.09640,10/12/2015 9:37:29 PM,141.07673,"1","5"
-97.5966908698314,44.0966575688908,2235.00000,-97.59669,44.09666,10/12/2015 9:43:46 PM,182.62839,"1","2"
-97.5994107638318,44.0965331528908,2236.00000,-97.59941,44.09653,10/12/2015 9:40:27 PM,52.45720,"1","4"
-97.5959204638315,44.0960696048906,2237.00000,-97.59592,44.09607,10/12/2015 9:24:02 PM,162.43664,"1","9"
-97.5969802088317,44.0961675538906,2240.00000,-97.59698,44.09617,10/12/2015 9:28:16 PM,144.07435,"1","8"
-97.5965234838314,44.0965723338908,2241.00000,-97.59652,44.09657,10/12/2015 9:42:39 PM,194.53074,"1","3"
-97.5985764578315,44.0959414148907,2243.00000,-97.59858,44.09594,10/12/2015 9:01:14 PM,181.17889,"1","11"
-97.598949951832,44.0960323668906,2244.00000,-97.59895,44.09603,10/12/2015 9:21:14 PM,193.74324,"1","10"
-97.5985262338318,44.0964370908908,2248.00000,-97.59853,44.09644,10/12/2015 9:36:10 PM,191.53084,"1","5"
-97.5961298098317,44.0960727608906,2254.00000,-97.59613,44.09607,10/12/2015 9:23:54 PM,167.90116,"1","9"
-97.5981836728318,44.0967634778908,1.00000,-97.59818,44.09676,10/12/2015 9:46:34 PM,161.27325,"1","1"
-97.5994186718319,44.0966967218908,1.00000,-97.59942,44.09670,10/12/2015 9:45:20 PM,0.00000,"1","2"
-97.5970918628317,44.0961691388906,2261.00000,-97.59709,44.09617,10/12/2015 9:28:20 PM,151.47826,"1","8"
-97.5978645008318,44.0960986408906,2262.00000,-97.59786,44.09610,10/12/2015 9:22:51 PM,178.32508,"1","9"
-97.5966607708314,44.0959152628907,2264.00000,-97.59666,44.09592,10/12/2015 9:00:07 PM,176.05680,"1","11"
-97.5977393938315,44.0959303748907,2265.00000,-97.59774,44.09593,10/12/2015 9:00:45 PM,198.66691,"1","11"
-97.5976576658318,44.0967554228908,1.00000,-97.59766,44.09676,10/12/2015 9:46:53 PM,167.00722,"1","1"
-97.5993239308319,44.0966950338908,1.00000,-97.59932,44.09670,10/12/2015 9:45:16 PM,152.17849,"1","2"
-97.5964292398315,44.0963235308907,2271.00000,-97.59643,44.09632,10/12/2015 9:33:25 PM,147.89480,"1","6"
-97.599047885832,44.0967750008908,1.00000,-97.59905,44.09678,10/12/2015 9:46:03 PM,190.26375,"1","1"
-97.5975869558316,44.0960944218906,1.00000,-97.59759,44.09609,10/12/2015 9:23:01 PM,199.88806,"1","9"
-97.5968189088315,44.0960011668906,2274.00000,-97.59682,44.09600,10/12/2015 9:20:00 PM,157.57939,"1","10"
-97.5964781558316,44.0967371408908,1.00000,-97.59648,44.09674,10/12/2015 9:47:36 PM,112.93971,"1","1"
-97.5981473798317,44.0963494508907,1.00000,-97.59815,44.09635,10/12/2015 9:34:23 PM,177.50692,"1","6"
-97.599328420832,44.0962025108907,2283.00000,-97.59933,44.09620,10/12/2015 9:29:40 PM,180.09034,"1","8"
-97.5973306688317,44.0967505228908,1.00000,-97.59733,44.09675,10/12/2015 9:47:05 PM,157.88834,"1","1"
-97.5987178628318,44.0963573298907,1.00000,-97.59872,44.09636,10/12/2015 9:34:42 PM,159.28524,"1","6"
-97.5958491338313,44.0958196198906,2286.00000,-97.59585,44.09582,10/12/2015 9:05:00 PM,160.27429,"1","12"
-97.5976119278316,44.0964242128907,2287.00000,-97.59761,44.09642,10/12/2015 9:36:44 PM,195.43599,"1","5"
-97.5989800798319,44.0966081528908,2288.00000,-97.59898,44.09661,10/12/2015 9:41:11 PM,177.47630,"1","3"
-97.5991227808319,44.0961987948907,2289.00000,-97.59912,44.09620,10/12/2015 9:29:32 PM,208.28604,"1","8"
-97.5991856818317,44.0958692218907,2290.00000,-97.59919,44.09587,10/12/2015 9:02:59 PM,149.80619,"1","12"
-97.5989576728318,44.0963607538907,2291.00000,-97.59896,44.09636,10/12/2015 9:34:50 PM,166.57546,"1","6"
-97.5983495628318,44.0960239658906,2295.00000,-97.59835,44.09602,10/12/2015 9:20:53 PM,176.78509,"1","10"
-97.5972490398316,44.0965831168908,2296.00000,-97.59725,44.09658,10/12/2015 9:42:13 PM,182.35335,"1","3"
-97.5992044298317,44.0964471968908,2299.00000,-97.59920,44.09645,10/12/2015 9:35:45 PM,175.04245,"1","5"
-97.5971052388316,44.0964162488907,2302.00000,-97.59711,44.09642,10/12/2015 9:37:03 PM,172.96433,"1","5"
-97.5981233188318,44.0962677228907,2307.00000,-97.59812,44.09627,10/12/2015 9:31:06 PM,188.64032,"1","7"
-97.5977138558316,44.0958477468906,2308.00000,-97.59771,44.09585,10/12/2015 9:03:52 PM,197.35622,"1","12"
-97.5965714448312,44.0959140358907,2310.00000,-97.59657,44.09591,10/12/2015 9:00:04 PM,169.96694,"1","11"
-97.5963043858317,44.0966515418908,2311.00000,-97.59630,44.09665,10/12/2015 9:43:31 PM,155.82889,"1","2"
-97.5992974368319,44.0967778368908,1.00000,-97.59930,44.09678,10/12/2015 9:45:54 PM,158.17431,"1","1"
-97.5986904728314,44.0959435528907,1.00000,-97.59869,44.09594,10/12/2015 9:01:18 PM,173.16427,"1","11"
-97.5992854138319,44.0966121628908,2316.00000,-97.59929,44.09661,10/12/2015 9:41:00 PM,144.05612,"1","3"
-97.5986717438317,44.0961095878906,2318.00000,-97.59867,44.09611,10/12/2015 9:22:21 PM,172.11759,"1","9"
-97.5981222098318,44.0964317688907,2319.00000,-97.59812,44.09643,10/12/2015 9:36:25 PM,168.08484,"1","5"
-97.5968282968315,44.0965770938908,2320.00000,-97.59683,44.09658,10/12/2015 9:42:28 PM,179.85157,"1","3"
-97.5963560828316,44.0962414918907,2321.00000,-97.59636,44.09624,10/12/2015 9:32:14 PM,121.68539,"1","7"
-97.5972376678314,44.0958407198906,2323.00000,-97.59724,44.09584,10/12/2015 9:04:09 PM,194.07613,"1","12"
-97.5963012198315,44.0965693418908,2324.00000,-97.59630,44.09657,10/12/2015 9:42:47 PM,190.35568,"1","3"
-97.5969954418313,44.0959194598907,2326.00000,-97.59700,44.09592,10/12/2015 9:00:19 PM,131.95830,"1","11"
-97.5980972488317,44.0967621178908,1.00000,-97.59810,44.09676,10/12/2015 9:46:37 PM,182.25108,"1","1"
-97.5992542918319,44.0962843078907,1.00000,-97.59925,44.09628,10/12/2015 9:30:22 PM,191.08208,"1","7"
-97.5962676178315,44.0961572908906,2330.00000,-97.59627,44.09616,10/12/2015 9:25:12 PM,0.00411,"1","8"
-97.5975422248315,44.0959272238907,2332.00000,-97.59754,44.09593,10/12/2015 9:00:38 PM,191.21167,"1","11"
-97.5961554658312,44.0959076018907,2333.00000,-97.59616,44.09591,10/12/2015 8:59:50 PM,186.19698,"1","11"
-97.5974340738317,44.0963385128907,2334.00000,-97.59743,44.09634,10/12/2015 9:33:59 PM,186.65757,"1","6"
-97.5966539408316,44.0960800808907,2335.00000,-97.59665,44.09608,10/12/2015 9:23:35 PM,182.39472,"1","9"
-97.5983378858317,44.0964344838907,2337.00000,-97.59834,44.09643,10/12/2015 9:36:17 PM,199.38133,"1","5"
-97.5983387588319,44.0965997748908,2338.00000,-97.59834,44.09660,10/12/2015 9:41:34 PM,161.70798,"1","3"
-97.5963232678316,44.0961581018906,2340.00000,-97.59632,44.09616,10/12/2015 9:27:51 PM,104.31236,"1","8"
-97.5978001658317,44.0965913728908,2341.00000,-97.59780,44.09659,10/12/2015 9:41:53 PM,194.69790,"1","3"
-97.5991670588318,44.0963641398907,2342.00000,-97.59917,44.09636,10/12/2015 9:34:57 PM,161.56423,"1","6"
-97.5985631218318,44.0966023638908,2345.00000,-97.59856,44.09660,10/12/2015 9:41:26 PM,155.92411,"1","3"
-97.5980271508316,44.0965948788908,2346.00000,-97.59803,44.09659,10/12/2015 9:41:45 PM,211.47076,"1","3"
-97.5961938658315,44.0965678488908,2348.00000,-97.59619,44.09657,10/12/2015 9:42:51 PM,185.94205,"1","3"
-97.5966252178315,44.0958325558906,2352.00000,-97.59663,44.09583,10/12/2015 9:04:32 PM,183.42395,"1","12"
-97.5962638008314,44.0964862528907,2354.00000,-97.59626,44.09649,10/12/2015 9:38:40 PM,204.80439,"1","4"
-97.5960633278315,44.0964005908907,2355.00000,-97.59606,44.09640,10/12/2015 9:37:41 PM,199.78345,"1","5"
-97.5961683438315,44.0964018938907,2357.00000,-97.59617,44.09640,10/12/2015 9:37:37 PM,170.86203,"1","5"
-97.5957987808311,44.0959842908906,2361.00000,-97.59580,44.09598,10/12/2015 9:19:23 PM,124.70203,"1","10"
-97.5991963788318,44.0961177048907,2363.00000,-97.59920,44.09612,10/12/2015 9:22:02 PM,212.82553,"1","9"
-97.5974781958317,44.0960926238906,2364.00000,-97.59748,44.09609,10/12/2015 9:23:05 PM,218.42882,"1","9"
-97.5969359078315,44.0960031958906,2365.00000,-97.59694,44.09600,10/12/2015 9:20:04 PM,165.59171,"1","10"
-97.5991203438317,44.0964453778908,2369.00000,-97.59912,44.09645,10/12/2015 9:35:48 PM,187.03768,"1","5"
-97.5978828558316,44.0966751858908,2371.00000,-97.59788,44.09668,10/12/2015 9:44:26 PM,190.62226,"1","2"
-97.5977534148317,44.0960969728906,2372.00000,-97.59775,44.09610,10/12/2015 9:22:55 PM,179.54716,"1","9"
-97.5965441688316,44.0960787128906,2377.00000,-97.59654,44.09608,10/12/2015 9:23:39 PM,153.82458,"1","9"
-97.5994319868317,44.0963700998907,2378.00000,-97.59943,44.09637,10/12/2015 9:35:07 PM,80.55990,"1","6"
-97.5966482898314,44.0959993188906,2380.00000,-97.59665,44.09600,10/12/2015 9:19:54 PM,150.30006,"1","10"
-97.5984869938316,44.0959401568907,2384.00000,-97.59849,44.09594,10/12/2015 9:01:11 PM,169.56508,"1","11"
-97.5983798218319,44.0962707418907,2385.00000,-97.59838,44.09627,10/12/2015 9:30:56 PM,170.99042,"1","7"
-97.5976308118316,44.0962604338907,2386.00000,-97.59763,44.09626,10/12/2015 9:31:25 PM,187.74181,"1","7"
-97.5990845728318,44.0958676768907,2387.00000,-97.59908,44.09587,10/12/2015 9:03:03 PM,151.62395,"1","12"
-97.5974149848318,44.0966681818908,2388.00000,-97.59741,44.09667,10/12/2015 9:44:11 PM,189.24089,"1","2"
-97.599096786832,44.0965286968908,2389.00000,-97.59910,44.09653,10/12/2015 9:40:16 PM,170.30439,"1","4"
-97.5966989398315,44.0964100728907,2390.00000,-97.59670,44.09641,10/12/2015 9:37:18 PM,172.30980,"1","5"
-97.5985599918316,44.0958598758907,2391.00000,-97.59856,44.09586,10/12/2015 9:03:22 PM,197.63292,"1","12"
-97.5968449188315,44.0964957478907,2393.00000,-97.59684,44.09650,10/12/2015 9:39:01 PM,148.87557,"1","4"
-97.5966692868315,44.0964922418908,2395.00000,-97.59667,44.09649,10/12/2015 9:38:55 PM,158.27009,"1","4"
-97.5967336768316,44.0959999038906,2398.00000,-97.59673,44.09600,10/12/2015 9:19:57 PM,174.83234,"1","10"
-97.5982745738318,44.0961047488906,2399.00000,-97.59827,44.09610,10/12/2015 9:22:36 PM,172.28235,"1","9"
-97.5966451758315,44.0962451578907,2400.00000,-97.59665,44.09625,10/12/2015 9:32:03 PM,180.92007,"1","7"
-97.5973941238316,44.0961736528907,2403.00000,-97.59739,44.09617,10/12/2015 9:28:31 PM,193.44472,"1","8"
-97.5972134438318,44.0964179478907,2404.00000,-97.59721,44.09642,10/12/2015 9:36:59 PM,176.53714,"1","5"
-97.5991823268318,44.0965297208908,2405.00000,-97.59918,44.09653,10/12/2015 9:40:19 PM,128.41354,"1","4"
-97.5968692158316,44.0961657828906,2406.00000,-97.59687,44.09617,10/12/2015 9:28:12 PM,157.93670,"1","8"
-97.5979252388318,44.0960172278906,2407.00000,-97.59793,44.09602,10/12/2015 9:20:38 PM,182.43539,"1","10"
-97.5984092798318,44.0967667528908,1.00000,-97.59841,44.09677,10/12/2015 9:46:26 PM,185.22819,"1","1"
-97.5968692928315,44.0963304698907,1.00000,-97.59687,44.09633,10/12/2015 9:33:40 PM,172.88036,"1","6"
-97.5959390138313,44.0959039968907,2416.00000,-97.59594,44.09590,10/12/2015 8:59:43 PM,157.28262,"1","11"
-97.5982668388318,44.0963511158907,2420.00000,-97.59827,44.09635,10/12/2015 9:34:27 PM,157.32903,"1","6"
-97.5957505518315,44.0960675628907,2421.00000,-97.59575,44.09607,10/12/2015 9:24:09 PM,97.60663,"1","9"
-97.598713340832,44.0961925698907,2422.00000,-97.59871,44.09619,10/12/2015 9:29:17 PM,153.11721,"1","8"
-97.5993880078315,44.0959539598907,2423.00000,-97.59939,44.09595,10/12/2015 9:01:45 PM,158.28196,"1","11"
-97.5967497938315,44.0962468638907,2425.00000,-97.59675,44.09625,10/12/2015 9:31:59 PM,171.20997,"1","7"
-97.5964355738316,44.0962426018907,2427.00000,-97.59644,44.09624,10/12/2015 9:32:11 PM,110.53644,"1","7"
-97.5981460858317,44.0958536638906,2430.00000,-97.59815,44.09585,10/12/2015 9:03:37 PM,169.07552,"1","12"
-97.5984607238319,44.0966835448908,2431.00000,-97.59846,44.09668,10/12/2015 9:44:45 PM,154.55905,"1","2"
-97.5958234548315,44.0960682248906,2433.00000,-97.59582,44.09607,10/12/2015 9:24:06 PM,173.02631,"1","9"
-97.599225940832,44.0966939698908,2434.00000,-97.59923,44.09669,10/12/2015 9:45:12 PM,159.22321,"1","2"
-97.5963089938315,44.0963215268907,2435.00000,-97.59631,44.09632,10/12/2015 9:33:21 PM,160.37356,"1","6"
-97.5964527428313,44.0959119118907,2438.00000,-97.59645,44.09591,10/12/2015 9:00:00 PM,161.06714,"1","11"
-97.5993929138317,44.0958723228907,2439.00000,-97.59939,44.09587,10/12/2015 9:02:48 PM,189.74795,"1","12"
-97.5982620268318,44.0960229358906,2440.00000,-97.59826,44.09602,10/12/2015 9:20:50 PM,159.46680,"1","10"
-97.5975999278315,44.0958459808906,2441.00000,-97.59760,44.09585,10/12/2015 9:03:56 PM,208.60107,"1","12"
-97.5978737928318,44.0965108538908,2443.00000,-97.59787,44.09651,10/12/2015 9:39:35 PM,169.92731,"1","4"
-97.5978158808317,44.0961804318907,2451.00000,-97.59782,44.09618,10/12/2015 9:28:46 PM,196.12960,"1","8"
-97.5964036288316,44.0966524018908,2452.00000,-97.59640,44.09665,10/12/2015 9:43:35 PM,153.92023,"1","2"
-97.5973152188317,44.0963369538907,2453.00000,-97.59732,44.09634,10/12/2015 9:33:55 PM,193.38242,"1","6"
-97.5993981838319,44.0960392878906,2455.00000,-97.59940,44.09604,10/12/2015 9:21:30 PM,115.32658,"1","10"
-97.5988645008318,44.0960313968906,2458.00000,-97.59886,44.09603,10/12/2015 9:21:11 PM,176.56926,"1","10"
-97.5969315388315,44.0962492798907,2460.00000,-97.59693,44.09625,10/12/2015 9:31:52 PM,155.68916,"1","7"
-97.5963637888316,44.0964044588907,2461.00000,-97.59636,44.09640,10/12/2015 9:37:30 PM,139.70850,"1","5"
-97.5977313378317,44.0961792338907,2463.00000,-97.59773,44.09618,10/12/2015 9:28:43 PM,185.09611,"1","8"
-97.5986395788319,44.0960281888906,2464.00000,-97.59864,44.09603,10/12/2015 9:21:03 PM,177.41442,"1","10"
-97.5988659918316,44.0958636728907,2466.00000,-97.59887,44.09586,10/12/2015 9:03:11 PM,177.01285,"1","12"
-97.5993372738316,44.0958706128907,2467.00000,-97.59934,44.09587,10/12/2015 9:02:52 PM,166.04917,"1","12"
-97.5984187678318,44.0964358988908,2472.00000,-97.59842,44.09644,10/12/2015 9:36:14 PM,173.45711,"1","5"
-97.5957395603356,44.095824042412,2474.00000,-97.59574,44.09582,10/12/2015 9:05:04 PM,0.00000,"1","12"
-97.5965406448316,44.0962439448907,2478.00000,-97.59654,44.09624,10/12/2015 9:32:07 PM,158.28727,"1","7"
-97.5986465338317,44.0966040478908,2480.00000,-97.59865,44.09660,10/12/2015 9:41:23 PM,183.20314,"1","3"
-97.5985646538319,44.0961087128906,2482.00000,-97.59856,44.09611,10/12/2015 9:22:25 PM,172.44581,"1","9"
-97.5974298298315,44.0959258018907,2485.00000,-97.59743,44.09593,10/12/2015 9:00:34 PM,164.42149,"1","11"
-97.5979675028315,44.0959333398907,2486.00000,-97.59797,44.09593,10/12/2015 9:00:53 PM,196.53433,"1","11"
-97.5964957608315,44.0965719708908,2488.00000,-97.59650,44.09657,10/12/2015 9:42:40 PM,177.57081,"1","3"
-97.5960397878314,44.0961543478906,2489.00000,-97.59604,44.09615,10/12/2015 9:24:59 PM,164.57060,"1","8"
-97.599041082832,44.0966917808908,2490.00000,-97.59904,44.09669,10/12/2015 9:45:05 PM,194.19234,"1","2"
-97.5969208168314,44.0958360138906,2492.00000,-97.59692,44.09584,10/12/2015 9:04:21 PM,181.45437,"1","12"
-97.5960978578314,44.0963186228907,2493.00000,-97.59610,44.09632,10/12/2015 9:33:14 PM,188.37328,"1","6"
-97.5976906718316,44.0965898508908,2494.00000,-97.59769,44.09659,10/12/2015 9:41:57 PM,168.53273,"1","3"
-97.5978148248317,44.0960157228906,2495.00000,-97.59781,44.09602,10/12/2015 9:20:34 PM,192.80647,"1","10"
-97.5983909708319,44.0961889668907,2496.00000,-97.59839,44.09619,10/12/2015 9:29:06 PM,164.56515,"1","8"
-97.5979401458317,44.0963464618907,2501.00000,-97.59794,44.09635,10/12/2015 9:34:16 PM,190.49283,"1","6"
-97.5984850048319,44.0961077738906,2508.00000,-97.59849,44.09611,10/12/2015 9:22:28 PM,175.77802,"1","9"
-97.5962118798315,44.0960735918906,2509.00000,-97.59621,44.09607,10/12/2015 9:23:51 PM,163.44639,"1","9"
-97.5973331788315,44.0965846178908,2512.00000,-97.59733,44.09658,10/12/2015 9:42:10 PM,184.85512,"1","3"
-97.5968467518317,44.0960830768907,2514.00000,-97.59685,44.09608,10/12/2015 9:23:28 PM,170.54363,"1","9"
