X,Y,DISTANCE,SWATHWIDTH,VRYIELDVOL,SECTIONID,Crop,WetMass,Moisture,Time,Heading,VARIETY
-127319.923900589,739298.760494248,6.36377285,5.00000000,105.54121442,329,173,5945.70945794,15.51000000,10/12/2015 8:58:07 PM,1.94781244,5893VT2RIB 98day
-127318.408247506,739298.656974164,6.36377285,5.00000000,105.54121442,330,173,5945.70945794,15.51000000,10/12/2015 8:58:07 PM,1.94781244,5893VT2RIB 98day
-127316.892594435,739298.553454038,6.36377285,5.00000000,105.54121442,331,173,5945.70945794,15.51000000,10/12/2015 8:58:07 PM,1.94781244,5893VT2RIB 98day
-127324.372229449,739300.989974611,6.29815605,5.00000000,98.16000711,326,173,5529.88824161,15.51000000,10/12/2015 8:58:08 PM,1.87781244,5893VT2RIB 98day
-127322.856451371,739300.888319225,6.29815605,5.00000000,98.16000711,327,173,5529.88824161,15.51000000,10/12/2015 8:58:08 PM,1.87781244,5893VT2RIB 98day
-127321.340673302,739300.786663787,6.29815605,5.00000000,98.16000711,328,173,5529.88824161,15.51000000,10/12/2015 8:58:08 PM,1.87781244,5893VT2RIB 98day
-127319.824895246,739300.685008298,6.29815605,5.00000000,98.16000711,329,173,5529.88824161,15.51000000,10/12/2015 8:58:08 PM,1.87781244,5893VT2RIB 98day
-127318.309117201,739300.583352767,6.29815605,5.00000000,98.16000711,330,173,5529.88824161,15.51000000,10/12/2015 8:58:08 PM,1.87781244,5893VT2RIB 98day
-127316.793339169,739300.481697182,6.29815605,5.00000000,98.16000711,331,173,5529.88824161,15.51000000,10/12/2015 8:58:08 PM,1.87781244,5893VT2RIB 98day
-127324.312979878,739302.665890166,5.60917967,5.00000000,92.48915260,326,173,5210.41483971,15.51000000,10/12/2015 8:58:09 PM,1.36781244,5893VT2RIB 98day
-127322.79636003,739302.577823797,5.60917967,5.00000000,92.48915260,327,173,5210.41483971,15.51000000,10/12/2015 8:58:09 PM,1.36781244,5893VT2RIB 98day
-127321.279740193,739302.489757373,5.60917967,5.00000000,92.48915260,328,173,5210.41483971,15.51000000,10/12/2015 8:58:09 PM,1.36781244,5893VT2RIB 98day
-127319.763120365,739302.401690905,5.60917967,5.00000000,92.48915260,329,173,5210.41483971,15.51000000,10/12/2015 8:58:09 PM,1.36781244,5893VT2RIB 98day
-127318.24650055,739302.313624384,5.60917967,5.00000000,92.48915260,330,173,5210.41483971,15.51000000,10/12/2015 8:58:09 PM,1.36781244,5893VT2RIB 98day
-127316.729880745,739302.225557808,5.60917967,5.00000000,92.48915260,331,173,5210.41483971,15.51000000,10/12/2015 8:58:09 PM,1.36781244,5893VT2RIB 98day
-127324.284863405,739303.56726362,3.01731615,5.00000000,137.00342845,326,173,7718.14717616,15.51000000,10/12/2015 8:58:10 PM,1.10781244,5893VT2RIB 98day
-127322.767860661,739303.486127727,3.01731615,5.00000000,137.00342845,327,173,7718.14717616,15.51000000,10/12/2015 8:58:10 PM,1.10781244,5893VT2RIB 98day
-127321.250857926,739303.404991793,3.01731615,5.00000000,137.00342845,328,173,7718.14717616,15.51000000,10/12/2015 8:58:10 PM,1.10781244,5893VT2RIB 98day
-127319.733855199,739303.32385581,3.01731615,5.00000000,137.00342845,329,173,7718.14717616,15.51000000,10/12/2015 8:58:10 PM,1.10781244,5893VT2RIB 98day
-127318.216852486,739303.242719775,3.01731615,5.00000000,137.00342845,330,173,7718.14717616,15.51000000,10/12/2015 8:58:10 PM,1.10781244,5893VT2RIB 98day
-127316.699849781,739303.161583694,3.01731615,5.00000000,137.00342845,331,173,7718.14717616,15.51000000,10/12/2015 8:58:10 PM,1.10781244,5893VT2RIB 98day
-127333.422656838,739288.325257093,3.87033453,5.00000000,526.46995209,326,173,29658.90611180,15.51000000,10/12/2015 8:58:36 PM,354.29840698,5893VT2RIB 98day
-127331.906759624,739288.425799065,3.87033453,5.00000000,526.46995209,327,173,29658.90611180,15.51000000,10/12/2015 8:58:36 PM,354.29840698,5893VT2RIB 98day
-127330.390862409,739288.52634099,3.87033453,5.00000000,526.46995209,328,173,29658.90611180,15.51000000,10/12/2015 8:58:36 PM,354.29840698,5893VT2RIB 98day
-127333.479089585,739290.295364387,5.93726366,5.00000000,120.14601355,326,173,6768.47754762,15.51000000,10/12/2015 8:58:36 PM,356.69840698,5893VT2RIB 98day
-127331.960355112,739290.331903512,5.93726366,5.00000000,120.14601355,327,173,6768.47754762,15.51000000,10/12/2015 8:58:36 PM,356.69840698,5893VT2RIB 98day
-127330.441620641,739290.368442589,5.93726366,5.00000000,120.14601355,328,173,6768.47754762,15.51000000,10/12/2015 8:58:36 PM,356.69840698,5893VT2RIB 98day
-127328.922886175,739290.404981615,5.93726366,5.00000000,120.14601355,329,173,6768.47754762,15.51000000,10/12/2015 8:58:36 PM,356.69840698,5893VT2RIB 98day
-127327.404151712,739290.441520584,5.93726366,5.00000000,120.14601355,330,173,6768.47754762,15.51000000,10/12/2015 8:58:36 PM,356.69840698,5893VT2RIB 98day
-127325.885417253,739290.478059517,5.93726366,5.00000000,120.14601355,331,173,6768.47754762,15.51000000,10/12/2015 8:58:36 PM,356.69840698,5893VT2RIB 98day
-127333.394303276,739292.585284022,6.75747363,5.00000000,88.84830726,326,173,5005.31088221,15.51000000,10/12/2015 8:58:38 PM,0.11718749,5893VT2RIB 98day
-127331.876128341,739292.530568386,6.75747363,5.00000000,88.84830726,327,173,5005.31088221,15.51000000,10/12/2015 8:58:38 PM,0.11718749,5893VT2RIB 98day
-127330.357953416,739292.475852702,6.75747363,5.00000000,88.84830726,328,173,5005.31088221,15.51000000,10/12/2015 8:58:38 PM,0.11718749,5893VT2RIB 98day
-127328.839778499,739292.421136968,6.75747363,5.00000000,88.84830726,329,173,5005.31088221,15.51000000,10/12/2015 8:58:38 PM,0.11718749,5893VT2RIB 98day
-127327.321603592,739292.366421185,6.75747363,5.00000000,88.84830726,330,173,5005.31088221,15.51000000,10/12/2015 8:58:38 PM,0.11718749,5893VT2RIB 98day
-127325.803428692,739292.311705352,6.75747363,5.00000000,88.84830726,331,173,5005.31088221,15.51000000,10/12/2015 8:58:38 PM,0.11718749,5893VT2RIB 98day
-127333.277850879,739294.883335806,7.24959962,5.00000000,86.21763190,326,173,4857.10630992,15.51000000,10/12/2015 8:58:39 PM,1.43718749,5893VT2RIB 98day
-127331.761338647,739294.793420808,7.24959962,5.00000000,86.21763190,327,173,4857.10630992,15.51000000,10/12/2015 8:58:39 PM,1.43718749,5893VT2RIB 98day
-127330.244826428,739294.703505752,7.24959962,5.00000000,86.21763190,328,173,4857.10630992,15.51000000,10/12/2015 8:58:39 PM,1.43718749,5893VT2RIB 98day
-127328.728314219,739294.613590654,7.24959962,5.00000000,86.21763190,329,173,4857.10630992,15.51000000,10/12/2015 8:58:39 PM,1.43718749,5893VT2RIB 98day
-127327.211802021,739294.523675501,7.24959962,5.00000000,86.21763190,330,173,4857.10630992,15.51000000,10/12/2015 8:58:39 PM,1.43718749,5893VT2RIB 98day
-127325.695289832,739294.433760307,7.24959962,5.00000000,86.21763190,331,173,4857.10630992,15.51000000,10/12/2015 8:58:39 PM,1.43718749,5893VT2RIB 98day
-127333.143620243,739297.163666818,7.31521641,5.00000000,102.44770712,326,173,5771.43470497,15.51000000,10/12/2015 8:58:39 PM,2.13718749,5893VT2RIB 98day
-127331.628316379,739297.055103658,7.31521641,5.00000000,102.44770712,327,173,5771.43470497,15.51000000,10/12/2015 8:58:39 PM,2.13718749,5893VT2RIB 98day
-127330.113012528,739296.946540449,7.31521641,5.00000000,102.44770712,328,173,5771.43470497,15.51000000,10/12/2015 8:58:39 PM,2.13718749,5893VT2RIB 98day
-127328.597708689,739296.837977191,7.31521641,5.00000000,102.44770712,329,173,5771.43470497,15.51000000,10/12/2015 8:58:39 PM,2.13718749,5893VT2RIB 98day
-127327.082404862,739296.729413889,7.31521641,5.00000000,102.44770712,330,173,5771.43470497,15.51000000,10/12/2015 8:58:39 PM,2.13718749,5893VT2RIB 98day
-127325.567101047,739296.620850535,7.31521641,5.00000000,102.44770712,331,173,5771.43470497,15.51000000,10/12/2015 8:58:39 PM,2.13718749,5893VT2RIB 98day
-127333.012087414,739299.261748412,6.85589883,5.00000000,140.05509099,326,173,7890.06580962,15.51000000,10/12/2015 8:58:41 PM,2.23718749,5893VT2RIB 98day
-127331.496974592,739299.150522486,6.85589883,5.00000000,140.05509099,327,173,7890.06580962,15.51000000,10/12/2015 8:58:41 PM,2.23718749,5893VT2RIB 98day
-127329.981861781,739299.0392965,6.85589883,5.00000000,140.05509099,328,173,7890.06580962,15.51000000,10/12/2015 8:58:41 PM,2.23718749,5893VT2RIB 98day
-127328.466748984,739298.928070476,6.85589883,5.00000000,140.05509099,329,173,7890.06580962,15.51000000,10/12/2015 8:58:41 PM,2.23718749,5893VT2RIB 98day
-127326.951636197,739298.816844396,6.85589883,5.00000000,140.05509099,330,173,7890.06580962,15.51000000,10/12/2015 8:58:41 PM,2.23718749,5893VT2RIB 98day
-127325.436523424,739298.705618273,6.85589883,5.00000000,140.05509099,331,173,7890.06580962,15.51000000,10/12/2015 8:58:41 PM,2.23718749,5893VT2RIB 98day
-127332.909141825,739301.114855852,6.13411405,5.00000000,151.03350268,326,173,8508.53569676,15.51000000,10/12/2015 8:58:42 PM,1.96718749,5893VT2RIB 98day
-127331.39352357,739301.010820124,6.13411405,5.00000000,151.03350268,327,173,8508.53569676,15.51000000,10/12/2015 8:58:42 PM,1.96718749,5893VT2RIB 98day
-127329.877905327,739300.906784347,6.13411405,5.00000000,151.03350268,328,173,8508.53569676,15.51000000,10/12/2015 8:58:42 PM,1.96718749,5893VT2RIB 98day
-127328.362287094,739300.802748524,6.13411405,5.00000000,151.03350268,329,173,8508.53569676,15.51000000,10/12/2015 8:58:42 PM,1.96718749,5893VT2RIB 98day
-127326.846668873,739300.698712656,6.13411405,5.00000000,151.03350268,330,173,8508.53569676,15.51000000,10/12/2015 8:58:42 PM,1.96718749,5893VT2RIB 98day
-127325.331050665,739300.594676737,6.13411405,5.00000000,151.03350268,331,173,8508.53569676,15.51000000,10/12/2015 8:58:42 PM,1.96718749,5893VT2RIB 98day
-127332.821420434,739302.866913019,5.74041327,5.00000000,129.16476904,326,173,7276.55082577,15.51000000,10/12/2015 8:58:43 PM,1.90718749,5893VT2RIB 98day
-127331.305694391,739302.76447543,5.74041327,5.00000000,129.16476904,327,173,7276.55082577,15.51000000,10/12/2015 8:58:43 PM,1.90718749,5893VT2RIB 98day
-127329.789968361,739302.662037791,5.74041327,5.00000000,129.16476904,328,173,7276.55082577,15.51000000,10/12/2015 8:58:43 PM,1.90718749,5893VT2RIB 98day
-127328.27424234,739302.559600103,5.74041327,5.00000000,129.16476904,329,173,7276.55082577,15.51000000,10/12/2015 8:58:43 PM,1.90718749,5893VT2RIB 98day
-127326.758516333,739302.457162374,5.74041327,5.00000000,129.16476904,330,173,7276.55082577,15.51000000,10/12/2015 8:58:43 PM,1.90718749,5893VT2RIB 98day
-127325.242790336,739302.354724586,5.74041327,5.00000000,129.16476904,331,173,7276.55082577,15.51000000,10/12/2015 8:58:43 PM,1.90718749,5893VT2RIB 98day
-127332.72799117,739304.591864368,5.64198807,5.00000000,78.16450107,326,173,4403.43242096,15.51000000,10/12/2015 8:58:44 PM,1.94718749,5893VT2RIB 98day
-127331.212336716,739304.488361325,5.64198807,5.00000000,78.16450107,327,173,4403.43242096,15.51000000,10/12/2015 8:58:44 PM,1.94718749,5893VT2RIB 98day
-127329.696682276,739304.384858243,5.64198807,5.00000000,78.16450107,328,173,4403.43242096,15.51000000,10/12/2015 8:58:44 PM,1.94718749,5893VT2RIB 98day
-127328.181027846,739304.281355107,5.64198807,5.00000000,78.16450107,329,173,4403.43242096,15.51000000,10/12/2015 8:58:44 PM,1.94718749,5893VT2RIB 98day
-127326.665373428,739304.177851919,5.64198807,5.00000000,78.16450107,330,173,4403.43242096,15.51000000,10/12/2015 8:58:44 PM,1.94718749,5893VT2RIB 98day
-127325.149719022,739304.074348685,5.64198807,5.00000000,78.16450107,331,173,4403.43242096,15.51000000,10/12/2015 8:58:44 PM,1.94718749,5893VT2RIB 98day
-127332.653832839,739305.995835053,4.55931090,5.00000000,92.76777886,326,173,5226.11241518,15.51000000,10/12/2015 8:58:45 PM,2.14718749,5893VT2RIB 98day
-127331.138547624,739305.887005563,4.55931090,5.00000000,92.76777886,327,173,5226.11241518,15.51000000,10/12/2015 8:58:45 PM,2.14718749,5893VT2RIB 98day
-127329.623262421,739305.778176028,4.55931090,5.00000000,92.76777886,328,173,5226.11241518,15.51000000,10/12/2015 8:58:45 PM,2.14718749,5893VT2RIB 98day
-127328.107977229,739305.669346441,4.55931090,5.00000000,92.76777886,329,173,5226.11241518,15.51000000,10/12/2015 8:58:45 PM,2.14718749,5893VT2RIB 98day
-127326.59269205,739305.560516808,4.55931090,5.00000000,92.76777886,330,173,5226.11241518,15.51000000,10/12/2015 8:58:45 PM,2.14718749,5893VT2RIB 98day
-127325.077406882,739305.451687126,4.55931090,5.00000000,92.76777886,331,173,5226.11241518,15.51000000,10/12/2015 8:58:45 PM,2.14718749,5893VT2RIB 98day
-127333.833004561,739288.415463724,6.23253925,5.00000000,10.10334027,329,173,567.02855101,15.19000000,10/12/2015 8:59:09 PM,245.85653198,5893VT2RIB 98day
-127334.406943627,739289.831571256,6.23253925,5.00000000,10.10334027,330,173,567.02855101,15.19000000,10/12/2015 8:59:09 PM,245.85653198,5893VT2RIB 98day
-127334.980882721,739291.247678745,6.23253925,5.00000000,10.10334027,331,173,567.02855101,15.19000000,10/12/2015 8:59:09 PM,245.85653198,5893VT2RIB 98day
-127335.059197973,739286.226984942,6.42938964,5.00000000,34.59832456,328,173,1941.76083202,15.19000000,10/12/2015 8:59:09 PM,245.86653198,5893VT2RIB 98day
-127335.632891554,739287.643193412,6.42938964,5.00000000,34.59832456,329,173,1941.76083202,15.19000000,10/12/2015 8:59:09 PM,245.86653198,5893VT2RIB 98day
-127336.206585163,739289.059401847,6.42938964,5.00000000,34.59832456,330,173,1941.76083202,15.19000000,10/12/2015 8:59:09 PM,245.86653198,5893VT2RIB 98day
-127336.780278801,739290.47561023,6.42938964,5.00000000,34.59832456,331,173,1941.76083202,15.19000000,10/12/2015 8:59:09 PM,245.86653198,5893VT2RIB 98day
-127336.409159799,739285.622925539,4.88739489,5.00000000,22.49963607,328,173,1267.37289434,15.50000000,10/12/2015 8:59:11 PM,245.55653198,5893VT2RIB 98day
-127336.990455798,739287.035986215,4.88739489,5.00000000,22.49963607,329,173,1267.37289434,15.50000000,10/12/2015 8:59:11 PM,245.55653198,5893VT2RIB 98day
-127337.571751826,739288.449046851,4.88739489,5.00000000,22.49963607,330,173,1267.37289434,15.50000000,10/12/2015 8:59:11 PM,245.55653198,5893VT2RIB 98day
-127338.153047884,739289.862107441,4.88739489,5.00000000,22.49963607,331,173,1267.37289434,15.50000000,10/12/2015 8:59:11 PM,245.55653198,5893VT2RIB 98day
-127337.015936561,739285.371790706,2.16429778,5.00000000,40.25847386,328,173,2267.70584275,15.50000000,10/12/2015 8:59:12 PM,245.56653198,5893VT2RIB 98day
-127337.596987602,739286.784953571,2.16429778,5.00000000,40.25847386,329,173,2267.70584275,15.50000000,10/12/2015 8:59:12 PM,245.56653198,5893VT2RIB 98day
-127338.178038671,739288.198116397,2.16429778,5.00000000,40.25847386,330,173,2267.70584275,15.50000000,10/12/2015 8:59:12 PM,245.56653198,5893VT2RIB 98day
-127338.75908977,739289.611279188,2.16429778,5.00000000,40.25847386,331,173,2267.70584275,15.50000000,10/12/2015 8:59:12 PM,245.56653198,5893VT2RIB 98day
-127328.277382718,739290.457365759,3.77190933,5.00000000,73.31490530,327,173,4132.18166186,15.55000000,10/12/2015 8:59:26 PM,289.36653198,5893VT2RIB 98day
-127334.651577603,739291.257826497,4.29684371,5.00000000,170.51161857,326,173,9610.39036516,15.55000000,10/12/2015 8:59:31 PM,285.80653198,5893VT2RIB 98day
-127334.188376875,739292.714701792,4.29684371,5.00000000,170.51161857,327,173,9610.39036516,15.55000000,10/12/2015 8:59:31 PM,285.80653198,5893VT2RIB 98day
-127333.725176119,739294.171577047,4.29684371,5.00000000,170.51161857,328,173,9610.39036516,15.55000000,10/12/2015 8:59:31 PM,285.80653198,5893VT2RIB 98day
-127335.819256299,739291.53985666,4.32965211,5.00000000,151.51043254,326,173,8539.44917491,15.55000000,10/12/2015 8:59:32 PM,284.13653198,5893VT2RIB 98day
-127335.398416866,739293.009695202,4.32965211,5.00000000,151.51043254,327,173,8539.44917491,15.55000000,10/12/2015 8:59:32 PM,284.13653198,5893VT2RIB 98day
-127334.977577406,739294.479533686,4.32965211,5.00000000,151.51043254,328,173,8539.44917491,15.55000000,10/12/2015 8:59:32 PM,284.13653198,5893VT2RIB 98day
-127334.556737917,739295.949372134,4.32965211,5.00000000,151.51043254,329,173,8539.44917491,15.55000000,10/12/2015 8:59:32 PM,284.13653198,5893VT2RIB 98day
-127334.135898401,739297.419210527,4.32965211,5.00000000,151.51043254,330,173,8539.44917491,15.55000000,10/12/2015 8:59:32 PM,284.13653198,5893VT2RIB 98day
-127333.715058858,739298.88904887,4.32965211,5.00000000,151.51043254,331,173,8539.44917491,15.55000000,10/12/2015 8:59:32 PM,284.13653198,5893VT2RIB 98day
-127336.983010357,739291.759833467,4.32965211,5.00000000,190.07670617,326,173,10713.12714670,15.55000000,10/12/2015 8:59:33 PM,282.14653198,5893VT2RIB 98day
-127336.61311314,739293.243487965,4.32965211,5.00000000,190.07670617,327,173,10713.12714670,15.55000000,10/12/2015 8:59:33 PM,282.14653198,5893VT2RIB 98day
-127336.243215898,739294.727142407,4.32965211,5.00000000,190.07670617,328,173,10713.12714670,15.55000000,10/12/2015 8:59:33 PM,282.14653198,5893VT2RIB 98day
-127335.873318632,739296.210796799,4.32965211,5.00000000,190.07670617,329,173,10713.12714670,15.55000000,10/12/2015 8:59:33 PM,282.14653198,5893VT2RIB 98day
-127335.50342134,739297.694451149,4.32965211,5.00000000,190.07670617,330,173,10713.12714670,15.55000000,10/12/2015 8:59:33 PM,282.14653198,5893VT2RIB 98day
-127335.133524025,739299.178105454,4.32965211,5.00000000,190.07670617,331,173,10713.12714670,15.55000000,10/12/2015 8:59:33 PM,282.14653198,5893VT2RIB 98day
-127338.342572127,739291.968778577,5.01862849,5.00000000,180.39184986,326,173,10167.26504984,15.55000000,10/12/2015 8:59:34 PM,279.89653198,5893VT2RIB 98day
-127338.030807068,739293.465897765,5.01862849,5.00000000,180.39184986,327,173,10167.26504984,15.55000000,10/12/2015 8:59:34 PM,279.89653198,5893VT2RIB 98day
-127337.719041986,739294.963016907,5.01862849,5.00000000,180.39184986,328,173,10167.26504984,15.55000000,10/12/2015 8:59:34 PM,279.89653198,5893VT2RIB 98day
-127337.407276883,739296.460136,5.01862849,5.00000000,180.39184986,329,173,10167.26504984,15.55000000,10/12/2015 8:59:34 PM,279.89653198,5893VT2RIB 98day
-127337.095511757,739297.957255042,5.01862849,5.00000000,180.39184986,330,173,10167.26504984,15.55000000,10/12/2015 8:59:34 PM,279.89653198,5893VT2RIB 98day
-127336.78374661,739299.454374039,5.01862849,5.00000000,180.39184986,331,173,10167.26504984,15.55000000,10/12/2015 8:59:34 PM,279.89653198,5893VT2RIB 98day
-127339.965412762,739292.131551491,5.97007206,5.00000000,151.16728174,326,173,8520.10996384,15.55000000,10/12/2015 8:59:35 PM,277.08653198,5893VT2RIB 98day
-127339.72691287,739293.642242724,5.97007206,5.00000000,151.16728174,327,173,8520.10996384,15.55000000,10/12/2015 8:59:35 PM,277.08653198,5893VT2RIB 98day
-127339.48841296,739295.152933918,5.97007206,5.00000000,151.16728174,328,173,8520.10996384,15.55000000,10/12/2015 8:59:35 PM,277.08653198,5893VT2RIB 98day
-127339.249913031,739296.663625063,5.97007206,5.00000000,151.16728174,329,173,8520.10996384,15.55000000,10/12/2015 8:59:35 PM,277.08653198,5893VT2RIB 98day
-127339.011413086,739298.174316161,5.97007206,5.00000000,151.16728174,330,173,8520.10996384,15.55000000,10/12/2015 8:59:35 PM,277.08653198,5893VT2RIB 98day
-127338.772913122,739299.685007213,5.97007206,5.00000000,151.16728174,331,173,8520.10996384,15.55000000,10/12/2015 8:59:35 PM,277.08653198,5893VT2RIB 98day
-127341.952565454,739292.236163965,7.11836602,5.00000000,143.77659055,326,173,8103.55057803,15.55000000,10/12/2015 8:59:36 PM,274.43653198,5893VT2RIB 98day
-127341.783687633,739293.756326399,7.11836602,5.00000000,143.77659055,327,173,8103.55057803,15.55000000,10/12/2015 8:59:36 PM,274.43653198,5893VT2RIB 98day
-127341.6148098,739295.27648879,7.11836602,5.00000000,143.77659055,328,173,8103.55057803,15.55000000,10/12/2015 8:59:36 PM,274.43653198,5893VT2RIB 98day
-127341.445931953,739296.796651134,7.11836602,5.00000000,143.77659055,329,173,8103.55057803,15.55000000,10/12/2015 8:59:36 PM,274.43653198,5893VT2RIB 98day
-127341.277054092,739298.31681343,7.11836602,5.00000000,143.77659055,330,173,8103.55057803,15.55000000,10/12/2015 8:59:36 PM,274.43653198,5893VT2RIB 98day
-127341.108176216,739299.836975678,7.11836602,5.00000000,143.77659055,331,173,8103.55057803,15.55000000,10/12/2015 8:59:36 PM,274.43653198,5893VT2RIB 98day
-127344.013557846,739292.361525979,7.05274922,5.00000000,135.45066177,326,173,7634.28599609,15.55000000,10/12/2015 8:59:37 PM,273.30653198,5893VT2RIB 98day
-127343.874486502,739293.884739219,7.05274922,5.00000000,135.45066177,327,173,7634.28599609,15.55000000,10/12/2015 8:59:37 PM,273.30653198,5893VT2RIB 98day
-127343.735415146,739295.407952404,7.05274922,5.00000000,135.45066177,328,173,7634.28599609,15.55000000,10/12/2015 8:59:37 PM,273.30653198,5893VT2RIB 98day
-127343.596343777,739296.931165555,7.05274922,5.00000000,135.45066177,329,173,7634.28599609,15.55000000,10/12/2015 8:59:37 PM,273.30653198,5893VT2RIB 98day
-127343.457272395,739298.454378657,7.05274922,5.00000000,135.45066177,330,173,7634.28599609,15.55000000,10/12/2015 8:59:37 PM,273.30653198,5893VT2RIB 98day
-127343.318201002,739299.977591709,7.05274922,5.00000000,135.45066177,331,173,7634.28599609,15.55000000,10/12/2015 8:59:37 PM,273.30653198,5893VT2RIB 98day
-127345.841312547,739292.470940477,6.13411405,5.00000000,153.51340818,326,173,8652.33956888,15.55000000,10/12/2015 8:59:38 PM,272.85653198,5893VT2RIB 98day
-127345.714126775,739293.995203757,6.13411405,5.00000000,153.51340818,327,173,8652.33956888,15.55000000,10/12/2015 8:59:38 PM,272.85653198,5893VT2RIB 98day
-127345.586940991,739295.519466984,6.13411405,5.00000000,153.51340818,328,173,8652.33956888,15.55000000,10/12/2015 8:59:38 PM,272.85653198,5893VT2RIB 98day
-127345.459755195,739297.043730171,6.13411405,5.00000000,153.51340818,329,173,8652.33956888,15.55000000,10/12/2015 8:59:38 PM,272.85653198,5893VT2RIB 98day
-127345.33256939,739298.567993309,6.13411405,5.00000000,153.51340818,330,173,8652.33956888,15.55000000,10/12/2015 8:59:38 PM,272.85653198,5893VT2RIB 98day
-127345.205383571,739300.092256404,6.13411405,5.00000000,153.51340818,331,173,8652.33956888,15.55000000,10/12/2015 8:59:38 PM,272.85653198,5893VT2RIB 98day
-127347.277595882,739292.551902005,4.75616130,5.00000000,201.81040922,326,173,11374.46571245,15.55000000,10/12/2015 8:59:39 PM,272.69653198,5893VT2RIB 98day
-127347.154638042,739294.076515979,4.75616130,5.00000000,201.81040922,327,173,11374.46571245,15.55000000,10/12/2015 8:59:39 PM,272.69653198,5893VT2RIB 98day
-127347.031680192,739295.601129901,4.75616130,5.00000000,201.81040922,328,173,11374.46571245,15.55000000,10/12/2015 8:59:39 PM,272.69653198,5893VT2RIB 98day
-127346.90872233,739297.125743784,4.75616130,5.00000000,201.81040922,329,173,11374.46571245,15.55000000,10/12/2015 8:59:39 PM,272.69653198,5893VT2RIB 98day
-127346.785764456,739298.650357621,4.75616130,5.00000000,201.81040922,330,173,11374.46571245,15.55000000,10/12/2015 8:59:39 PM,272.69653198,5893VT2RIB 98day
-127346.662806572,739300.174971408,4.75616130,5.00000000,201.81040922,331,173,11374.46571245,15.55000000,10/12/2015 8:59:39 PM,272.69653198,5893VT2RIB 98day
-127348.601537534,739292.626424215,4.39526891,5.00000000,237.18440608,326,173,13393.59474263,15.71000000,10/12/2015 8:59:40 PM,272.50653198,5893VT2RIB 98day
-127348.483601598,739294.151439197,4.39526891,5.00000000,237.18440608,327,173,13393.59474263,15.71000000,10/12/2015 8:59:40 PM,272.50653198,5893VT2RIB 98day
-127348.365665649,739295.676454124,4.39526891,5.00000000,237.18440608,328,173,13393.59474263,15.71000000,10/12/2015 8:59:40 PM,272.50653198,5893VT2RIB 98day
-127348.24772969,739297.201469014,4.39526891,5.00000000,237.18440608,329,173,13393.59474263,15.71000000,10/12/2015 8:59:40 PM,272.50653198,5893VT2RIB 98day
-127348.129793718,739298.726483852,4.39526891,5.00000000,237.18440608,330,173,13393.59474263,15.71000000,10/12/2015 8:59:40 PM,272.50653198,5893VT2RIB 98day
-127348.011857738,739300.251498651,4.39526891,5.00000000,237.18440608,331,173,13393.59474263,15.71000000,10/12/2015 8:59:40 PM,272.50653198,5893VT2RIB 98day
-127350.167143209,739292.684562024,5.28109568,5.00000000,205.45084084,326,173,11601.62365746,15.71000000,10/12/2015 8:59:40 PM,271.95653198,5893VT2RIB 98day
-127350.063751405,739294.210643254,5.28109568,5.00000000,205.45084084,327,173,11601.62365746,15.71000000,10/12/2015 8:59:40 PM,271.95653198,5893VT2RIB 98day
-127349.96035959,739295.736724425,5.28109568,5.00000000,205.45084084,328,173,11601.62365746,15.71000000,10/12/2015 8:59:40 PM,271.95653198,5893VT2RIB 98day
-127349.856967765,739297.262805564,5.28109568,5.00000000,205.45084084,329,173,11601.62365746,15.71000000,10/12/2015 8:59:40 PM,271.95653198,5893VT2RIB 98day
-127349.753575931,739298.788886653,5.28109568,5.00000000,205.45084084,330,173,11601.62365746,15.71000000,10/12/2015 8:59:40 PM,271.95653198,5893VT2RIB 98day
-127349.650184086,739300.3149677,5.28109568,5.00000000,205.45084084,331,173,11601.62365746,15.71000000,10/12/2015 8:59:40 PM,271.95653198,5893VT2RIB 98day
-127352.298077806,739292.745577511,7.21679122,5.00000000,169.90352168,326,173,9594.29911204,15.71000000,10/12/2015 8:59:42 PM,271.03653198,5893VT2RIB 98day
-127352.21903498,739294.273127882,7.21679122,5.00000000,169.90352168,327,173,9594.29911204,15.71000000,10/12/2015 8:59:42 PM,271.03653198,5893VT2RIB 98day
-127352.139992146,739295.800678215,7.21679122,5.00000000,169.90352168,328,173,9594.29911204,15.71000000,10/12/2015 8:59:42 PM,271.03653198,5893VT2RIB 98day
-127352.060949304,739297.328228499,7.21679122,5.00000000,169.90352168,329,173,9594.29911204,15.71000000,10/12/2015 8:59:42 PM,271.03653198,5893VT2RIB 98day
-127351.981906453,739298.855778738,7.21679122,5.00000000,169.90352168,330,173,9594.29911204,15.71000000,10/12/2015 8:59:42 PM,271.03653198,5893VT2RIB 98day
-127351.902863591,739300.383328927,7.21679122,5.00000000,169.90352168,331,173,9594.29911204,15.71000000,10/12/2015 8:59:42 PM,271.03653198,5893VT2RIB 98day
-127354.741670083,739292.807129767,8.06980959,5.00000000,157.28262375,326,173,8881.60964949,15.71000000,10/12/2015 8:59:43 PM,270.93653198,5893VT2RIB 98day
-127354.665275291,739294.334816117,8.06980959,5.00000000,157.28262375,327,173,8881.60964949,15.71000000,10/12/2015 8:59:43 PM,270.93653198,5893VT2RIB 98day
