WKT,DISTANCE,SWATHWIDTH,VRYIELDVOL,SECTIONID,Crop,WetMass,Moisture,Time,Heading,VARIETY
"POINT Z (-97.5989186337507 44.0958027389166 nan)",7.54487521,5.00000000,162.60313411,327,173,9141.92170523,15.34000000,10/12/2015 8:54:25 PM,91.31718655,5893VT2RIB 98day
"POINT Z (-97.5989193951386 44.0957890308994 nan)",7.54487521,5.00000000,162.60313411,328,173,9141.92170523,15.34000000,10/12/2015 8:54:25 PM,91.31718655,5893VT2RIB 98day
"POINT Z (-97.598920156526 44.0957753228821 nan)",7.54487521,5.00000000,162.60313411,329,173,9141.92170523,15.34000000,10/12/2015 8:54:25 PM,91.31718655,5893VT2RIB 98day
"POINT Z (-97.598920917913 44.0957616148648 nan)",7.54487521,5.00000000,162.60313411,330,173,9141.92170523,15.34000000,10/12/2015 8:54:25 PM,91.31718655,5893VT2RIB 98day
"POINT Z (-97.5989216792996 44.0957479068474 nan)",7.54487521,5.00000000,162.60313411,331,173,9141.92170523,15.34000000,10/12/2015 8:54:25 PM,91.31718655,5893VT2RIB 98day
"POINT Z (-97.5988896269493 44.0958160319477 nan)",7.47925841,5.00000000,146.40243714,326,173,8231.08256917,15.34000000,10/12/2015 8:54:27 PM,91.09718655,5893VT2RIB 98day
"POINT Z (-97.5988903153028 44.095802321925 nan)",7.47925841,5.00000000,146.40243714,327,173,8231.08256917,15.34000000,10/12/2015 8:54:27 PM,91.09718655,5893VT2RIB 98day
"POINT Z (-97.5988910036559 44.0957886119022 nan)",7.47925841,5.00000000,146.40243714,328,173,8231.08256917,15.34000000,10/12/2015 8:54:27 PM,91.09718655,5893VT2RIB 98day
"POINT Z (-97.5988916920087 44.0957749018793 nan)",7.47925841,5.00000000,146.40243714,329,173,8231.08256917,15.34000000,10/12/2015 8:54:27 PM,91.09718655,5893VT2RIB 98day
"POINT Z (-97.598892380361 44.0957611918564 nan)",7.47925841,5.00000000,146.40243714,330,173,8231.08256917,15.34000000,10/12/2015 8:54:27 PM,91.09718655,5893VT2RIB 98day
"POINT Z (-97.598893068713 44.0957474818335 nan)",7.47925841,5.00000000,146.40243714,331,173,8231.08256917,15.34000000,10/12/2015 8:54:27 PM,91.09718655,5893VT2RIB 98day
"POINT Z (-97.598861428943 44.0958157420595 nan)",7.44645001,5.00000000,162.70402458,326,173,9209.60408040,15.91000000,10/12/2015 8:54:28 PM,90.99718655,5893VT2RIB 98day
"POINT Z (-97.598862084099 44.095802031192 nan)",7.44645001,5.00000000,162.70402458,327,173,9209.60408040,15.91000000,10/12/2015 8:54:28 PM,90.99718655,5893VT2RIB 98day
"POINT Z (-97.5988627392547 44.0957883203245 nan)",7.44645001,5.00000000,162.70402458,328,173,9209.60408040,15.91000000,10/12/2015 8:54:28 PM,90.99718655,5893VT2RIB 98day
"POINT Z (-97.5988633944099 44.095774609457 nan)",7.44645001,5.00000000,162.70402458,329,173,9209.60408040,15.91000000,10/12/2015 8:54:28 PM,90.99718655,5893VT2RIB 98day
"POINT Z (-97.5988640495649 44.0957608985894 nan)",7.44645001,5.00000000,162.70402458,330,173,9209.60408040,15.91000000,10/12/2015 8:54:28 PM,90.99718655,5893VT2RIB 98day
"POINT Z (-97.5988647047194 44.0957471877217 nan)",7.44645001,5.00000000,162.70402458,331,173,9209.60408040,15.91000000,10/12/2015 8:54:28 PM,90.99718655,5893VT2RIB 98day
"POINT Z (-97.5988335062265 44.0958155661128 nan)",7.44645001,5.00000000,152.17654931,326,173,8613.71335470,15.91000000,10/12/2015 8:54:29 PM,90.55718655,5893VT2RIB 98day
"POINT Z (-97.5988340152691 44.095801852024 nan)",7.44645001,5.00000000,152.17654931,327,173,8613.71335470,15.91000000,10/12/2015 8:54:29 PM,90.55718655,5893VT2RIB 98day
"POINT Z (-97.5988345243113 44.0957881379352 nan)",7.44645001,5.00000000,152.17654931,328,173,8613.71335470,15.91000000,10/12/2015 8:54:29 PM,90.55718655,5893VT2RIB 98day
"POINT Z (-97.5988350333533 44.0957744238463 nan)",7.44645001,5.00000000,152.17654931,329,173,8613.71335470,15.91000000,10/12/2015 8:54:29 PM,90.55718655,5893VT2RIB 98day
"POINT Z (-97.5988355423949 44.0957607097574 nan)",7.44645001,5.00000000,152.17654931,330,173,8613.71335470,15.91000000,10/12/2015 8:54:29 PM,90.55718655,5893VT2RIB 98day
"POINT Z (-97.5988360514362 44.0957469956684 nan)",7.44645001,5.00000000,152.17654931,331,173,8613.71335470,15.91000000,10/12/2015 8:54:29 PM,90.55718655,5893VT2RIB 98day
"POINT Z (-97.5988054665398 44.0958154709511 nan)",7.44645001,5.00000000,179.38100927,326,173,10153.57569151,15.91000000,10/12/2015 8:54:30 PM,90.21718655,5893VT2RIB 98day
"POINT Z (-97.598805862657 44.095801754927 nan)",7.44645001,5.00000000,179.38100927,327,173,10153.57569151,15.91000000,10/12/2015 8:54:30 PM,90.21718655,5893VT2RIB 98day
"POINT Z (-97.598806258774 44.0957880389028 nan)",7.44645001,5.00000000,179.38100927,328,173,10153.57569151,15.91000000,10/12/2015 8:54:30 PM,90.21718655,5893VT2RIB 98day
"POINT Z (-97.5988066548907 44.0957743228786 nan)",7.44645001,5.00000000,179.38100927,329,173,10153.57569151,15.91000000,10/12/2015 8:54:30 PM,90.21718655,5893VT2RIB 98day
"POINT Z (-97.5988070510071 44.0957606068544 nan)",7.44645001,5.00000000,179.38100927,330,173,10153.57569151,15.91000000,10/12/2015 8:54:30 PM,90.21718655,5893VT2RIB 98day
"POINT Z (-97.5988074471232 44.0957468908302 nan)",7.44645001,5.00000000,179.38100927,331,173,10153.57569151,15.91000000,10/12/2015 8:54:30 PM,90.21718655,5893VT2RIB 98day
"POINT Z (-97.5987770449147 44.0958154246994 nan)",7.44645001,5.00000000,179.89496983,326,173,10182.66625386,15.91000000,10/12/2015 8:54:30 PM,90.23718655,5893VT2RIB 98day
"POINT Z (-97.598777447682 44.095801708776 nan)",7.44645001,5.00000000,179.89496983,327,173,10182.66625386,15.91000000,10/12/2015 8:54:30 PM,90.23718655,5893VT2RIB 98day
"POINT Z (-97.598777850449 44.0957879928525 nan)",7.44645001,5.00000000,179.89496983,328,173,10182.66625386,15.91000000,10/12/2015 8:54:30 PM,90.23718655,5893VT2RIB 98day
"POINT Z (-97.5987782532157 44.095774276929 nan)",7.44645001,5.00000000,179.89496983,329,173,10182.66625386,15.91000000,10/12/2015 8:54:30 PM,90.23718655,5893VT2RIB 98day
"POINT Z (-97.5987786559821 44.0957605610054 nan)",7.44645001,5.00000000,179.89496983,330,173,10182.66625386,15.91000000,10/12/2015 8:54:30 PM,90.23718655,5893VT2RIB 98day
"POINT Z (-97.5987790587483 44.0957468450819 nan)",7.44645001,5.00000000,179.89496983,331,173,10182.66625386,15.91000000,10/12/2015 8:54:30 PM,90.23718655,5893VT2RIB 98day
"POINT Z (-97.5987483756938 44.0958151368986 nan)",7.47925841,5.00000000,192.34986428,326,173,10887.65431338,15.91000000,10/12/2015 8:54:32 PM,90.50718655,5893VT2RIB 98day
"POINT Z (-97.5987488681495 44.0958014224955 nan)",7.47925841,5.00000000,192.34986428,327,173,10887.65431338,15.91000000,10/12/2015 8:54:32 PM,90.50718655,5893VT2RIB 98day
"POINT Z (-97.5987493606048 44.0957877080923 nan)",7.47925841,5.00000000,192.34986428,328,173,10887.65431338,15.91000000,10/12/2015 8:54:32 PM,90.50718655,5893VT2RIB 98day
"POINT Z (-97.5987498530598 44.0957739936892 nan)",7.47925841,5.00000000,192.34986428,329,173,10887.65431338,15.91000000,10/12/2015 8:54:32 PM,90.50718655,5893VT2RIB 98day
"POINT Z (-97.5987503455145 44.0957602792859 nan)",7.47925841,5.00000000,192.34986428,330,173,10887.65431338,15.91000000,10/12/2015 8:54:32 PM,90.50718655,5893VT2RIB 98day
"POINT Z (-97.598750837969 44.0957465648827 nan)",7.47925841,5.00000000,192.34986428,331,173,10887.65431338,15.91000000,10/12/2015 8:54:32 PM,90.50718655,5893VT2RIB 98day
"POINT Z (-97.5987193854632 44.0958144999644 nan)",7.41364161,5.00000000,187.52387785,326,173,10614.49170582,15.91000000,10/12/2015 8:54:33 PM,91.47718655,5893VT2RIB 98day
"POINT Z (-97.5987202000112 44.095800793535 nan)",7.41364161,5.00000000,187.52387785,327,173,10614.49170582,15.91000000,10/12/2015 8:54:33 PM,91.47718655,5893VT2RIB 98day
"POINT Z (-97.5987210145587 44.0957870871055 nan)",7.41364161,5.00000000,187.52387785,328,173,10614.49170582,15.91000000,10/12/2015 8:54:33 PM,91.47718655,5893VT2RIB 98day
"POINT Z (-97.5987218291058 44.095773380676 nan)",7.41364161,5.00000000,187.52387785,329,173,10614.49170582,15.91000000,10/12/2015 8:54:33 PM,91.47718655,5893VT2RIB 98day
"POINT Z (-97.5987226436525 44.0957596742464 nan)",7.41364161,5.00000000,187.52387785,330,173,10614.49170582,15.91000000,10/12/2015 8:54:33 PM,91.47718655,5893VT2RIB 98day
"POINT Z (-97.5987234581986 44.0957459678168 nan)",7.41364161,5.00000000,187.52387785,331,173,10614.49170582,15.91000000,10/12/2015 8:54:33 PM,91.47718655,5893VT2RIB 98day
"POINT Z (-97.5986907828938 44.095813852076 nan)",7.47925841,5.00000000,172.31377196,326,173,9753.54462815,15.91000000,10/12/2015 8:54:34 PM,91.69718655,5893VT2RIB 98day
"POINT Z (-97.5986916704696 44.0958001480019 nan)",7.47925841,5.00000000,172.31377196,327,173,9753.54462815,15.91000000,10/12/2015 8:54:34 PM,91.69718655,5893VT2RIB 98day
"POINT Z (-97.5986925580449 44.0957864439278 nan)",7.47925841,5.00000000,172.31377196,328,173,9753.54462815,15.91000000,10/12/2015 8:54:34 PM,91.69718655,5893VT2RIB 98day
"POINT Z (-97.5986934456197 44.0957727398537 nan)",7.47925841,5.00000000,172.31377196,329,173,9753.54462815,15.91000000,10/12/2015 8:54:34 PM,91.69718655,5893VT2RIB 98day
"POINT Z (-97.598694333194 44.0957590357794 nan)",7.47925841,5.00000000,172.31377196,330,173,9753.54462815,15.91000000,10/12/2015 8:54:34 PM,91.69718655,5893VT2RIB 98day
"POINT Z (-97.5986952207678 44.0957453317052 nan)",7.47925841,5.00000000,172.31377196,331,173,9753.54462815,15.91000000,10/12/2015 8:54:34 PM,91.69718655,5893VT2RIB 98day
"POINT Z (-97.5986625188522 44.0958133328141 nan)",7.44645001,5.00000000,178.06469463,326,173,10079.06468855,15.91000000,10/12/2015 8:54:35 PM,91.59718655,5893VT2RIB 98day
"POINT Z (-97.5986633732446 44.0957996276448 nan)",7.44645001,5.00000000,178.06469463,327,173,10079.06468855,15.91000000,10/12/2015 8:54:35 PM,91.59718655,5893VT2RIB 98day
"POINT Z (-97.5986642276365 44.0957859224754 nan)",7.44645001,5.00000000,178.06469463,328,173,10079.06468855,15.91000000,10/12/2015 8:54:35 PM,91.59718655,5893VT2RIB 98day
"POINT Z (-97.598665082028 44.095772217306 nan)",7.44645001,5.00000000,178.06469463,329,173,10079.06468855,15.91000000,10/12/2015 8:54:35 PM,91.59718655,5893VT2RIB 98day
"POINT Z (-97.598665936419 44.0957585121366 nan)",7.44645001,5.00000000,178.06469463,330,173,10079.06468855,15.91000000,10/12/2015 8:54:35 PM,91.59718655,5893VT2RIB 98day
"POINT Z (-97.5986667908095 44.0957448069671 nan)",7.44645001,5.00000000,178.06469463,331,173,10079.06468855,15.91000000,10/12/2015 8:54:35 PM,91.59718655,5893VT2RIB 98day
"POINT Z (-97.5986344338994 44.095812926687 nan)",7.44645001,5.00000000,172.12647881,326,173,9742.94708719,15.91000000,10/12/2015 8:54:36 PM,91.32718655,5893VT2RIB 98day
"POINT Z (-97.5986351986729 44.0957992187685 nan)",7.44645001,5.00000000,172.12647881,327,173,9742.94708719,15.91000000,10/12/2015 8:54:36 PM,91.32718655,5893VT2RIB 98day
"POINT Z (-97.598635963446 44.09578551085 nan)",7.44645001,5.00000000,172.12647881,328,173,9742.94708719,15.91000000,10/12/2015 8:54:36 PM,91.32718655,5893VT2RIB 98day
"POINT Z (-97.5986367282186 44.0957718029315 nan)",7.44645001,5.00000000,172.12647881,329,173,9742.94708719,15.91000000,10/12/2015 8:54:36 PM,91.32718655,5893VT2RIB 98day
"POINT Z (-97.5986374929907 44.0957580950129 nan)",7.44645001,5.00000000,172.12647881,330,173,9742.94708719,15.91000000,10/12/2015 8:54:36 PM,91.32718655,5893VT2RIB 98day
"POINT Z (-97.5986382577625 44.0957443870942 nan)",7.44645001,5.00000000,172.12647881,331,173,9742.94708719,15.91000000,10/12/2015 8:54:36 PM,91.32718655,5893VT2RIB 98day
"POINT Z (-97.5986064384143 44.0958126104511 nan)",7.44645001,5.00000000,183.66058205,326,173,10395.81670597,15.91000000,10/12/2015 8:54:37 PM,90.87718655,5893VT2RIB 98day
"POINT Z (-97.5986070537818 44.095798898627 nan)",7.44645001,5.00000000,183.66058205,327,173,10395.81670597,15.91000000,10/12/2015 8:54:37 PM,90.87718655,5893VT2RIB 98day
"POINT Z (-97.5986076691489 44.0957851868028 nan)",7.44645001,5.00000000,183.66058205,328,173,10395.81670597,15.91000000,10/12/2015 8:54:37 PM,90.87718655,5893VT2RIB 98day
"POINT Z (-97.5986082845156 44.0957714749786 nan)",7.44645001,5.00000000,183.66058205,329,173,10395.81670597,15.91000000,10/12/2015 8:54:37 PM,90.87718655,5893VT2RIB 98day
"POINT Z (-97.598608899882 44.0957577631544 nan)",7.44645001,5.00000000,183.66058205,330,173,10395.81670597,15.91000000,10/12/2015 8:54:37 PM,90.87718655,5893VT2RIB 98day
"POINT Z (-97.5986095152481 44.0957440513301 nan)",7.44645001,5.00000000,183.66058205,331,173,10395.81670597,15.91000000,10/12/2015 8:54:37 PM,90.87718655,5893VT2RIB 98day
"POINT Z (-97.5985781080961 44.0958122902565 nan)",7.44645001,5.00000000,168.23673452,326,173,9522.77089078,15.91000000,10/12/2015 8:54:38 PM,90.88718655,5893VT2RIB 98day
"POINT Z (-97.5985787267909 44.0957985785102 nan)",7.44645001,5.00000000,168.23673452,327,173,9522.77089078,15.91000000,10/12/2015 8:54:38 PM,90.88718655,5893VT2RIB 98day
"POINT Z (-97.5985793454852 44.0957848667639 nan)",7.44645001,5.00000000,168.23673452,328,173,9522.77089078,15.91000000,10/12/2015 8:54:38 PM,90.88718655,5893VT2RIB 98day
"POINT Z (-97.5985799641793 44.0957711550176 nan)",7.44645001,5.00000000,168.23673452,329,173,9522.77089078,15.91000000,10/12/2015 8:54:38 PM,90.88718655,5893VT2RIB 98day
"POINT Z (-97.5985805828729 44.0957574432712 nan)",7.44645001,5.00000000,168.23673452,330,173,9522.77089078,15.91000000,10/12/2015 8:54:38 PM,90.88718655,5893VT2RIB 98day
"POINT Z (-97.5985812015662 44.0957437315247 nan)",7.44645001,5.00000000,168.23673452,331,173,9522.77089078,15.91000000,10/12/2015 8:54:38 PM,90.88718655,5893VT2RIB 98day
"POINT Z (-97.5985497504524 44.0958118357231 nan)",7.41364161,5.00000000,176.90997724,326,173,10013.70878734,15.91000000,10/12/2015 8:54:39 PM,91.10718655,5893VT2RIB 98day
"POINT Z (-97.5985504422047 44.0957981257902 nan)",7.41364161,5.00000000,176.90997724,327,173,10013.70878734,15.91000000,10/12/2015 8:54:39 PM,91.10718655,5893VT2RIB 98day
"POINT Z (-97.5985511339565 44.0957844158572 nan)",7.41364161,5.00000000,176.90997724,328,173,10013.70878734,15.91000000,10/12/2015 8:54:39 PM,91.10718655,5893VT2RIB 98day
"POINT Z (-97.598551825708 44.0957707059242 nan)",7.41364161,5.00000000,176.90997724,329,173,10013.70878734,15.91000000,10/12/2015 8:54:39 PM,91.10718655,5893VT2RIB 98day
"POINT Z (-97.598552517459 44.0957569959912 nan)",7.41364161,5.00000000,176.90997724,330,173,10013.70878734,15.91000000,10/12/2015 8:54:39 PM,91.10718655,5893VT2RIB 98day
"POINT Z (-97.5985532092097 44.0957432860581 nan)",7.41364161,5.00000000,176.90997724,331,173,10013.70878734,15.91000000,10/12/2015 8:54:39 PM,91.10718655,5893VT2RIB 98day
"POINT Z (-97.5985214800376 44.0958114981554 nan)",7.44645001,5.00000000,177.11469241,326,173,10025.29486418,15.91000000,10/12/2015 8:54:40 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5985221651558 44.0957977880496 nan)",7.44645001,5.00000000,177.11469241,327,173,10025.29486418,15.91000000,10/12/2015 8:54:40 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5985228502736 44.0957840779437 nan)",7.44645001,5.00000000,177.11469241,328,173,10025.29486418,15.91000000,10/12/2015 8:54:40 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5985235353909 44.0957703678378 nan)",7.44645001,5.00000000,177.11469241,329,173,10025.29486418,15.91000000,10/12/2015 8:54:40 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5985242205079 44.0957566577318 nan)",7.44645001,5.00000000,177.11469241,330,173,10025.29486418,15.91000000,10/12/2015 8:54:40 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5985249056245 44.0957429476258 nan)",7.44645001,5.00000000,177.11469241,331,173,10025.29486418,15.91000000,10/12/2015 8:54:40 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5984932820213 44.0958110971548 nan)",7.41364161,5.00000000,177.89626468,326,173,10069.53722496,15.91000000,10/12/2015 8:54:41 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.598493967146 44.0957973870492 nan)",7.41364161,5.00000000,177.89626468,327,173,10069.53722496,15.91000000,10/12/2015 8:54:41 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5984946522703 44.0957836769436 nan)",7.41364161,5.00000000,177.89626468,328,173,10069.53722496,15.91000000,10/12/2015 8:54:41 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5984953373942 44.0957699668379 nan)",7.41364161,5.00000000,177.89626468,329,173,10069.53722496,15.91000000,10/12/2015 8:54:41 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5984960225177 44.0957562567322 nan)",7.41364161,5.00000000,177.89626468,330,173,10069.53722496,15.91000000,10/12/2015 8:54:41 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5984967076408 44.0957425466265 nan)",7.41364161,5.00000000,177.89626468,331,173,10069.53722496,15.91000000,10/12/2015 8:54:41 PM,91.08718655,5893VT2RIB 98day
"POINT Z (-97.5984647409299 44.0958104788753 nan)",7.41364161,5.00000000,184.57265388,326,173,10358.74943725,15.19000000,10/12/2015 8:54:42 PM,91.55718655,5893VT2RIB 98day
"POINT Z (-97.5984655820912 44.0957967732815 nan)",7.41364161,5.00000000,184.57265388,327,173,10358.74943725,15.19000000,10/12/2015 8:54:42 PM,91.55718655,5893VT2RIB 98day
"POINT Z (-97.598466423252 44.0957830676877 nan)",7.41364161,5.00000000,184.57265388,328,173,10358.74943725,15.19000000,10/12/2015 8:54:42 PM,91.55718655,5893VT2RIB 98day
"POINT Z (-97.5984672644124 44.0957693620938 nan)",7.41364161,5.00000000,184.57265388,329,173,10358.74943725,15.19000000,10/12/2015 8:54:42 PM,91.55718655,5893VT2RIB 98day
"POINT Z (-97.5984681055723 44.0957556564999 nan)",7.41364161,5.00000000,184.57265388,330,173,10358.74943725,15.19000000,10/12/2015 8:54:42 PM,91.55718655,5893VT2RIB 98day
"POINT Z (-97.5984689467318 44.0957419509059 nan)",7.41364161,5.00000000,184.57265388,331,173,10358.74943725,15.19000000,10/12/2015 8:54:42 PM,91.55718655,5893VT2RIB 98day
"POINT Z (-97.5984365811531 44.0958098255089 nan)",7.38083321,5.00000000,186.86039294,326,173,10487.14052946,15.19000000,10/12/2015 8:54:43 PM,91.71718655,5893VT2RIB 98day
"POINT Z (-97.5984374754252 44.0957961216616 nan)",7.38083321,5.00000000,186.86039294,327,173,10487.14052946,15.19000000,10/12/2015 8:54:43 PM,91.71718655,5893VT2RIB 98day
"POINT Z (-97.5984383696967 44.0957824178144 nan)",7.38083321,5.00000000,186.86039294,328,173,10487.14052946,15.19000000,10/12/2015 8:54:43 PM,91.71718655,5893VT2RIB 98day
"POINT Z (-97.5984392639678 44.0957687139671 nan)",7.38083321,5.00000000,186.86039294,329,173,10487.14052946,15.19000000,10/12/2015 8:54:43 PM,91.71718655,5893VT2RIB 98day
"POINT Z (-97.5984401582383 44.0957550101197 nan)",7.38083321,5.00000000,186.86039294,330,173,10487.14052946,15.19000000,10/12/2015 8:54:43 PM,91.71718655,5893VT2RIB 98day
"POINT Z (-97.5984410525084 44.0957413062723 nan)",7.38083321,5.00000000,186.86039294,331,173,10487.14052946,15.19000000,10/12/2015 8:54:43 PM,91.71718655,5893VT2RIB 98day
"POINT Z (-97.5984084543142 44.095809171425 nan)",7.31521641,5.00000000,175.43662503,326,173,9846.00676644,15.19000000,10/12/2015 8:54:44 PM,92.11718655,5893VT2RIB 98day
"POINT Z (-97.5984094813219 44.0957954724113 nan)",7.31521641,5.00000000,175.43662503,327,173,9846.00676644,15.19000000,10/12/2015 8:54:44 PM,92.11718655,5893VT2RIB 98day
"POINT Z (-97.5984105083289 44.0957817733976 nan)",7.31521641,5.00000000,175.43662503,328,173,9846.00676644,15.19000000,10/12/2015 8:54:44 PM,92.11718655,5893VT2RIB 98day
"POINT Z (-97.5984115353355 44.0957680743839 nan)",7.31521641,5.00000000,175.43662503,329,173,9846.00676644,15.19000000,10/12/2015 8:54:44 PM,92.11718655,5893VT2RIB 98day
"POINT Z (-97.5984125623415 44.0957543753701 nan)",7.31521641,5.00000000,175.43662503,330,173,9846.00676644,15.19000000,10/12/2015 8:54:44 PM,92.11718655,5893VT2RIB 98day
"POINT Z (-97.5984135893469 44.0957406763562 nan)",7.31521641,5.00000000,175.43662503,331,173,9846.00676644,15.19000000,10/12/2015 8:54:44 PM,92.11718655,5893VT2RIB 98day
"POINT Z (-97.5983803926975 44.0958083009729 nan)",7.28240802,5.00000000,165.33963861,326,173,9279.33739047,15.19000000,10/12/2015 8:54:45 PM,92.61718655,5893VT2RIB 98day
"POINT Z (-97.5983815855519 44.0957946089401 nan)",7.28240802,5.00000000,165.33963861,327,173,9279.33739047,15.19000000,10/12/2015 8:54:45 PM,92.61718655,5893VT2RIB 98day
"POINT Z (-97.5983827784057 44.0957809169072 nan)",7.28240802,5.00000000,165.33963861,328,173,9279.33739047,15.19000000,10/12/2015 8:54:45 PM,92.61718655,5893VT2RIB 98day
"POINT Z (-97.5983839712588 44.0957672248743 nan)",7.28240802,5.00000000,165.33963861,329,173,9279.33739047,15.19000000,10/12/2015 8:54:45 PM,92.61718655,5893VT2RIB 98day
"POINT Z (-97.5983851641113 44.0957535328413 nan)",7.28240802,5.00000000,165.33963861,330,173,9279.33739047,15.19000000,10/12/2015 8:54:45 PM,92.61718655,5893VT2RIB 98day
"POINT Z (-97.5983863569631 44.0957398408082 nan)",7.28240802,5.00000000,165.33963861,331,173,9279.33739047,15.19000000,10/12/2015 8:54:45 PM,92.61718655,5893VT2RIB 98day
"POINT Z (-97.598352759759 44.0958076534728 nan)",7.34802481,5.00000000,150.97745423,326,173,8473.28864947,15.19000000,10/12/2015 8:54:46 PM,92.23718655,5893VT2RIB 98day
"POINT Z (-97.5983538265887 44.09579395604 nan)",7.34802481,5.00000000,150.97745423,327,173,8473.28864947,15.19000000,10/12/2015 8:54:46 PM,92.23718655,5893VT2RIB 98day
"POINT Z (-97.5983548934179 44.0957802586072 nan)",7.34802481,5.00000000,150.97745423,328,173,8473.28864947,15.19000000,10/12/2015 8:54:46 PM,92.23718655,5893VT2RIB 98day
"POINT Z (-97.5983559602465 44.0957665611743 nan)",7.34802481,5.00000000,150.97745423,329,173,8473.28864947,15.19000000,10/12/2015 8:54:46 PM,92.23718655,5893VT2RIB 98day
"POINT Z (-97.5983570270745 44.0957528637413 nan)",7.34802481,5.00000000,150.97745423,330,173,8473.28864947,15.19000000,10/12/2015 8:54:46 PM,92.23718655,5893VT2RIB 98day
"POINT Z (-97.598358093902 44.0957391663084 nan)",7.34802481,5.00000000,150.97745423,331,173,8473.28864947,15.19000000,10/12/2015 8:54:46 PM,92.23718655,5893VT2RIB 98day
"POINT Z (-97.5983251146213 44.0958069199727 nan)",7.31521641,5.00000000,152.59006606,326,173,8563.78939673,15.19000000,10/12/2015 8:54:46 PM,92.03718655,5893VT2RIB 98day
"POINT Z (-97.5983261151061 44.0957932199399 nan)",7.31521641,5.00000000,152.59006606,327,173,8563.78939673,15.19000000,10/12/2015 8:54:46 PM,92.03718655,5893VT2RIB 98day
"POINT Z (-97.5983271155904 44.0957795199072 nan)",7.31521641,5.00000000,152.59006606,328,173,8563.78939673,15.19000000,10/12/2015 8:54:46 PM,92.03718655,5893VT2RIB 98day
"POINT Z (-97.5983281160741 44.0957658198743 nan)",7.31521641,5.00000000,152.59006606,329,173,8563.78939673,15.19000000,10/12/2015 8:54:46 PM,92.03718655,5893VT2RIB 98day
"POINT Z (-97.5983291165573 44.0957521198414 nan)",7.31521641,5.00000000,152.59006606,330,173,8563.78939673,15.19000000,10/12/2015 8:54:46 PM,92.03718655,5893VT2RIB 98day
"POINT Z (-97.5983301170399 44.0957384198085 nan)",7.31521641,5.00000000,152.59006606,331,173,8563.78939673,15.19000000,10/12/2015 8:54:46 PM,92.03718655,5893VT2RIB 98day
"POINT Z (-97.5982973084791 44.0958064459406 nan)",7.38083321,5.00000000,144.74191989,326,173,8123.33392060,15.19000000,10/12/2015 8:54:48 PM,91.73718655,5893VT2RIB 98day
"POINT Z (-97.5982982094207 44.0957927423207 nan)",7.38083321,5.00000000,144.74191989,327,173,8123.33392060,15.19000000,10/12/2015 8:54:48 PM,91.73718655,5893VT2RIB 98day
"POINT Z (-97.5982991103619 44.0957790387007 nan)",7.38083321,5.00000000,144.74191989,328,173,8123.33392060,15.19000000,10/12/2015 8:54:48 PM,91.73718655,5893VT2RIB 98day
"POINT Z (-97.5983000113026 44.0957653350807 nan)",7.38083321,5.00000000,144.74191989,329,173,8123.33392060,15.19000000,10/12/2015 8:54:48 PM,91.73718655,5893VT2RIB 98day
"POINT Z (-97.5983009122427 44.0957516314607 nan)",7.38083321,5.00000000,144.74191989,330,173,8123.33392060,15.19000000,10/12/2015 8:54:48 PM,91.73718655,5893VT2RIB 98day
"POINT Z (-97.5983018131824 44.0957379278406 nan)",7.38083321,5.00000000,144.74191989,331,173,8123.33392060,15.19000000,10/12/2015 8:54:48 PM,91.73718655,5893VT2RIB 98day
"POINT Z (-97.598269581791 44.0958060389519 nan)",7.38083321,5.00000000,152.08325299,326,173,8535.34854751,15.19000000,10/12/2015 8:54:49 PM,91.35718655,5893VT2RIB 98day
"POINT Z (-97.5982703566078 44.0957923313274 nan)",7.38083321,5.00000000,152.08325299,327,173,8535.34854751,15.19000000,10/12/2015 8:54:49 PM,91.35718655,5893VT2RIB 98day
"POINT Z (-97.5982711314243 44.095778623703 nan)",7.38083321,5.00000000,152.08325299,328,173,8535.34854751,15.19000000,10/12/2015 8:54:49 PM,91.35718655,5893VT2RIB 98day
"POINT Z (-97.5982719062402 44.0957649160785 nan)",7.38083321,5.00000000,152.08325299,329,173,8535.34854751,15.19000000,10/12/2015 8:54:49 PM,91.35718655,5893VT2RIB 98day
"POINT Z (-97.5982726810557 44.0957512084539 nan)",7.38083321,5.00000000,152.08325299,330,173,8535.34854751,15.19000000,10/12/2015 8:54:49 PM,91.35718655,5893VT2RIB 98day
"POINT Z (-97.5982734558708 44.0957375008293 nan)",7.38083321,5.00000000,152.08325299,331,173,8535.34854751,15.19000000,10/12/2015 8:54:49 PM,91.35718655,5893VT2RIB 98day
"POINT Z (-97.5982423550393 44.0958060064063 nan)",7.28240802,5.00000000,136.98607200,326,173,7688.05009387,15.19000000,10/12/2015 8:54:50 PM,90.71718655,5893VT2RIB 98day
