WKT,DISTANCE,SWATHWIDTH,VRYIELDVOL,SECTIONID,Crop,WetMass,Moisture,Time,Heading,VARIETY
"POINT Z (-97.5996375592333 44.0957928986143 nan)",2.85327416,5.00000000,0.00000000,326,173,0.00000000,0.00000000,10/12/2015 8:48:05 PM,56.14656059,5893VT2RIB 98day
"POINT Z (-97.59962722507 44.0957813771256 nan)",2.85327416,5.00000000,0.00000000,327,173,0.00000000,0.00000000,10/12/2015 8:48:05 PM,56.14656059,5893VT2RIB 98day
"POINT Z (-97.5996168909106 44.0957698556359 nan)",2.85327416,5.00000000,0.00000000,328,173,0.00000000,0.00000000,10/12/2015 8:48:05 PM,56.14656059,5893VT2RIB 98day
"POINT Z (-97.5996065567553 44.0957583341454 nan)",2.85327416,5.00000000,0.00000000,329,173,0.00000000,0.00000000,10/12/2015 8:48:05 PM,56.14656059,5893VT2RIB 98day
"POINT Z (-97.5995962226039 44.0957468126539 nan)",2.85327416,5.00000000,0.00000000,330,173,0.00000000,0.00000000,10/12/2015 8:48:05 PM,56.14656059,5893VT2RIB 98day
"POINT Z (-97.5995858884565 44.0957352911616 nan)",2.85327416,5.00000000,0.00000000,331,173,0.00000000,0.00000000,10/12/2015 8:48:05 PM,56.14656059,5893VT2RIB 98day
"POINT Z (-97.5997270061083 44.0957948556915 nan)",5.90445526,5.00000000,0.43158257,326,173,24.39683862,15.81000000,10/12/2015 8:48:29 PM,5.60656059,5893VT2RIB 98day
"POINT Z (-97.5997080951972 44.0957932833736 nan)",5.90445526,5.00000000,0.43158257,327,173,24.39683862,15.81000000,10/12/2015 8:48:29 PM,5.60656059,5893VT2RIB 98day
"POINT Z (-97.5996891842871 44.0957917110525 nan)",5.90445526,5.00000000,0.43158257,328,173,24.39683862,15.81000000,10/12/2015 8:48:29 PM,5.60656059,5893VT2RIB 98day
"POINT Z (-97.5996702733781 44.0957901387283 nan)",5.90445526,5.00000000,0.43158257,329,173,24.39683862,15.81000000,10/12/2015 8:48:29 PM,5.60656059,5893VT2RIB 98day
"POINT Z (-97.5996513624702 44.095788566401 nan)",5.90445526,5.00000000,0.43158257,330,173,24.39683862,15.81000000,10/12/2015 8:48:29 PM,5.60656059,5893VT2RIB 98day
"POINT Z (-97.5996324515634 44.0957869940705 nan)",5.90445526,5.00000000,0.43158257,331,173,24.39683862,15.81000000,10/12/2015 8:48:29 PM,5.60656059,5893VT2RIB 98day
"POINT Z (-97.599726179432 44.0958088024947 nan)",5.41232928,5.00000000,108.48484349,326,173,6133.31714225,15.81000000,10/12/2015 8:48:30 PM,4.09656059,5893VT2RIB 98day
"POINT Z (-97.5997072175915 44.0958075898555 nan)",5.41232928,5.00000000,108.48484349,327,173,6133.31714225,15.81000000,10/12/2015 8:48:30 PM,4.09656059,5893VT2RIB 98day
"POINT Z (-97.599688255752 44.0958063772131 nan)",5.41232928,5.00000000,108.48484349,328,173,6133.31714225,15.81000000,10/12/2015 8:48:30 PM,4.09656059,5893VT2RIB 98day
"POINT Z (-97.5996692939133 44.0958051645676 nan)",5.41232928,5.00000000,108.48484349,329,173,6133.31714225,15.81000000,10/12/2015 8:48:30 PM,4.09656059,5893VT2RIB 98day
"POINT Z (-97.5996503320754 44.095803951919 nan)",5.41232928,5.00000000,108.48484349,330,173,6133.31714225,15.81000000,10/12/2015 8:48:30 PM,4.09656059,5893VT2RIB 98day
"POINT Z (-97.5996313702384 44.0958027392672 nan)",5.41232928,5.00000000,108.48484349,331,173,6133.31714225,15.81000000,10/12/2015 8:48:30 PM,4.09656059,5893VT2RIB 98day
"POINT Z (-97.5997257024633 44.0958222260894 nan)",5.14986208,5.00000000,229.78692987,326,173,12991.26863733,15.81000000,10/12/2015 8:48:31 PM,2.99656059,5893VT2RIB 98day
"POINT Z (-97.5997067118104 44.0958212760123 nan)",5.14986208,5.00000000,229.78692987,327,173,12991.26863733,15.81000000,10/12/2015 8:48:31 PM,2.99656059,5893VT2RIB 98day
"POINT Z (-97.5996877211583 44.0958203259321 nan)",5.14986208,5.00000000,229.78692987,328,173,12991.26863733,15.81000000,10/12/2015 8:48:31 PM,2.99656059,5893VT2RIB 98day
"POINT Z (-97.5996687305068 44.0958193758487 nan)",5.14986208,5.00000000,229.78692987,329,173,12991.26863733,15.81000000,10/12/2015 8:48:31 PM,2.99656059,5893VT2RIB 98day
"POINT Z (-97.5996497398561 44.0958184257621 nan)",5.14986208,5.00000000,229.78692987,330,173,12991.26863733,15.81000000,10/12/2015 8:48:31 PM,2.99656059,5893VT2RIB 98day
"POINT Z (-97.599630749206 44.0958174756725 nan)",5.14986208,5.00000000,229.78692987,331,173,12991.26863733,15.81000000,10/12/2015 8:48:31 PM,2.99656059,5893VT2RIB 98day
"POINT Z (-97.5997252058437 44.0958370067386 nan)",5.54356287,5.00000000,91.61742377,326,173,5179.69683507,15.81000000,10/12/2015 8:48:32 PM,2.36656059,5893VT2RIB 98day
"POINT Z (-97.5997062018388 44.0958362072018 nan)",5.54356287,5.00000000,91.61742377,327,173,5179.69683507,15.81000000,10/12/2015 8:48:32 PM,2.36656059,5893VT2RIB 98day
"POINT Z (-97.5996871978344 44.0958354076619 nan)",5.54356287,5.00000000,91.61742377,328,173,5179.69683507,15.81000000,10/12/2015 8:48:32 PM,2.36656059,5893VT2RIB 98day
"POINT Z (-97.5996681938307 44.0958346081189 nan)",5.54356287,5.00000000,91.61742377,329,173,5179.69683507,15.81000000,10/12/2015 8:48:32 PM,2.36656059,5893VT2RIB 98day
"POINT Z (-97.5996491898275 44.0958338085726 nan)",5.54356287,5.00000000,91.61742377,330,173,5179.69683507,15.81000000,10/12/2015 8:48:32 PM,2.36656059,5893VT2RIB 98day
"POINT Z (-97.5996301858249 44.0958330090233 nan)",5.54356287,5.00000000,91.61742377,331,173,5179.69683507,15.81000000,10/12/2015 8:48:32 PM,2.36656059,5893VT2RIB 98day
"POINT Z (-97.5997250519988 44.0958488638209 nan)",4.52650250,5.00000000,69.23558162,326,173,3914.31467531,15.81000000,10/12/2015 8:48:33 PM,1.39656059,5893VT2RIB 98day
"POINT Z (-97.5997060319319 44.0958482962512 nan)",4.52650250,5.00000000,69.23558162,327,173,3914.31467531,15.81000000,10/12/2015 8:48:33 PM,1.39656059,5893VT2RIB 98day
"POINT Z (-97.5996870118655 44.0958477286784 nan)",4.52650250,5.00000000,69.23558162,328,173,3914.31467531,15.81000000,10/12/2015 8:48:33 PM,1.39656059,5893VT2RIB 98day
"POINT Z (-97.5996679917996 44.0958471611024 nan)",4.52650250,5.00000000,69.23558162,329,173,3914.31467531,15.81000000,10/12/2015 8:48:33 PM,1.39656059,5893VT2RIB 98day
"POINT Z (-97.5996489717341 44.0958465935232 nan)",4.52650250,5.00000000,69.23558162,330,173,3914.31467531,15.81000000,10/12/2015 8:48:33 PM,1.39656059,5893VT2RIB 98day
"POINT Z (-97.599629951669 44.0958460259409 nan)",4.52650250,5.00000000,69.23558162,331,173,3914.31467531,15.81000000,10/12/2015 8:48:33 PM,1.39656059,5893VT2RIB 98day
"POINT Z (-97.599724839021 44.095852437047 nan)",1.37689620,5.00000000,223.19713258,326,173,12618.70805598,15.81000000,10/12/2015 8:48:34 PM,1.27656059,5893VT2RIB 98day
"POINT Z (-97.5997058173453 44.0958518981869 nan)",1.37689620,5.00000000,223.19713258,327,173,12618.70805598,15.81000000,10/12/2015 8:48:34 PM,1.27656059,5893VT2RIB 98day
"POINT Z (-97.59968679567 44.0958513593236 nan)",1.37689620,5.00000000,223.19713258,328,173,12618.70805598,15.81000000,10/12/2015 8:48:34 PM,1.27656059,5893VT2RIB 98day
"POINT Z (-97.5996677739951 44.0958508204572 nan)",1.37689620,5.00000000,223.19713258,329,173,12618.70805598,15.81000000,10/12/2015 8:48:34 PM,1.27656059,5893VT2RIB 98day
"POINT Z (-97.5996487523207 44.0958502815876 nan)",1.37689620,5.00000000,223.19713258,330,173,12618.70805598,15.81000000,10/12/2015 8:48:34 PM,1.27656059,5893VT2RIB 98day
"POINT Z (-97.5996297306466 44.0958497427149 nan)",1.37689620,5.00000000,223.19713258,331,173,12618.70805598,15.81000000,10/12/2015 8:48:34 PM,1.27656059,5893VT2RIB 98day
"POINT Z (-97.5997313482434 44.0957968670572 nan)",2.75484896,5.00000000,0.00000000,326,173,0.00000000,16.22000000,10/12/2015 8:48:40 PM,352.93684448,5893VT2RIB 98day
"POINT Z (-97.5997346712713 44.0958050064429 nan)",3.73910093,5.00000000,391.78150868,326,173,22258.21674708,16.22000000,10/12/2015 8:48:41 PM,349.90684448,5893VT2RIB 98day
"POINT Z (-97.5997369108587 44.0958131220167 nan)",3.08293295,5.00000000,326.17725270,326,173,18531.05231796,16.22000000,10/12/2015 8:48:42 PM,349.62684448,5893VT2RIB 98day
"POINT Z (-97.5997383730504 44.0958204869047 nan)",2.55799857,5.00000000,269.85077508,326,173,15330.99955797,16.22000000,10/12/2015 8:48:43 PM,350.31684448,5893VT2RIB 98day
"POINT Z (-97.5997393461507 44.0958288020146 nan)",2.62361537,5.00000000,180.60525057,326,173,10260.70516576,16.22000000,10/12/2015 8:48:44 PM,352.17684448,5893VT2RIB 98day
"POINT Z (-97.5997402509435 44.0958371576756 nan)",2.78765736,5.00000000,116.68045661,326,173,6628.94763681,16.22000000,10/12/2015 8:48:45 PM,353.46684448,5893VT2RIB 98day
"POINT Z (-97.5997414201673 44.0958519369283 nan)",4.85458649,5.00000000,7.66541843,326,173,435.49893094,16.22000000,10/12/2015 8:48:46 PM,355.92684448,5893VT2RIB 98day
"POINT Z (-97.5997224116337 44.0958526785157 nan)",4.85458649,5.00000000,7.66541843,327,173,435.49893094,16.22000000,10/12/2015 8:48:46 PM,355.92684448,5893VT2RIB 98day
"POINT Z (-97.5997034030997 44.0958534200999 nan)",4.85458649,5.00000000,7.66541843,328,173,435.49893094,16.22000000,10/12/2015 8:48:46 PM,355.92684448,5893VT2RIB 98day
"POINT Z (-97.5996843945653 44.0958541616809 nan)",4.85458649,5.00000000,7.66541843,329,173,435.49893094,16.22000000,10/12/2015 8:48:46 PM,355.92684448,5893VT2RIB 98day
"POINT Z (-97.5996653860304 44.0958549032587 nan)",4.85458649,5.00000000,7.66541843,330,173,435.49893094,16.22000000,10/12/2015 8:48:46 PM,355.92684448,5893VT2RIB 98day
"POINT Z (-97.5996463774952 44.0958556448334 nan)",4.85458649,5.00000000,7.66541843,331,173,435.49893094,16.22000000,10/12/2015 8:48:46 PM,355.92684448,5893VT2RIB 98day
"POINT Z (-97.5997421572803 44.0958710805165 nan)",6.59343164,5.00000000,91.09621153,326,173,5175.43159523,16.22000000,10/12/2015 8:48:47 PM,357.76684448,5893VT2RIB 98day
"POINT Z (-97.5997231255012 44.0958713818686 nan)",6.59343164,5.00000000,91.09621153,327,173,5175.43159523,16.22000000,10/12/2015 8:48:47 PM,357.76684448,5893VT2RIB 98day
"POINT Z (-97.5997040937221 44.0958716832175 nan)",6.59343164,5.00000000,91.09621153,328,173,5175.43159523,16.22000000,10/12/2015 8:48:47 PM,357.76684448,5893VT2RIB 98day
"POINT Z (-97.5996850619429 44.0958719845633 nan)",6.59343164,5.00000000,91.09621153,329,173,5175.43159523,16.22000000,10/12/2015 8:48:47 PM,357.76684448,5893VT2RIB 98day
"POINT Z (-97.5996660301635 44.0958722859058 nan)",6.59343164,5.00000000,91.09621153,330,173,5175.43159523,16.22000000,10/12/2015 8:48:47 PM,357.76684448,5893VT2RIB 98day
"POINT Z (-97.599646998384 44.0958725872453 nan)",6.59343164,5.00000000,91.09621153,331,173,5175.43159523,16.22000000,10/12/2015 8:48:47 PM,357.76684448,5893VT2RIB 98day
"POINT Z (-97.5997431291175 44.0958909440637 nan)",7.18398282,5.00000000,111.21554304,326,173,6318.46845524,16.22000000,10/12/2015 8:48:48 PM,358.06684448,5893VT2RIB 98day
"POINT Z (-97.5997240954035 44.0958911735969 nan)",7.18398282,5.00000000,111.21554304,327,173,6318.46845524,16.22000000,10/12/2015 8:48:48 PM,358.06684448,5893VT2RIB 98day
"POINT Z (-97.5997050616895 44.0958914031269 nan)",7.18398282,5.00000000,111.21554304,328,173,6318.46845524,16.22000000,10/12/2015 8:48:48 PM,358.06684448,5893VT2RIB 98day
"POINT Z (-97.5996860279755 44.0958916326538 nan)",7.18398282,5.00000000,111.21554304,329,173,6318.46845524,16.22000000,10/12/2015 8:48:48 PM,358.06684448,5893VT2RIB 98day
"POINT Z (-97.5996669942613 44.0958918621775 nan)",7.18398282,5.00000000,111.21554304,330,173,6318.46845524,16.22000000,10/12/2015 8:48:48 PM,358.06684448,5893VT2RIB 98day
"POINT Z (-97.5996479605471 44.095892091698 nan)",7.18398282,5.00000000,111.21554304,331,173,6318.46845524,16.22000000,10/12/2015 8:48:48 PM,358.06684448,5893VT2RIB 98day
"POINT Z (-97.5997436157692 44.0959111724412 nan)",7.28240802,5.00000000,107.23653405,326,173,6092.40966357,16.22000000,10/12/2015 8:48:49 PM,358.49684448,5893VT2RIB 98day
"POINT Z (-97.5997245801945 44.0959112990234 nan)",7.28240802,5.00000000,107.23653405,327,173,6092.40966357,16.22000000,10/12/2015 8:48:49 PM,358.49684448,5893VT2RIB 98day
"POINT Z (-97.5997055446199 44.0959114256025 nan)",7.28240802,5.00000000,107.23653405,328,173,6092.40966357,16.22000000,10/12/2015 8:48:49 PM,358.49684448,5893VT2RIB 98day
"POINT Z (-97.5996865090452 44.0959115521783 nan)",7.28240802,5.00000000,107.23653405,329,173,6092.40966357,16.22000000,10/12/2015 8:48:49 PM,358.49684448,5893VT2RIB 98day
"POINT Z (-97.5996674734705 44.095911678751 nan)",7.28240802,5.00000000,107.23653405,330,173,6092.40966357,16.22000000,10/12/2015 8:48:49 PM,358.49684448,5893VT2RIB 98day
"POINT Z (-97.5996484378958 44.0959118053205 nan)",7.28240802,5.00000000,107.23653405,331,173,6092.40966357,16.22000000,10/12/2015 8:48:49 PM,358.49684448,5893VT2RIB 98day
"POINT Z (-97.5997442603516 44.0959307553278 nan)",7.11836602,5.00000000,111.36993518,326,173,6327.24509616,16.22000000,10/12/2015 8:48:50 PM,358.57684448,5893VT2RIB 98day
"POINT Z (-97.599725224544 44.0959308627553 nan)",7.11836602,5.00000000,111.36993518,327,173,6327.24509616,16.22000000,10/12/2015 8:48:50 PM,358.57684448,5893VT2RIB 98day
"POINT Z (-97.5997061887363 44.0959309701798 nan)",7.11836602,5.00000000,111.36993518,328,173,6327.24509616,16.22000000,10/12/2015 8:48:50 PM,358.57684448,5893VT2RIB 98day
"POINT Z (-97.5996871529287 44.095931077601 nan)",7.11836602,5.00000000,111.36993518,329,173,6327.24509616,16.22000000,10/12/2015 8:48:50 PM,358.57684448,5893VT2RIB 98day
"POINT Z (-97.5996681171211 44.0959311850191 nan)",7.11836602,5.00000000,111.36993518,330,173,6327.24509616,16.22000000,10/12/2015 8:48:50 PM,358.57684448,5893VT2RIB 98day
"POINT Z (-97.5996490813135 44.095931292434 nan)",7.11836602,5.00000000,111.36993518,331,173,6327.24509616,16.22000000,10/12/2015 8:48:50 PM,358.57684448,5893VT2RIB 98day
"POINT Z (-97.5997434268775 44.0959512181619 nan)",7.01994082,5.00000000,118.30921268,326,173,6721.47996007,16.22000000,10/12/2015 8:48:50 PM,0.55468744,5893VT2RIB 98day
"POINT Z (-97.5997243972592 44.0959508520558 nan)",7.01994082,5.00000000,118.30921268,327,173,6721.47996007,16.22000000,10/12/2015 8:48:50 PM,0.55468744,5893VT2RIB 98day
"POINT Z (-97.5997053676413 44.0959504859466 nan)",7.01994082,5.00000000,118.30921268,328,173,6721.47996007,16.22000000,10/12/2015 8:48:50 PM,0.55468744,5893VT2RIB 98day
"POINT Z (-97.5996863380237 44.0959501198342 nan)",7.01994082,5.00000000,118.30921268,329,173,6721.47996007,16.22000000,10/12/2015 8:48:50 PM,0.55468744,5893VT2RIB 98day
"POINT Z (-97.5996673084065 44.0959497537186 nan)",7.01994082,5.00000000,118.30921268,330,173,6721.47996007,16.22000000,10/12/2015 8:48:50 PM,0.55468744,5893VT2RIB 98day
"POINT Z (-97.5996482787895 44.0959493875999 nan)",7.01994082,5.00000000,118.30921268,331,173,6721.47996007,16.22000000,10/12/2015 8:48:50 PM,0.55468744,5893VT2RIB 98day
"POINT Z (-97.5997432084192 44.0959698038513 nan)",6.72466523,5.00000000,108.75734226,326,173,6178.81082918,16.22000000,10/12/2015 8:48:52 PM,0.74468744,5893VT2RIB 98day
"POINT Z (-97.5997241805842 44.0959693922695 nan)",6.72466523,5.00000000,108.75734226,327,173,6178.81082918,16.22000000,10/12/2015 8:48:52 PM,0.74468744,5893VT2RIB 98day
"POINT Z (-97.5997051527497 44.0959689806845 nan)",6.72466523,5.00000000,108.75734226,328,173,6178.81082918,16.22000000,10/12/2015 8:48:52 PM,0.74468744,5893VT2RIB 98day
"POINT Z (-97.5996861249154 44.0959685690963 nan)",6.72466523,5.00000000,108.75734226,329,173,6178.81082918,16.22000000,10/12/2015 8:48:52 PM,0.74468744,5893VT2RIB 98day
"POINT Z (-97.5996670970815 44.095968157505 nan)",6.72466523,5.00000000,108.75734226,330,173,6178.81082918,16.22000000,10/12/2015 8:48:52 PM,0.74468744,5893VT2RIB 98day
"POINT Z (-97.599648069248 44.0959677459105 nan)",6.72466523,5.00000000,108.75734226,331,173,6178.81082918,16.22000000,10/12/2015 8:48:52 PM,0.74468744,5893VT2RIB 98day
"POINT Z (-97.5997424911206 44.0959873800313 nan)",6.29815605,5.00000000,121.59232725,326,173,6856.45150546,15.59000000,10/12/2015 8:48:53 PM,1.21468744,5893VT2RIB 98day
"POINT Z (-97.5997234686051 44.0959868559775 nan)",6.29815605,5.00000000,121.59232725,327,173,6856.45150546,15.59000000,10/12/2015 8:48:53 PM,1.21468744,5893VT2RIB 98day
"POINT Z (-97.5997044460899 44.0959863319205 nan)",6.29815605,5.00000000,121.59232725,328,173,6856.45150546,15.59000000,10/12/2015 8:48:53 PM,1.21468744,5893VT2RIB 98day
"POINT Z (-97.5996854235752 44.0959858078603 nan)",6.29815605,5.00000000,121.59232725,329,173,6856.45150546,15.59000000,10/12/2015 8:48:53 PM,1.21468744,5893VT2RIB 98day
"POINT Z (-97.5996664010609 44.095985283797 nan)",6.29815605,5.00000000,121.59232725,330,173,6856.45150546,15.59000000,10/12/2015 8:48:53 PM,1.21468744,5893VT2RIB 98day
"POINT Z (-97.599647378547 44.0959847597305 nan)",6.29815605,5.00000000,121.59232725,331,173,6856.45150546,15.59000000,10/12/2015 8:48:53 PM,1.21468744,5893VT2RIB 98day
"POINT Z (-97.5997421749014 44.0960045173728 nan)",6.29815605,5.00000000,116.63499286,326,173,6576.90752266,15.59000000,10/12/2015 8:48:54 PM,1.02468744,5893VT2RIB 98day
"POINT Z (-97.5997231500736 44.0960040387824 nan)",6.29815605,5.00000000,116.63499286,327,173,6576.90752266,15.59000000,10/12/2015 8:48:54 PM,1.02468744,5893VT2RIB 98day
"POINT Z (-97.5997041252461 44.0960035601888 nan)",6.29815605,5.00000000,116.63499286,328,173,6576.90752266,15.59000000,10/12/2015 8:48:54 PM,1.02468744,5893VT2RIB 98day
"POINT Z (-97.599685100419 44.096003081592 nan)",6.29815605,5.00000000,116.63499286,329,173,6576.90752266,15.59000000,10/12/2015 8:48:54 PM,1.02468744,5893VT2RIB 98day
"POINT Z (-97.5996660755923 44.0960026029921 nan)",6.29815605,5.00000000,116.63499286,330,173,6576.90752266,15.59000000,10/12/2015 8:48:54 PM,1.02468744,5893VT2RIB 98day
"POINT Z (-97.599647050766 44.096002124389 nan)",6.29815605,5.00000000,116.63499286,331,173,6576.90752266,15.59000000,10/12/2015 8:48:54 PM,1.02468744,5893VT2RIB 98day
"POINT Z (-97.5997415283343 44.0960225351594 nan)",6.56062324,5.00000000,114.39163663,326,173,6450.40870638,15.59000000,10/12/2015 8:48:55 PM,1.14468744,5893VT2RIB 98day
"POINT Z (-97.5997225049333 44.0960220278543 nan)",6.56062324,5.00000000,114.39163663,327,173,6450.40870638,15.59000000,10/12/2015 8:48:55 PM,1.14468744,5893VT2RIB 98day
"POINT Z (-97.5997034815327 44.0960215205461 nan)",6.56062324,5.00000000,114.39163663,328,173,6450.40870638,15.59000000,10/12/2015 8:48:55 PM,1.14468744,5893VT2RIB 98day
"POINT Z (-97.5996844581324 44.0960210132347 nan)",6.56062324,5.00000000,114.39163663,329,173,6450.40870638,15.59000000,10/12/2015 8:48:55 PM,1.14468744,5893VT2RIB 98day
"POINT Z (-97.5996654347326 44.0960205059202 nan)",6.56062324,5.00000000,114.39163663,330,173,6450.40870638,15.59000000,10/12/2015 8:48:55 PM,1.14468744,5893VT2RIB 98day
"POINT Z (-97.5996464113332 44.0960199986025 nan)",6.56062324,5.00000000,114.39163663,331,173,6450.40870638,15.59000000,10/12/2015 8:48:55 PM,1.14468744,5893VT2RIB 98day
"POINT Z (-97.5997411306426 44.0960403114786 nan)",6.52781484,5.00000000,103.57431131,326,173,5840.42982420,15.59000000,10/12/2015 8:48:56 PM,0.96468744,5893VT2RIB 98day
"POINT Z (-97.5997221051183 44.0960398472459 nan)",6.52781484,5.00000000,103.57431131,327,173,5840.42982420,15.59000000,10/12/2015 8:48:56 PM,0.96468744,5893VT2RIB 98day
"POINT Z (-97.5997030795943 44.09603938301 nan)",6.52781484,5.00000000,103.57431131,328,173,5840.42982420,15.59000000,10/12/2015 8:48:56 PM,0.96468744,5893VT2RIB 98day
"POINT Z (-97.5996840540708 44.0960389187709 nan)",6.52781484,5.00000000,103.57431131,329,173,5840.42982420,15.59000000,10/12/2015 8:48:56 PM,0.96468744,5893VT2RIB 98day
"POINT Z (-97.5996650285476 44.0960384545287 nan)",6.52781484,5.00000000,103.57431131,330,173,5840.42982420,15.59000000,10/12/2015 8:48:56 PM,0.96468744,5893VT2RIB 98day
"POINT Z (-97.5996460030247 44.0960379902832 nan)",6.52781484,5.00000000,103.57431131,331,173,5840.42982420,15.59000000,10/12/2015 8:48:56 PM,0.96468744,5893VT2RIB 98day
"POINT Z (-97.5997407132336 44.0960583833916 nan)",6.59343164,5.00000000,109.75304693,326,173,6188.84176054,15.59000000,10/12/2015 8:48:57 PM,1.01468744,5893VT2RIB 98day
"POINT Z (-97.5997216882729 44.0960579071937 nan)",6.59343164,5.00000000,109.75304693,327,173,6188.84176054,15.59000000,10/12/2015 8:48:57 PM,1.01468744,5893VT2RIB 98day
"POINT Z (-97.5997026633125 44.0960574309926 nan)",6.59343164,5.00000000,109.75304693,328,173,6188.84176054,15.59000000,10/12/2015 8:48:57 PM,1.01468744,5893VT2RIB 98day
"POINT Z (-97.5996836383526 44.0960569547883 nan)",6.59343164,5.00000000,109.75304693,329,173,6188.84176054,15.59000000,10/12/2015 8:48:57 PM,1.01468744,5893VT2RIB 98day
"POINT Z (-97.599664613393 44.0960564785809 nan)",6.59343164,5.00000000,109.75304693,330,173,6188.84176054,15.59000000,10/12/2015 8:48:57 PM,1.01468744,5893VT2RIB 98day
"POINT Z (-97.5996455884338 44.0960560023703 nan)",6.59343164,5.00000000,109.75304693,331,173,6188.84176054,15.59000000,10/12/2015 8:48:57 PM,1.01468744,5893VT2RIB 98day
"POINT Z (-97.5997401232802 44.0960765838104 nan)",6.56062324,5.00000000,99.51478672,326,173,5611.52341413,15.59000000,10/12/2015 8:48:58 PM,1.33468744,5893VT2RIB 98day
"POINT Z (-97.5997211023008 44.0960760310449 nan)",6.56062324,5.00000000,99.51478672,327,173,5611.52341413,15.59000000,10/12/2015 8:48:58 PM,1.33468744,5893VT2RIB 98day
"POINT Z (-97.5997020813218 44.0960754782763 nan)",6.56062324,5.00000000,99.51478672,328,173,5611.52341413,15.59000000,10/12/2015 8:48:58 PM,1.33468744,5893VT2RIB 98day
"POINT Z (-97.5996830603433 44.0960749255045 nan)",6.56062324,5.00000000,99.51478672,329,173,5611.52341413,15.59000000,10/12/2015 8:48:58 PM,1.33468744,5893VT2RIB 98day
"POINT Z (-97.5996640393652 44.0960743727296 nan)",6.56062324,5.00000000,99.51478672,330,173,5611.52341413,15.59000000,10/12/2015 8:48:58 PM,1.33468744,5893VT2RIB 98day
"POINT Z (-97.5996450183875 44.0960738199515 nan)",6.56062324,5.00000000,99.51478672,331,173,5611.52341413,15.59000000,10/12/2015 8:48:58 PM,1.33468744,5893VT2RIB 98day
"POINT Z (-97.5997397325257 44.0960948836011 nan)",6.65904844,5.00000000,105.88725107,326,173,5970.85494604,15.59000000,10/12/2015 8:48:58 PM,1.44468744,5893VT2RIB 98day
"POINT Z (-97.5997207130481 44.0960943045194 nan)",6.65904844,5.00000000,105.88725107,327,173,5970.85494604,15.59000000,10/12/2015 8:48:58 PM,1.44468744,5893VT2RIB 98day
"POINT Z (-97.5997016935709 44.0960937254345 nan)",6.65904844,5.00000000,105.88725107,328,173,5970.85494604,15.59000000,10/12/2015 8:48:58 PM,1.44468744,5893VT2RIB 98day
"POINT Z (-97.5996826740942 44.0960931463464 nan)",6.65904844,5.00000000,105.88725107,329,173,5970.85494604,15.59000000,10/12/2015 8:48:58 PM,1.44468744,5893VT2RIB 98day
"POINT Z (-97.5996636546179 44.0960925672552 nan)",6.65904844,5.00000000,105.88725107,330,173,5970.85494604,15.59000000,10/12/2015 8:48:58 PM,1.44468744,5893VT2RIB 98day
"POINT Z (-97.5996446351421 44.0960919881608 nan)",6.65904844,5.00000000,105.88725107,331,173,5970.85494604,15.59000000,10/12/2015 8:48:58 PM,1.44468744,5893VT2RIB 98day
"POINT Z (-97.5997390348361 44.0961130395629 nan)",6.62624004,5.00000000,106.87853625,326,173,6026.75288168,15.59000000,10/12/2015 8:49:00 PM,1.46468744,5893VT2RIB 98day
"POINT Z (-97.5997200156343 44.0961124556965 nan)",6.62624004,5.00000000,106.87853625,327,173,6026.75288168,15.59000000,10/12/2015 8:49:00 PM,1.46468744,5893VT2RIB 98day
"POINT Z (-97.599700996433 44.0961118718268 nan)",6.62624004,5.00000000,106.87853625,328,173,6026.75288168,15.59000000,10/12/2015 8:49:00 PM,1.46468744,5893VT2RIB 98day
"POINT Z (-97.5996819772321 44.096111287954 nan)",6.62624004,5.00000000,106.87853625,329,173,6026.75288168,15.59000000,10/12/2015 8:49:00 PM,1.46468744,5893VT2RIB 98day
"POINT Z (-97.5996629580317 44.0961107040781 nan)",6.62624004,5.00000000,106.87853625,330,173,6026.75288168,15.59000000,10/12/2015 8:49:00 PM,1.46468744,5893VT2RIB 98day
"POINT Z (-97.5996439388317 44.096110120199 nan)",6.62624004,5.00000000,106.87853625,331,173,6026.75288168,15.59000000,10/12/2015 8:49:00 PM,1.46468744,5893VT2RIB 98day
"POINT Z (-97.5997386715357 44.0961309692871 nan)",6.62624004,5.00000000,111.31786653,326,173,6277.08445774,15.59000000,10/12/2015 8:49:01 PM,1.07468744,5893VT2RIB 98day
"POINT Z (-97.5997196472541 44.096130478731 nan)",6.62624004,5.00000000,111.31786653,327,173,6277.08445774,15.59000000,10/12/2015 8:49:01 PM,1.07468744,5893VT2RIB 98day
"POINT Z (-97.5997006229729 44.0961299881717 nan)",6.62624004,5.00000000,111.31786653,328,173,6277.08445774,15.59000000,10/12/2015 8:49:01 PM,1.07468744,5893VT2RIB 98day
"POINT Z (-97.5996815986921 44.0961294976092 nan)",6.62624004,5.00000000,111.31786653,329,173,6277.08445774,15.59000000,10/12/2015 8:49:01 PM,1.07468744,5893VT2RIB 98day
"POINT Z (-97.5996625744117 44.0961290070436 nan)",6.62624004,5.00000000,111.31786653,330,173,6277.08445774,15.59000000,10/12/2015 8:49:01 PM,1.07468744,5893VT2RIB 98day
"POINT Z (-97.5996435501317 44.0961285164748 nan)",6.62624004,5.00000000,111.31786653,331,173,6277.08445774,15.59000000,10/12/2015 8:49:01 PM,1.07468744,5893VT2RIB 98day
