Expt No.,Criteria Entry No.,Trial Trt No,Rep No.,Plot No.,Entry Name,ST Criteria Column,Grand Mean Column,Description,Plot Mean
SampleRCBDAngaradebou,15,15,2,210, ,4,3,Moisture,16.2999992370605
SampleRCBDAngaradebou,15,15,3,316, ,4,3,Moisture,17.1000003814697
SampleRCBDAngaradebou,15,15,4,411, ,4,3,Moisture,15.8000001907349
SampleRCBDAngaradebou,16,16,1,116, ,4,3,Moisture,15.8999996185303
SampleRCBDAngaradebou,16,16,2,211, ,4,3,Moisture,14.5
SampleRCBDAngaradebou,16,16,3,312, ,4,3,Moisture,15.8999996185303
SampleRCBDAngaradebou,16,16,4,408, ,4,3,Moisture,15
SampleRCBDAngaradebou,1,1,1,101, ,1,4,Yield,4.26000022888184
SampleRCBDAngaradebou,1,1,2,202, ,1,4,Yield,3.51999998092651
SampleRCBDAngaradebou,1,1,3,313, ,1,4,Yield,3.41000008583069
SampleRCBDAngaradebou,1,1,4,406, ,1,4,Yield,4.23999977111816
SampleRCBDAngaradebou,2,2,1,102, ,1,4,Yield,3.72000002861023
SampleRCBDAngaradebou,2,2,2,207, ,1,4,Yield,2.79999995231628
SampleRCBDAngaradebou,2,2,3,314, ,1,4,Yield,3.91000008583069
SampleRCBDAngaradebou,2,2,4,410, ,1,4,Yield,3.25
SampleRCBDAngaradebou,3,3,1,103, ,1,4,Yield,4.38000011444092
SampleRCBDAngaradebou,3,3,2,216, ,1,4,Yield,3.89000010490417
SampleRCBDAngaradebou,3,3,3,306, ,1,4,Yield,3.47000002861023
SampleRCBDAngaradebou,3,3,4,401, ,1,4,Yield,3.05999994277954
SampleRCBDAngaradebou,4,4,1,104, ,1,4,Yield,3.90000009536743
SampleRCBDAngaradebou,4,4,2,203, ,1,4,Yield,3.50999999046326
SampleRCBDAngaradebou,4,4,3,305, ,1,4,Yield,3.40000009536743
SampleRCBDAngaradebou,4,4,4,407, ,1,4,Yield,4.15000009536743
SampleRCBDAngaradebou,5,5,1,105, ,1,4,Yield,3.86999988555908
SampleRCBDAngaradebou,5,5,2,204, ,1,4,Yield,3.82999992370605
SampleRCBDAngaradebou,5,5,3,315, ,1,4,Yield,3.20000004768372
SampleRCBDAngaradebou,5,5,4,412, ,1,4,Yield,2.98000001907349
SampleRCBDAngaradebou,6,6,1,106, ,1,4,Yield,4.38000011444092
SampleRCBDAngaradebou,6,6,2,214, ,1,4,Yield,4.32000017166138
SampleRCBDAngaradebou,6,6,3,309, ,1,4,Yield,4.55000019073486
SampleRCBDAngaradebou,6,6,4,404, ,1,4,Yield,2.38000011444092
SampleRCBDAngaradebou,7,7,1,107, ,1,4,Yield,3.90000009536743
SampleRCBDAngaradebou,7,7,2,212, ,1,4,Yield,3.90000009536743
SampleRCBDAngaradebou,7,7,3,302, ,1,4,Yield,3.88000011444092
SampleRCBDAngaradebou,7,7,4,405, ,1,4,Yield,2.58999991416931
SampleRCBDAngaradebou,8,8,1,108, ,1,4,Yield,4.32000017166138
SampleRCBDAngaradebou,8,8,2,205, ,1,4,Yield,3.72000002861023
SampleRCBDAngaradebou,8,8,3,310, ,1,4,Yield,3.80999994277954
SampleRCBDAngaradebou,8,8,4,415, ,1,4,Yield,2.39000010490417
SampleRCBDAngaradebou,9,9,1,109, ,1,4,Yield,6.05000019073486
SampleRCBDAngaradebou,9,9,2,215, ,1,4,Yield,3.84999990463257
SampleRCBDAngaradebou,9,9,3,308, ,1,4,Yield,3.57999992370605
SampleRCBDAngaradebou,9,9,4,413, ,1,4,Yield,3.10999989509583
SampleRCBDAngaradebou,10,10,1,110, ,1,4,Yield,6.48999977111816
SampleRCBDAngaradebou,10,10,2,201, ,1,4,Yield,3.96000003814697
SampleRCBDAngaradebou,10,10,3,303, ,1,4,Yield,4.26000022888184
SampleRCBDAngaradebou,10,10,4,409, ,1,4,Yield,3.44000005722046
SampleRCBDAngaradebou,11,11,1,111, ,1,4,Yield,4.59000015258789
SampleRCBDAngaradebou,11,11,2,213, ,1,4,Yield,3.73000001907349
SampleRCBDAngaradebou,11,11,3,311, ,1,4,Yield,4.09999990463257
SampleRCBDAngaradebou,11,11,4,402, ,1,4,Yield,3.84999990463257
SampleRCBDAngaradebou,12,12,1,112, ,1,4,Yield,4.5
SampleRCBDAngaradebou,12,12,2,206, ,1,4,Yield,4.40000009536743
SampleRCBDAngaradebou,12,12,3,304, ,1,4,Yield,3.07999992370605
SampleRCBDAngaradebou,12,12,4,414, ,1,4,Yield,4.57999992370605
SampleRCBDAngaradebou,13,13,1,113, ,1,4,Yield,4.61999988555908
SampleRCBDAngaradebou,13,13,2,208, ,1,4,Yield,3.83999991416931
SampleRCBDAngaradebou,13,13,3,301, ,1,4,Yield,2.25
SampleRCBDAngaradebou,13,13,4,416, ,1,4,Yield,4.09000015258789
SampleRCBDAngaradebou,14,14,1,114, ,1,4,Yield,3.96000003814697
SampleRCBDAngaradebou,14,14,2,209, ,1,4,Yield,3.75
SampleRCBDAngaradebou,14,14,3,307, ,1,4,Yield,3.20000004768372
SampleRCBDAngaradebou,14,14,4,403, ,1,4,Yield,2.24000000953674
SampleRCBDAngaradebou,15,15,1,115, ,1,4,Yield,4.21000003814697
SampleRCBDAngaradebou,15,15,2,210, ,1,4,Yield,2.63000011444092
SampleRCBDAngaradebou,15,15,3,316, ,1,4,Yield,4.1399998664856
SampleRCBDAngaradebou,15,15,4,411, ,1,4,Yield,3.35999989509583
SampleRCBDAngaradebou,16,16,1,116, ,1,4,Yield,5.88000011444092
SampleRCBDAngaradebou,16,16,2,211, ,1,4,Yield,3.17000007629395
SampleRCBDAngaradebou,16,16,3,312, ,1,4,Yield,3.48000001907349
SampleRCBDAngaradebou,16,16,4,408, ,1,4,Yield,2.42000007629395
SampleRCBDBadeggi,1,1,1,101, ,2,1,Tasselling,87
SampleRCBDBadeggi,1,1,2,207, ,2,1,Tasselling,90
SampleRCBDBadeggi,1,1,3,310, ,2,1,Tasselling,89
SampleRCBDBadeggi,1,1,4,411, ,2,1,Tasselling,87
SampleRCBDBadeggi,2,2,1,102, ,2,1,Tasselling,88
SampleRCBDBadeggi,2,2,2,203, ,2,1,Tasselling,86
SampleRCBDBadeggi,2,2,3,316, ,2,1,Tasselling,90
SampleRCBDBadeggi,2,2,4,402, ,2,1,Tasselling,84
SampleRCBDBadeggi,3,3,1,103, ,2,1,Tasselling,91
SampleRCBDBadeggi,3,3,2,210, ,2,1,Tasselling,93
SampleRCBDBadeggi,3,3,3,312, ,2,1,Tasselling,92
SampleRCBDBadeggi,3,3,4,415, ,2,1,Tasselling,92
SampleRCBDBadeggi,4,4,1,104, ,2,1,Tasselling,89
SampleRCBDBadeggi,4,4,2,212, ,2,1,Tasselling,91
