57.5000000000001	59	58.25	58.25	55.0000000000001	58	59.7500000000001	59	58.25	57.7500000000001	57.75	58.25	57.5000000000001	61.5	59.25	60.75
88.25	87	92	88.25	89.75	88	89	91.75	88.75	88	88.25	91.25	87.75	89.75	89.5	88.25
59.2500000000001	60.75	61	60.5	55.0000000000001	60.75	59.2500000000001	59.5	59.75	59.0000000000001	60.25	61	59.0000000000001	62	59.75	60.75
59.5	60	60	59.25	55.0000000000001	58.75	59.75	58	60.25	60	60.5	59.25	60	61.0000000000001	59	60.5
60	60.25	61	59.5	60.5000000000001	59.75	60	59.25	59.75	59.25	59.75	59.5	60.25	59.0000000000001	60.75	59.5
62	62.5	62	62	62.0000000000001	63	62	62	62	62	63	62	62	62	62	62
56.5	57.25	56.5	56.75	58.5000000000001	57.75	55.0000000000001	56.5	57.5	56	57.5	56	57.25	58	56.5	56.75
71.0000000000001	73.2500000000001	72.7500000000001	74	66.2500000000001	70	71.5000000000001	74.2500000000001	70.0000000000001	70.0000000000001	70	67.5	69.7500000000001	77.5000000000001	72.0000000000001	71
59	62	61	59.75	54.7500000000001	60	58.0000000000001	59	58.5	58.0000000000001	58	61.25	55.25	62.25	54	60
62.0000000000001	63.0000000000001	62.0000000000001	62.0000000000001	62.0000000000001	63.0000000000001	62.0000000000001	63.0000000000001	62.0000000000001	62.0000000000001	63.2500000000001	62.0000000000001	62.0000000000001	62.0000000000001	62.0000000000001	62.5000000000001
59.75	60.25	61	60.5	57.5000000000001	60	60.0000000000001	60.5	60	60	61.25	60	59.75	61.75	57.5000000000001	65
52.25	53.25	52.5	53.0000000000001	47.7500000000001	52.25	52.75	52.5	51.0000000000001	51.7500000000001	52.5	52.5	50	54.0000000000001	52.5	54.25
60.75	63	59.25	62	58.2500000000001	57.0000000000001	60.7500000000001	59.7500000000001	58.5	60	61.75	56.5	58.25	62.75	59.25	58.5
54.5	56.5	56.5	55.75	52.2500000000001	55.75	55.5	55.75	56	54.5	55	56.5	55	57.5	54.5	57
53.25	55.5	55	54.75	50.2500000000001	54.5	54.75	54.5	54.5	54	53.25	53.75	53.5	56.75	53.75	56.5
53.25	54	54.5	53.5	52.0000000000001	52.75	53.75	53	53.75	51.5	52.75	53	53	54.75	52	55.25
59.5	61	61	60.75	56.2500000000001	61.25	60	60	60	59.5	61.25	60.25	58	62.75	59.5	64.75
54	56.25	58	57	52.0000000000001	56.25	55.75	55.5	56	55	55.5	56.5	54.5	58.5	54.75	58.75
58.25	57.25	60	58.7500000000001	49.7500000000001	56.25	57.5	54.7500000000001	57	55	57.75	58.2500000000001	55.25	59.0000000000001	58	56.5
57.7500000000001	59	59.5	56.5	55.7500000000001	58.25	59.0000000000001	58.5	59	57.7500000000001	56.5	58.25	55.7500000000001	59.5	56.25	55
55.5	54	57.25	55.25	55.2500000000001	54.5	54	56	57.25	56.0000000000001	58	60.75	55.25	54.5000000000001	59	54.25
58.5	58.75	61.5	60.75	57.0000000000001	60.5	59.75	59.5	60.75	58.75	59.5	59.5	60.25	60.75	60.75	58
54.25	54	54.75	54.5	53.7500000000001	54.25	54.75	54.75	54.25	54.5	54	54.5	54.25	56	55.25	55.75
46.75	46.75	49.25	48	46.25	47	45.75	46.5	46.5	45.75	46.75	47.25	45	48.75	47.25	46.5
55.75	57.75	59.25	58	51.2500000000001	56.5	57.0000000000001	57.2500000000001	57	56.5000000000001	56.5	56.75	56	59.2500000000001	56.25	57
55.75	57.75	59.2500000000001	58	51.2500000000001	56.5	57.0000000000001	57.2500000000001	57	56.5000000000001	56.5	56.75	56	59.2500000000001	56.25	57
55.5	57.25	59	60.0000000000001	53.7500000000001	57.25	58	58.5	57.25	56.7500000000001	57.5	59.25	58	60.75	56.5	60.5
54.5	54.75	58.7500000000001	54.5000000000001	53.0000000000001	54.2500000000001	54.5000000000001	55.2500000000001	54.5000000000001	53.7500000000001	55.5	54.7500000000001	54.0000000000001	55.2500000000001	55.25	53.5000000000001
53.25	57.25	56.5	57.25	52.7500000000001	52.5	55	54.25	53.25	52.25	55	54.25	56.5	55.75	56.25	57.5
58	60.5	61	59.75	56.2500000000001	60.5	59	58.75	60.25	59.7500000000001	60	60.5	59.5	61.5	59.75	58.75
58	57	56.5000000000001	58	54.0000000000001	57.5	54.0000000000001	57.5	57.75	59	52	53.25	56.5	55.5000000000001	55	60.0000000000001
61	64.7500000000001	63.75	63.25	58.0000000000001	63.25	63	63.75	64.25	62.25	61.25	63.75	61.25	64	61.25	67.25
64.5000000000001	65.5	64.25	64.25	62.0000000000001	64.75	64.5000000000001	63.7500000000001	63.75	64.5000000000001	63.5	64	63.0000000000001	65.2500000000001	63.75	71.75
61.25	63.75	61.75	62.25	56.0000000000001	60	63.5	61.7500000000001	61	59.5	60	60.7500000000001	59.25	65.7500000000001	59.75	63.0000000000001
58.2500000000001	57.25	60.0000000000001	58.7500000000001	49.7500000000001	56.25	57.5000000000001	54.7500000000001	57	55	57.75	58.25	55.2500000000001	59.0000000000001	58	56.5000000000001
